seed,round,method,correlation,rmse_c,mae_c,worst_client_rmse_c,p90_client_rmse_c,client_rmse_sd_c,effective_bits,energy_j,utility_target_js,temperature_coverage_js,participation_jain,max_relay_energy_j,min_residual_energy_j
67,5,random,0.0,1.7972404363350822,0.8273078300381226,8.759438544873058,2.340126261007007,1.451972357215635,411010.20407281746,1.1453234693674799,0.1831625628287372,0.0008673669377889496,0.6056201550387597,0.047887351846039775,8.502564680406177
67,6,random,0.0,1.7930484022136248,0.8206954931313292,8.756988479095785,2.2699176893829813,1.4507504750001077,484088.73383601144,1.3534040878228257,0.16741599526777307,0.000538280009483164,0.625,0.06366402039868235,8.502564680406177
67,7,random,0.0,1.8092761641404247,0.8578546243711137,8.75753871726492,2.2672342883303407,1.4482443814513775,576214.6285558683,1.6052936456784965,0.1435742596791007,0.0006002482621987174,0.6897522522522522,0.0658188495800254,8.49190317245026
67,8,random,0.0,1.8180854234409534,0.878166943456885,8.747085828427064,2.2751810385549645,1.4457217746259394,677983.0611194292,1.8793610405746866,0.14108957494020724,0.0008864523597110155,0.7092198581560284,0.07183102776905967,8.481241664494341
67,9,random,0.0,1.8368084593422203,0.9110953250734882,8.745414610345415,2.3083941101357306,1.4446946126457991,739517.7461790985,2.0608908162119257,0.14001475437522246,0.0005774430405657389,0.7090336134453782,0.07678865784336297,8.481241664494341
67,10,random,0.0,1.8511744432845758,0.9441543346985878,8.733199858725309,2.3383917035517037,1.4398697323913154,807599.207246117,2.2574781766660688,0.13306397124196273,0.0005828966395455714,0.7335680751173709,0.07999803513943698,8.46035955853178
67,11,random,0.0,1.83347226421977,0.9206344086013998,8.72952308649248,2.2702111375032046,1.4364751754560512,913232.8883678662,2.5404356432460915,0.10469907839211143,0.0004098199610336901,0.8028131634819533,0.08775846610670054,8.46035955853178
67,12,random,0.0,1.827277663339289,0.9185081944229422,8.720810404917456,2.2336616734245895,1.4319905041960275,1009590.0287413351,2.8020570661050694,0.10247928051771574,0.00034456602072808237,0.7936507936507936,0.08775846610670054,8.449698050575861
67,13,random,0.0,1.8130686435059848,0.9010782561817267,8.703441237783464,2.2227752336389943,1.4311711583375424,1072831.785918824,2.9875131076132937,0.09723503343602367,0.0003030895886810733,0.8001893939393939,0.09225950502130564,8.449698050575861
67,14,random,0.0,1.795691159434949,0.8752116610131285,8.701294772926415,2.0296812728364717,1.42982650860402,1168911.8930720952,3.2484973540658184,0.09847857877676777,0.00025897480040490916,0.8006535947712419,0.10395033418112455,8.439036542619943
67,15,random,0.0,1.7914966880731296,0.8703427139606427,8.699792534487385,1.9625372525833868,1.428605263986503,1249873.7476787826,3.474709619661199,0.0934946178572031,0.00021486394014118217,0.8081896551724138,0.12362971895302964,8.439036542619943
67,16,random,0.0,1.7888357020255303,0.8702909019029009,8.693266150099152,1.9628565483129303,1.426760419929126,1320168.8403734171,3.6763883328588567,0.08816393035575351,0.00021065607990298655,0.8154943934760448,0.13346941133898219,8.439036542619943
67,17,random,0.0,1.769746691827451,0.8340658117840846,8.683955711471512,1.962552581428381,1.4318961404977126,1413955.560610571,3.9320977894043114,0.08112195039633044,0.00016891979756667222,0.8270375457875457,0.15231093745377927,8.439036542619943
67,18,random,0.0,1.7553869320135398,0.806650008904442,8.674241338347638,1.9636018490312068,1.4358156310345296,1493635.5971708177,4.155361873492876,0.07570068702906832,0.00016622565993566158,0.8333333333333334,0.17199032222568436,8.439036542619943
67,19,random,0.0,1.7541842499184683,0.8109074073982896,8.669996861075106,1.965832747129248,1.4334355133256929,1576891.0040378023,4.386849309286937,0.07583931145799463,0.00019203809282844554,0.8337952697708795,0.18183001461163692,8.439036542619943
67,20,random,0.0,1.755962886757541,0.8179475208020354,8.669226389655295,1.9660131814077306,1.4310280135304674,1660604.765888855,4.6193909615443545,0.0794643578109624,0.00021991946172858108,0.8267195767195767,0.19083184834048147,8.439036542619943
67,21,random,0.0,1.7569281590159085,0.8247835254440431,8.665991814740321,1.9661706702960677,1.4282099976116502,1732858.7050360155,4.82557502158282,0.07362512772482614,0.00012496531285283727,0.8444393382352942,0.19983368206932603,8.439036542619943
67,22,random,0.0,1.753753350322066,0.820874405081013,8.660111335343434,1.966934614916092,1.428481911666165,1813622.292447869,5.051331272630079,0.07182997710268789,0.00011649145023254975,0.8501967397414277,0.21152451122914495,8.439036542619943
67,23,random,0.0,1.7479123019369192,0.8074115784542576,8.656818714188834,1.9674166101910955,1.431441302971362,1901175.5100451603,5.292703673103843,0.06641619333342387,0.00014265709924860413,0.8583203530633438,0.2213642036150975,8.439036542619943
67,24,random,0.0,1.7463530438166444,0.8069248388598718,8.65417816042049,1.9681677241159161,1.430651376205471,1996391.5415010203,5.5517005454523165,0.06693407794828035,0.00011452270312088636,0.8633093525179856,0.24289472516086896,8.439036542619943
67,25,random,0.0,1.7406716121109735,0.7940273280559632,8.646907077153047,1.968910991148379,1.433598485975534,2086766.9920082772,5.799564081619004,0.06581353030597895,0.00011539758169283994,0.8692145082331998,0.24289472516086896,8.439036542619943
67,26,random,0.0,1.741028448363696,0.798294859916729,8.643745568770433,1.969336594388859,1.4316887625317847,2169097.8797960463,6.028925123530868,0.0659346450291334,8.671943386735099e-05,0.8672003284072249,0.24289472516086896,8.439036542619943
67,27,random,0.0,1.7411898039091303,0.8032634078565598,8.63993538887737,1.9706520732381845,1.4292899072195207,2255194.2348890295,6.266946740244723,0.06415243384328187,8.633357678792305e-05,0.8698453608247423,0.25458555432068786,8.439036542619943
