method,seed,correlation,clients,rmse_c,mae_c,worst_client_rmse_c,p90_client_rmse_c,client_rmse_sd_c,effective_bits,compressed_bits,raw_selected_bits,mean_selected_hops,mean_selected_etx,energy_j,min_residual_energy_j,max_relay_energy_j,participation_jain,utility_target_js,temperature_coverage_js
random,67,0.5,48,1.74268981479298,0.8099026856140559,8.636793304750649,1.9717341430829316,1.4272118194990364,2682556.38223738,504000.0,964800.0,1.7,5.322532504439243,7.369879679145917,7.189519835384838,0.27611607586645937,0.8585164835164835,0.07060306888929008,4.427462181270321e-05
random,71,0.5,48,1.7357548803562461,0.7917289696349906,8.638936139912852,1.9711330619998237,1.4310377798906813,2636377.518208531,504000.0,964800.0,1.6733333333333333,5.230907774223271,7.263668291879568,7.707381502779881,0.2870660351479837,0.9014423076923077,0.05844405650594217,9.458624904741495e-05
random,73,0.5,48,1.7430578456456323,0.8204030688401929,8.622437458995323,1.9735961125259698,1.4223662997060695,2574268.6285901344,504000.0,964800.0,1.66,5.107675850377252,7.1208178457572515,7.11971746392977,0.2567207216067035,0.8861058601134215,0.06825032092463507,7.69625831713691e-05
random,79,0.5,48,1.7378213261191626,0.7955869344958585,8.633948622037504,1.9683645149788378,1.4308323851737534,2531207.2461096486,504000.0,964800.0,1.5666666666666667,5.022236599423907,7.021776666052137,7.209929428900999,0.21641548235328642,0.8971291866028708,0.07152575573038746,0.00015425995670440782
random,83,0.5,48,1.737349196138233,0.7970922265483704,8.630530572034699,1.971542384837008,1.4300389392410735,2569079.246133567,504000.0,964800.0,1.5933333333333333,5.097379456614227,7.10888226610715,7.297945862710209,0.22978202882732135,0.8920076117982874,0.06841272533521024,0.00015015830545639673
random,89,0.5,48,1.7416516473161474,0.8113847174714268,8.629036046827975,1.9714920005821823,1.4256305270033192,2541047.8277496984,504000.0,964800.0,1.64,5.041761562995436,7.044410003824247,7.210806490672317,0.26746508105691563,0.8945610687022901,0.06290474337595038,0.0001598845440300029
random,97,0.5,48,1.738401466636964,0.795480487915009,8.630793584087705,1.9693528737475476,1.431593061542224,2596267.9405708453,504000.0,964800.0,1.65,5.151325278910414,7.171416263312883,7.293873915188403,0.26460066616629085,0.8928571428571429,0.05369336352931066,4.773138821646739e-05
resource,53,0.5,48,1.7458863965014282,0.8303759398748027,8.613760164003455,1.974110923211309,1.4190101245756797,2261548.13850591,504000.0,964800.0,1.4933333333333334,4.487198687511731,6.40156071856355,7.375296736569408,0.1418088058703691,0.7273079906904577,0.09140646889271314,0.000728140288009753
resource,59,0.5,48,1.7438193735126164,0.8223777561881688,8.612755217525974,1.9731970725757693,1.4218174555182024,2245255.577323773,504000.0,964800.0,1.48,4.454872177229712,6.3640878278446325,7.056377193231314,0.13350706977222312,0.6868131868131868,0.10187843228554413,0.0010888443972591547
resource,61,0.5,48,1.7494433936018488,0.8286820253852312,8.61440651678343,1.9714170962922308,1.4227964343330552,2221015.8512971564,504000.0,964800.0,1.4666666666666666,4.4067774827324575,6.308336457983413,7.306494614895221,0.14336644364843254,0.7080815709969789,0.10707453713532092,0.0007517448170146583
resource,67,0.5,48,1.7424433672205317,0.8172543627146711,8.619025486273411,1.972247286131781,1.423430264189876,2260086.682977152,504000.0,964800.0,1.4833333333333334,4.48429897416102,6.398199370847405,7.158015200022449,0.14264666452747712,0.7156488549618321,0.09503179001796713,0.0007401715691201266
resource,71,0.5,48,1.7421285727906413,0.8297952974882009,8.61011911576854,1.9765938797451086,1.4162475310055382,2207910.8881369727,504000.0,964800.0,1.47,4.3807755717003465,6.278195042714991,7.707381502779881,0.15081063959921365,0.6833090379008746,0.10592093590892399,0.0008356538420234979
resource,73,0.5,48,1.748403656802034,0.8444400072283902,8.605882280774269,1.9769857953422842,1.4130986972607777,2222281.9968574806,504000.0,964800.0,1.4566666666666668,4.409289676304529,6.31124859277216,7.103973441960963,0.13196911348441656,0.7064807837226827,0.10185175252544959,0.0009059253716874116
resource,79,0.5,48,1.7509843875924527,0.846669679023158,8.608399409138146,1.9753137652081272,1.4138924082437965,2197546.2276514373,504000.0,964800.0,1.4533333333333334,4.360210769149679,6.254356323598258,7.259236253520548,0.12717458858731107,0.6970260223048327,0.1016148982188261,0.0011790446052953865
resource,83,0.5,48,1.7418320437969783,0.8231581071740651,8.611370288254669,1.9748053890955386,1.4196561153530691,2237520.5925233457,504000.0,964800.0,1.4766666666666666,4.439524985165368,6.346297362803647,7.4367643802321215,0.1418088058703691,0.7027736131934033,0.11183330340068674,0.0007835109652916122
resource,89,0.5,48,1.7390781079788589,0.8131492321831917,8.609238862346777,1.974130991627177,1.4231749696882026,2250756.1004177597,504000.0,964800.0,1.49,4.465785913527304,6.376739030960801,7.165537251933517,0.14350860332806567,0.717291507268554,0.09788384335884606,0.0007483178868788493
resource,97,0.5,48,1.7457649189493676,0.8327571219084632,8.60813880318465,1.9750772215829295,1.417708199816866,2247396.259931447,504000.0,964800.0,1.4833333333333334,4.459119563356047,6.369011397842281,7.499210650508048,0.13492640944920944,0.7001493651979089,0.10668867275329805,0.0007876474592315676
utility,53,0.5,48,1.7238479362557158,0.7672285648437007,8.620582200784986,1.9770304903954399,1.4362750956123882,2651580.2223886955,504000.0,964800.0,1.62,5.261071869818843,7.298634511493951,7.405268934794663,0.299187012385673,0.5151098901098901,0.05202757505861708,0.005283892230336162
utility,59,0.5,48,1.7297255073041358,0.7811766610729055,8.626476234526761,1.97427654726924,1.4338257173156537,2772909.4300296614,504000.0,964800.0,1.67,5.501804424662031,7.577691689068166,6.898936973543244,0.3591198970184332,0.5272778402699663,0.04211046799388903,0.00455917751510708
utility,61,0.5,48,1.733075514268454,0.7864506596659809,8.626809776149948,1.9731243403076284,1.433745088010175,2712847.268191433,504000.0,964800.0,1.6466666666666667,5.3826334686337995,7.439548716840248,7.281841202585446,0.3260739657724933,0.5165289256198347,0.05050515844977257,0.005173449097917552
utility,67,0.5,48,1.7285187617457372,0.7738790901205969,8.631447044224908,1.9734124633880699,1.436350432813911,2697503.2362977057,504000.0,964800.0,1.6366666666666667,5.35218896090815,7.404257443484674,7.110230506492556,0.31009685454832087,0.5344925883694412,0.046765432196104295,0.005071134244303293
utility,71,0.5,48,1.7311738824695098,0.7857390166661168,8.625532634419903,1.9749224009652553,1.4323984719146206,2681038.152327044,504000.0,964800.0,1.6366666666666667,5.319520143506043,7.366387750352149,7.50270921718539,0.3217876837081397,0.5730440097799511,0.04003093196685793,0.0035551903571350253
utility,73,0.5,48,1.725013147078148,0.7693384892998543,8.626471410524395,1.9785528139254707,1.4360278816219887,2739736.6538344147,504000.0,964800.0,1.64,5.435985424274637,7.501394303819106,6.899301156366472,0.34605329433275606,0.5114566284779051,0.047153670298443806,0.0049132960732169596
utility,79,0.5,48,1.733009652948907,0.7929572401217161,8.62209798879769,1.9760518855332019,1.4303763838131867,2600621.477584728,504000.0,964800.0,1.6033333333333333,5.159963249176051,7.181429398444825,7.246909547365661,0.29904537772663425,0.5122950819672131,0.0475579023619358,0.004888068665297427
utility,83,0.5,48,1.732170039726006,0.7899835285582282,8.623432356848623,1.9744389241134865,1.4310588817599204,2702183.04034748,504000.0,964800.0,1.63,5.361474286403731,7.415020992799153,7.138788435513218,0.32792510254635965,0.562387522495501,0.04722814412979909,0.004110080541413724
utility,89,0.5,48,1.7298753446977346,0.7803916493509754,8.629043562659916,1.9752757452475191,1.4343754142901324,2714624.283750984,504000.0,964800.0,1.6266666666666667,5.386159293156715,7.443635852627211,6.882144856494992,0.3279251025463596,0.526685393258427,0.046857695661698354,0.004727525504101875
utility,97,0.5,48,1.738042335549376,0.7996746297795536,8.627814921111355,1.973035755783516,1.4306209704519701,2645261.2911055544,504000.0,964800.0,1.6133333333333333,5.248534307749119,7.2841009695427275,7.269933426887784,0.2770774687493412,0.5199667221297837,0.053103417481440776,0.005946604581359016
random_adaptive,53,0.5,48,1.7570013014028028,0.8384146884062287,8.630524819085084,1.9650345907187503,1.422951368071985,939366.2559531091,193872.0,964800.0,1.5633333333333332,4.987199869813234,3.360542388692153,7.425832792487498,0.08399978266329115,0.872093023255814,0.04329353196612608,0.00019212944987899807
random_adaptive,59,0.5,48,1.7698340163155901,0.8550603811194322,8.646190066086902,1.966357152504729,1.422534880040244,970440.2985343148,199152.0,964800.0,1.63,5.086010731007842,3.4320126866289233,7.113366542015482,0.08484678528695497,0.872093023255814,0.04521750616561637,0.0002729925228538651
random_adaptive,61,0.5,48,1.7772028398778503,0.8839523513347582,8.66049783449302,1.9683978762676289,1.4106901516506074,1001013.6906363927,204048.0,964800.0,1.61,5.120718135824792,3.5023314884637045,7.313289180216258,0.09560245505372601,0.922736220472441,0.0509191899277831,0.0001312683433749338
random_adaptive,67,0.5,48,1.7410725636239566,0.7945731474030359,8.65008623786854,1.9685685005573097,1.4329687219200804,1002865.6232085587,196032.0,964800.0,1.7,5.322532504439243,3.506590933379686,7.199002259808863,0.09800860577130571,0.8585164835164835,0.058169183363517424,4.427462181270321e-05
random_adaptive,71,0.5,48,1.748190848006144,0.8120113715108339,8.653655704367166,1.971598019270393,1.4305674504258017,1014313.7243461516,203088.0,964800.0,1.6533333333333333,5.230498624287651,3.5329215659961486,7.748317807928297,0.11202067623471608,0.9014423076923077,0.03908923464718213,9.458624904741495e-05
random_adaptive,73,0.5,48,1.7394298384772522,0.7900290800315608,8.644234407835604,1.9699940709311423,1.4352740938655848,999622.9995740093,204960.0,964800.0,1.64,5.107266700441632,3.499132899020223,7.152936268927255,0.08925382603456158,0.8861058601134215,0.059762746831772365,7.69625831713691e-05
random_adaptive,79,0.5,48,1.7474018783597978,0.8135802332249867,8.64445014347923,1.969285430796347,1.4283706212318912,938200.9150904698,194400.0,964800.0,1.54,5.021691066176414,3.3578621047080803,7.2591759481599105,0.07419959394969818,0.8971291866028708,0.05084848438881395,0.00015425995670440782
random_adaptive,83,0.5,48,1.764545600182339,0.8584048014747017,8.624624390927256,1.968919627443491,1.417465157192773,990547.6345462066,202464.0,964800.0,1.5866666666666667,5.097243073302354,3.478259559456276,7.4632385849272564,0.08881302461007978,0.8920076117982874,0.05468066176882861,0.00015015830545639673
random_adaptive,89,0.5,48,1.7472545291403598,0.8110357722502635,8.64246940461129,1.967097744237464,1.429923132462114,947895.5066861805,196752.0,964800.0,1.6133333333333333,5.041216029747942,3.3801596653782147,7.222835622384631,0.097617804241326,0.8945610687022901,0.04745192015322858,0.0001598845440300029
random_adaptive,97,0.5,48,1.7464385904123092,0.7972242451067796,8.645253890643273,1.9636706614931152,1.4360480814342786,979015.5964100562,198048.0,964800.0,1.6433333333333333,5.1511888955985405,3.4517358717431286,7.493560071460642,0.09329218089382667,0.8928571428571429,0.0479493863821504,4.773138821646739e-05
resource_adaptive,53,0.5,48,1.7198276712809133,0.7396739737227651,8.621468531714232,1.9730965226517558,1.4450900600384626,910421.5594154136,181344.0,964800.0,1.6433333333333333,4.951830854761961,3.293969586655453,7.433599455040398,0.08982505900875312,0.8318544809228039,0.07578429452050167,0.0002573326104370941
resource_adaptive,59,0.5,48,1.7246032252704178,0.7458583526315975,8.628142601152472,1.9695853859399466,1.445716376395553,892108.5654687133,179136.0,964800.0,1.6433333333333333,4.935790011029626,3.25184970057804,7.118426216105706,0.08184502913198148,0.8259911894273128,0.080425296677134,0.0003516148170433416
resource_adaptive,61,0.5,48,1.7285964663240396,0.7642410828977879,8.617168397357075,1.9708714770522144,1.4405661556095393,899816.2748119601,181488.0,964800.0,1.6366666666666667,4.9169099839185835,3.269577432067509,7.324619862678211,0.09198946071088003,0.8187772925764192,0.0759007555859525,0.00041156922629390655
resource_adaptive,67,0.5,48,1.726195524028376,0.7465575757755749,8.631150655546412,1.9696551684314458,1.4464215466477983,915549.259047817,182112.0,964800.0,1.6633333333333333,5.008969469182648,3.30576329580998,7.185215716076803,0.08669387730183312,0.8223684210526315,0.0790776584549579,0.00028470322349596
resource_adaptive,71,0.5,48,1.738349686418655,0.7978458200865522,8.601439255365431,1.9766633682707415,1.4310239236773588,899276.8470397075,181968.0,964800.0,1.6333333333333333,4.889988738897072,3.268336748191329,7.769430525654273,0.08581677472538664,0.814509122502172,0.0852854776411561,0.000418931865157768
resource_adaptive,73,0.5,48,1.728337437099121,0.7601664346519605,8.622476783500476,1.972775826960609,1.441500518210693,912137.1856286031,181824.0,964800.0,1.6466666666666667,4.952428585965004,3.297915526945788,7.166022464835355,0.08534350810593959,0.8311170212765957,0.07703203867229763,0.00033475933437374214
resource_adaptive,79,0.5,48,1.7308817024734815,0.771381919571911,8.62811128067106,1.9727487721475914,1.438148360778436,921386.4059849288,184176.0,964800.0,1.66,5.001615080848857,3.3191887337653356,7.277361501303538,0.09986180549230399,0.8187772925764192,0.07475355505929804,0.0004672393131846109
resource_adaptive,83,0.5,48,1.7225419947775005,0.7377385238462731,8.635149153515126,1.9701224803433912,1.447900342108082,895157.7041208784,179424.0,964800.0,1.6433333333333333,4.942751687160387,3.258862719478022,7.488793795810343,0.0938333432921196,0.8281802120141343,0.08178317964082402,0.00038405812568554026
resource_adaptive,89,0.5,48,1.7252980614436895,0.7511902357493927,8.62205371106543,1.9717552983566708,1.444220281619834,902966.0652378246,182448.0,964800.0,1.6433333333333333,4.9180612885227335,3.2768219500469975,7.214809100566755,0.08934777272976838,0.8202099737532809,0.07749964509457448,0.0003637861770834402
resource_adaptive,97,0.5,48,1.7223672351216737,0.7402496357756956,8.63068583230478,1.9694432517812712,1.4467348159111177,911584.6281419772,181344.0,964800.0,1.6733333333333333,5.003434387359652,3.296644644726549,7.537378703467199,0.08616418436541808,0.8252640845070423,0.08074393796872797,0.0003764826730275542
utility_adaptive,53,0.5,48,1.7527687050111886,0.8314586604409352,8.628734043710496,1.9707696089007518,1.4246220039715034,1013530.9437641429,206016.0,964800.0,1.58,5.083696979177501,3.5311211706575243,7.433599455040398,0.11025594011659956,0.5332764505119454,0.03744874153180717,0.005083373938266186
utility_adaptive,59,0.5,48,1.7295064806507356,0.7718051819014532,8.635614226771136,1.9725562237425618,1.4369723149365807,1072676.0129499994,213696.0,964800.0,1.6433333333333333,5.271990167751012,3.6671548297849967,7.030134476109069,0.11020737966207202,0.5716463414634146,0.027817161192366147,0.004878750874442858
utility_adaptive,61,0.5,48,1.7514660301257066,0.8224868500672589,8.6302742839139,1.9669474105585698,1.4274633351614585,999494.8519756625,202320.0,964800.0,1.6233333333333333,5.171259419347711,3.4988381595440208,7.326998921579608,0.10252984379198886,0.5610412926391383,0.03496154351959599,0.0050288943015234025
utility_adaptive,67,0.5,48,1.7360259197893795,0.7814839580894336,8.652174353054717,1.9695648999377104,1.4372175847459938,1035750.3176062318,209616.0,964800.0,1.61,5.099721791809504,3.5822257304943323,7.157259615716078,0.10977832365620147,0.5603705917513448,0.033838331673440046,0.0051356030185282665
utility_adaptive,71,0.5,48,1.738285516682699,0.8002451312306699,8.614892210420408,1.971613503618546,1.430481437614624,1075576.49319039,213168.0,964800.0,1.6433333333333333,5.346447381182577,3.673825934337898,7.649032698386131,0.10907124086189039,0.594106463878327,0.029671070207733782,0.004451934543021396
utility_adaptive,73,0.5,48,1.7373181103410353,0.7976065416901305,8.621002454966076,1.9742180578894668,1.4309112475865888,1121646.173206076,217056.0,964800.0,1.66,5.44778446025029,3.7797861983739756,7.04056496347699,0.11505029537170464,0.5341880341880342,0.03837560457822849,0.005176811135423476
utility_adaptive,79,0.5,48,1.7547880083409264,0.8339903473440919,8.633973590193758,1.9708844490183688,1.4235979299246329,1034958.5577843538,210576.0,964800.0,1.6133333333333333,5.088699321844044,3.5804046829040126,7.252321077478236,0.10632005127250287,0.5234505862646566,0.04534030016401305,0.005923205998339273
utility_adaptive,83,0.5,48,1.752934573587655,0.8226609716400234,8.64950754538943,1.9669071597653116,1.4277918402733463,1055839.3241944818,212400.0,964800.0,1.6333333333333333,5.155003886297581,3.6284304456473055,7.438966956907544,0.1205485087280121,0.5794190358467244,0.03160542720825552,0.00530705197014762
utility_adaptive,89,0.5,48,1.7462966549666523,0.8146006683855894,8.642904383389084,1.9746658038266387,1.4283866006707762,1065931.3391698396,209952.0,964800.0,1.62,5.296014797348529,3.6516420800906313,7.05131181648158,0.11587594977361551,0.5607057416267942,0.03466080208910326,0.005119069471892321
utility_adaptive,97,0.5,48,1.7594663652234739,0.8336278040073543,8.661263559085208,1.9688547491825592,1.4261270459859268,1057626.3671190387,215808.0,964800.0,1.63,5.177647668031144,3.6325406443737887,7.489086718285742,0.11293348330086479,0.557703747769185,0.03742167129803406,0.005594233005841579
proposed_fixed_comp,53,0.5,48,1.7393131886302526,0.8128854470801019,8.61374459328943,1.9754391981542518,1.4242764785514574,2372540.915938199,504000.0,964800.0,1.44,4.7074224522583314,6.656844106657808,7.390282835682036,0.1442785722723116,0.6399317406143344,0.030799665906755626,0.003056993445043371
proposed_fixed_comp,59,0.5,48,1.733782330993693,0.8011626512527635,8.608559619704417,1.9767885754664956,1.4261908741144342,2380151.1318224394,504000.0,964800.0,1.4566666666666668,4.722522086949283,6.674347603191559,6.898936973543244,0.1442785722723116,0.6394952251023193,0.03079792839203882,0.002908221571580146
proposed_fixed_comp,61,0.5,48,1.7438165019313492,0.826876818362964,8.608959464649935,1.9752862960397837,1.420316492609955,2360226.9624007135,504000.0,964800.0,1.4266666666666667,4.682990004763325,6.628522013521596,7.281841202585446,0.13294053113606827,0.6519471488178025,0.03164300631747963,0.0030300075052586313
proposed_fixed_comp,67,0.5,48,1.7344349536860721,0.7968760436112997,8.615198853725548,1.974364099772389,1.4291751582583128,2383202.6663482697,504000.0,964800.0,1.45,4.72857671894498,6.681366132600973,7.144400640183683,0.1332238004541457,0.67012151536812,0.02821581989590513,0.002860576277830068
proposed_fixed_comp,71,0.5,48,1.7394074150377552,0.8123067534866283,8.611643693090777,1.9751073552593204,1.4246818629081304,2367456.181788495,504000.0,964800.0,1.44,4.6973336940247945,6.6451492181134935,7.518453239154197,0.13322380045414572,0.6592827004219409,0.03392982817536198,0.002669428501015471
proposed_fixed_comp,73,0.5,48,1.7351334427718246,0.8013295014534771,8.613727899155927,1.9751847435716712,1.4271177138549789,2362430.5513052396,504000.0,964800.0,1.4333333333333333,4.687362204970715,6.6335902680020045,6.915045178335279,0.1442785722723116,0.6452167928423951,0.027986964707191135,0.0028610669673367044
proposed_fixed_comp,79,0.5,48,1.7365173617786567,0.8029376760480134,8.6152472252536,1.9751318898355514,1.4274460746670081,2394215.1482320735,504000.0,964800.0,1.4566666666666668,4.750426881412846,6.70669484093372,7.222256135055886,0.15547497874951624,0.6360244233378561,0.027553411152873943,0.0033118285975953974
proposed_fixed_comp,83,0.5,48,1.7433062194207691,0.8180377935208387,8.61731696067456,1.9739033786753988,1.4245321516101042,2362018.2445951137,504000.0,964800.0,1.4433333333333334,4.686544136101418,6.632641962568714,7.336595561349027,0.13322380045414572,0.6734913793103449,0.03198689871842331,0.0031078163993112267
proposed_fixed_comp,89,0.5,48,1.731997137241236,0.7904199480670918,8.611039814642771,1.9749155990089988,1.430742195589449,2398456.265432848,504000.0,964800.0,1.4633333333333334,4.758841796493747,6.716449410495502,6.929376922401413,0.14895950282534728,0.646106133700896,0.02671953495023508,0.003421701417915048
proposed_fixed_comp,97,0.5,48,1.7438837016333084,0.8212604367267398,8.61412805246332,1.975430841186023,1.4236392913900366,2356235.712254712,504000.0,964800.0,1.4333333333333333,4.67507085764824,6.61934213818579,7.387680368992174,0.13294053113606827,0.6123448726322664,0.033688375524605775,0.003790722933301997
fedcg_adapted,53,0.5,48,1.7443552245331506,0.8139618909677055,8.624605499322522,1.973403624518003,1.4274779119163918,992068.8141665637,202416.0,964800.0,1.6733333333333333,5.044432401762132,3.4817582725830984,7.434146681033572,0.09918656589187728,0.8303808680248007,0.09044409212990692,0.00022183494027915566
fedcg_adapted,59,0.5,48,1.7355666911875107,0.7883743929165502,8.62709797533433,1.9709994977133412,1.4336194429511901,1002022.5520971656,203520.0,964800.0,1.6966666666666668,5.084952507703771,3.504651869823482,7.1213930638333585,0.09766525317046036,0.8152173913043478,0.091367233137532,0.0002823638437416835
fedcg_adapted,61,0.5,48,1.735352175899819,0.7855177131205552,8.62476831934579,1.9718203322838175,1.4355127729648807,986600.9762034495,202896.0,964800.0,1.67,4.989436476507069,3.4691822452679357,7.326998921579608,0.10138433950923967,0.8130962705984388,0.0935798910893457,0.00032500322977256375
fedcg_adapted,67,0.5,48,1.735493567400075,0.7873008889391409,8.621105972398952,1.9722021033049268,1.4340527358278614,992530.5603536561,201456.0,964800.0,1.6933333333333334,5.078848482884219,3.4828202888134085,7.172543217085256,0.10293204701417362,0.8252640845070423,0.09147568300700626,0.00022203631079402872
fedcg_adapted,71,0.5,48,1.7392915749067992,0.8018061297183988,8.62445370488015,1.974044553561509,1.42963991929881,972923.9526047572,200544.0,964800.0,1.67,4.993739068450144,3.437725090990942,7.764370851564049,0.09640859712541204,0.8238137082601055,0.0924710887007304,0.000310769768598816
fedcg_adapted,73,0.5,48,1.7406814809089848,0.7993363647798579,8.628743267155356,1.9716095573178407,1.4320173823300573,999521.2286986992,204096.0,964800.0,1.69,5.088338021727656,3.498898826007009,7.168989312563007,0.09440527109282452,0.8245382585751979,0.0949716486860629,0.00026684761939792527
fedcg_adapted,79,0.5,48,1.7347244496351324,0.7917755448408261,8.62906809172266,1.9726655796731145,1.4310927529682111,1003814.195221084,203520.0,964800.0,1.7,5.101224883032625,3.508772649008495,7.279740560204935,0.10256017470991816,0.814509122502172,0.08599463969325534,0.00033737972666573655
fedcg_adapted,83,0.5,48,1.7347652547195864,0.7891325515522958,8.617725887425223,1.976507315086784,1.4323196022759752,945031.6790202319,191136.0,964800.0,1.68,5.052956948997712,3.3735728617465353,7.479398917011983,0.10322822209047924,0.8274492497793469,0.09784061072226831,0.0003527010727931414
fedcg_adapted,89,0.5,48,1.7394500344488546,0.8025070160761346,8.617971956491903,1.9749084472758325,1.4292830106972834,987477.1011871266,201792.0,964800.0,1.6766666666666667,5.025353472804481,3.4711973327303918,7.214809100566755,0.10008318973988434,0.8216476774758983,0.08939981807335667,0.0002566098802898257
fedcg_adapted,97,0.5,48,1.7370184996285216,0.7980288701199062,8.624926067027689,1.9726064601310316,1.4295541778652214,1002519.1094305973,201792.0,964800.0,1.7133333333333334,5.102283747465717,3.505793951690375,7.525278263231359,0.09826462460125751,0.8159268929503917,0.09877684313050891,0.00026516010664218447
proposed,53,0.5,48,1.7403289653595426,0.7851225823485304,8.64474402422915,1.965556810850282,1.4382184198845962,995317.8744674954,200880.0,964800.0,1.5533333333333332,5.009876951695389,3.4892311112752377,7.441366117593299,0.0922633405864233,0.6438873626373627,0.01378090944092073,0.0036952073435818
proposed,59,0.5,48,1.7335496005197415,0.778764940679885,8.62539573985809,1.9704699156748857,1.436984061334142,977436.514823094,204864.0,964800.0,1.5166666666666666,4.881494947440953,3.448103984093114,7.038160997926945,0.09125634225950191,0.6360244233378561,0.011351480272352794,0.004142252894320905
proposed,61,0.5,48,1.7346054182278652,0.7763113711407209,8.625704827438453,1.968381699646803,1.4396996938615787,967496.1767376019,201888.0,964800.0,1.54,4.956874960917016,3.425241206496481,7.313289180216258,0.09782700057059021,0.6456611570247934,0.013030839911009742,0.003567642269692687
proposed,67,0.5,48,1.7414559532034122,0.7886435945707416,8.649926363556945,1.9645478404334815,1.4371646953028625,991632.8636748728,202032.0,964800.0,1.5733333333333333,5.066400899771516,3.480755586452205,7.1798560848806146,0.09514367064907106,0.6853070175438597,0.01167417123226673,0.003769693355845313
proposed,71,0.5,48,1.7318748374425772,0.7738188604296222,8.64001197446606,1.970328990287217,1.437770456523574,1046500.8760959334,214608.0,964800.0,1.5633333333333332,5.050575643481751,3.606952015020646,7.649032698386131,0.0962716248697898,0.6616090331686661,0.010691044579538504,0.0042624325001130985
proposed,73,0.5,48,1.738513103109217,0.8024719149616896,8.623059282631207,1.9715799966025271,1.4286951314605463,1014304.6184120631,208896.0,964800.0,1.5433333333333332,5.019825943077062,3.5329006223477424,7.056618007112742,0.09232236196565786,0.6421232876712328,0.010460647713819923,0.0034842018967655135
proposed,79,0.5,48,1.7445707924126412,0.8017151407745486,8.6380513782266,1.9668953929528783,1.4331012431523582,1032430.2355470452,214656.0,964800.0,1.5466666666666666,4.9635967374873,3.5745895417582014,7.252321077478236,0.10289354555477562,0.6390593047034765,0.012608326776235225,0.004434087145336652
proposed,83,0.5,48,1.73520766908462,0.7803011722360258,8.630913964591972,1.969029817742346,1.4378570157784785,1045035.2675982772,216816.0,964800.0,1.5566666666666666,4.950000233030971,3.6035811154760355,7.41937661501469,0.09598435904449562,0.6739755571531273,0.013431792056054524,0.003938936772883249
proposed,89,0.5,48,1.7302234393531064,0.7689542620798148,8.64124348902231,1.9712921002634083,1.4391857557196364,988592.7827944792,207792.0,964800.0,1.5366666666666666,4.899205422523876,3.4737634004273006,7.099470947388837,0.09935796786253652,0.6616090331686661,0.012206264690365863,0.0034791628169133677
proposed,97,0.5,48,1.7352101602282686,0.7779122210015955,8.652941374722543,1.9705262441342075,1.437985865193203,1054885.7283216596,212496.0,964800.0,1.59,5.156947432793353,3.6262371751398152,7.477718303935572,0.10301884250587154,0.6151574803149606,0.01803997066616076,0.004957272033427296
random,53,0.9,48,1.745238096496944,0.8290905681024967,8.621931720791693,1.9744818663187775,1.4189556771247742,2403945.9023268535,504000.0,964800.0,1.5766666666666667,4.7697339331882045,6.729075575351703,6.510606807688522,0.25965194490447974,0.8530482256596906,0.06588624094398193,0.0001715362781631626
random,59,0.9,48,1.7475676510438436,0.8214659403248457,8.631383765570234,1.9701315400463217,1.4249746867380286,2639446.173544152,504000.0,964800.0,1.66,5.236996376079667,7.270726199151492,5.871717420706123,0.25828782786842064,0.9084302325581395,0.0576571320617419,3.0054321362427263e-05
random,61,0.9,48,1.7431613735426572,0.8123142193513313,8.637797413975342,1.9715671941731736,1.426004988048347,2615419.772102235,504000.0,964800.0,1.6433333333333333,5.189324944647295,7.215465475835086,6.077205979229327,0.2493829829183895,0.9093113482056256,0.06038117414995793,0.000238533295205883
random,67,0.9,48,1.7471204730086165,0.8208994404966143,8.637188523515439,1.9701428274449662,1.4244888634224178,2613397.7798428,504000.0,964800.0,1.6633333333333333,5.185313055243648,7.210814893638383,5.961239626690111,0.2473952126870373,0.8664510166358595,0.08008354338968236,6.811098797270709e-05
random,71,0.9,48,1.7359739463271278,0.7899068753744762,8.637966667441543,1.971092853235793,1.4322843535524366,2544603.3899685675,504000.0,964800.0,1.63,5.048816249937634,7.052587796927652,6.396504249695822,0.24133578179342652,0.8979885057471264,0.05962908017105864,0.00017150338943022894
random,73,0.9,48,1.7459530269319083,0.8246770327375637,8.628460957219456,1.9721183340908501,1.4219975090595296,2560321.953800481,504000.0,964800.0,1.67,5.080003876588256,7.0887404937410485,5.879748686319793,0.32196310316779014,0.8869441816461684,0.06346071841824444,6.19955261666994e-05
random,79,0.9,48,1.738901768693569,0.7999125878690515,8.630678737153733,1.9690401499938432,1.4295441756272016,2524185.006754352,504000.0,964800.0,1.5733333333333333,5.008303584830065,7.005625515534949,6.037753077464888,0.2442588421969281,0.8928571428571429,0.06008512167163684,0.00043702736435062095
random,83,0.9,48,1.7438651644247536,0.8143975169372853,8.633277469208023,1.970547209458934,1.4254082694000547,2503886.537124319,504000.0,964800.0,1.5766666666666667,4.968028843500636,6.958939035385881,6.454680601822067,0.2684783591736739,0.8903133903133903,0.06692624613321704,0.0004262301234745848
random,89,0.9,48,1.7452333755960365,0.8199033065327126,8.635522183614682,1.972319038041324,1.423745933921778,2573853.100430156,504000.0,964800.0,1.6333333333333333,5.106851389742374,7.119862130989301,5.949281039084761,0.2810070469906009,0.8894686907020873,0.05761737881322708,0.00012200121020551402
