round,lambda_energy,alive_nodes,dead_nodes,generated_round,delivered_round,channel_drops_round,energy_drops_round,route_drops_round,fallback_direct_round,round_airtime_s,elapsed_channel_time_s,pdr,goodput_bps,average_delay_s,residual_energy_j,mean_alive_energy_j,std_alive_energy_j,jain_energy_fairness,route_changes_total
1,0.25,100,0,100,100,0,0,0,0,2.5643839999999947,2.5643839999999947,1.0,155982.87931916624,1.270853954591171,49.85790592033677,0.4985790592033677,0.002244947022959029,0.9999797261923747,0
2,0.25,100,0,100,100,0,0,0,0,2.5603199999999946,5.124703999999989,1.0,156106.57708230597,1.2623195512826284,49.72544964985222,0.4972544964985222,0.003022921504012926,0.9999630444004738,26
3,0.25,100,0,100,100,0,0,0,0,2.5603199999999946,7.685023999999983,1.0,156147.85327931345,1.2612358173368916,49.58977630117099,0.4958977630117099,0.0039308171236208484,0.9999371718758284,52
4,0.25,100,0,100,100,0,0,0,0,2.560319999999995,10.245343999999978,1.0,156168.49956429022,1.256934750654938,49.45184229107775,0.4945184229107775,0.0049784855661790615,0.9998986589173869,78
5,0.25,100,0,100,100,0,0,0,0,2.560319999999995,12.805663999999974,1.0,156180.8899561947,1.255410750826055,49.31386670856176,0.4931386670856176,0.006153273960023635,0.999844329336381,102
6,0.25,100,0,100,100,0,0,0,0,2.564383999999995,15.370047999999969,1.0,156147.85327931342,1.2559119775096426,49.175654023323396,0.49175654023323395,0.007237290974364362,0.9997834502325688,127
7,0.25,100,0,100,100,0,0,0,0,2.560319999999995,17.930367999999962,1.0,156159.65048793232,1.256479001923057,49.042835651292144,0.49042835651292144,0.00828044845857357,0.999715007925789,151
8,0.25,100,0,100,100,0,0,0,0,2.5603199999999946,20.490687999999956,1.0,156168.49956429022,1.2575646703420593,48.9086420764975,0.489086420764975,0.00933719470072932,0.999635662930086,174
9,0.25,100,0,100,100,0,0,0,0,2.560319999999995,23.05100799999995,1.0,156175.38287262787,1.2589961013652708,48.77316696438249,0.4877316696438249,0.010401695908307857,0.9995453796107204,198
10,0.25,100,0,100,100,0,0,0,0,2.5643839999999947,25.615391999999943,1.0,156156.11113817853,1.2607223982702043,48.63872475440484,0.4863872475440484,0.01146770342503169,0.9994444192453165,218
11,0.25,100,0,100,100,0,0,0,0,2.5603199999999946,28.175711999999937,1.0,156162.868217847,1.2625670847647776,48.50357588211914,0.4850357588211914,0.012575851401605711,0.9993282070768468,241
12,0.25,100,0,100,100,0,0,0,0,2.5603199999999946,30.73603199999993,1.0,156168.49956429025,1.2645445901413699,48.36904791987752,0.48369047919877517,0.013674369805861656,0.9992013939524383,265
13,0.25,100,0,100,100,0,0,0,0,2.5603199999999946,33.29635199999993,1.0,156173.26486697435,1.2666242638657874,48.23594406562049,0.48235944065620484,0.014760771272100086,0.9990644434617595,288
14,0.25,100,0,100,100,0,0,0,0,2.5603199999999946,35.856671999999925,1.0,156177.3496436036,1.2673327842346682,48.09861143111316,0.48098611431113164,0.015887055697587173,0.9989101964836596,310
15,0.25,100,0,100,100,0,0,0,0,2.5603199999999946,38.41699199999992,1.0,156180.8899561947,1.2682990485750048,47.96385811275699,0.47963858112756985,0.016987348898214905,0.9987472091491842,332
16,0.25,100,0,100,100,0,0,0,0,2.5643839999999942,40.98137599999992,1.0,156168.4995642902,1.2696398299031006,47.8280176582694,0.478280176582694,0.018100398055248816,0.9985698225472507,356
