round,lambda_energy,alive_nodes,dead_nodes,generated_round,delivered_round,channel_drops_round,energy_drops_round,route_drops_round,fallback_direct_round,round_airtime_s,elapsed_channel_time_s,pdr,goodput_bps,average_delay_s,residual_energy_j,mean_alive_energy_j,std_alive_energy_j,jain_energy_fairness,route_changes_total
1,1.0,100,0,100,100,0,0,0,0,2.600959999999994,2.600959999999994,1.0,153789.37007874053,1.3623139537196491,49.861351492454155,0.49861351492454153,0.0025735748319141716,0.9999733600172057,0
2,1.0,100,0,100,100,0,0,0,0,2.600959999999994,5.201919999999988,1.0,153789.37007874053,1.3549987508222168,49.73402471296973,0.49734024712969727,0.0034382216664256204,0.9999522096976304,28
3,1.0,100,0,100,100,0,0,0,0,2.6050239999999945,7.806943999999982,1.0,153709.31314481093,1.355689631440989,49.59166325607377,0.4959166325607377,0.005148803637289688,0.9998922174391791,55
4,1.0,100,0,100,100,0,0,0,0,2.6090879999999945,10.416031999999976,1.0,153609.35911103227,1.3576301911430064,49.46228793875764,0.49462287938757643,0.0062020485963749095,0.9998427995986781,81
5,1.0,100,0,100,100,0,0,0,0,2.6009599999999944,13.01699199999997,1.0,153645.3275841304,1.3590546229339788,49.33075581106154,0.49330755811061544,0.007417103794074067,0.9997739861743695,106
6,1.0,100,0,100,100,0,0,0,0,2.600959999999994,15.617951999999963,1.0,153669.31592567358,1.3609525104918276,49.20214022878838,0.4920214022878838,0.008598135108178456,0.9996947132630637,129
7,1.0,100,0,100,100,0,0,0,0,2.600959999999994,18.218911999999957,1.0,153686.45504188212,1.3631209444621706,49.07452309111135,0.49074523091111355,0.00968110939544138,0.9996109825357357,149
8,1.0,100,0,100,100,0,0,0,0,2.609087999999994,20.82799999999995,1.0,153639.3316689076,1.3631572299689751,48.94389203817028,0.48943892038170284,0.010919268104419164,0.9995025219195262,170
9,1.0,100,0,100,100,0,0,0,0,2.605023999999994,23.433023999999943,1.0,153629.33951674393,1.3614243852838273,48.81682367606934,0.48816823676069343,0.012137519494734276,0.9993821935304683,192
10,1.0,100,0,100,100,0,0,0,0,2.600959999999994,26.033983999999936,1.0,153645.3275841304,1.3585059817044853,48.689142585135365,0.48689142585135364,0.013303148297759792,0.999254031445645,212
11,1.0,100,0,100,100,0,0,0,0,2.6009599999999935,28.63494399999993,1.0,153658.41120555397,1.356635433259177,48.55752703731936,0.4855752703731936,0.014493867983330962,0.9991098386844574,235
12,1.0,100,0,100,100,0,0,0,0,2.6090879999999936,31.244031999999923,1.0,153629.33951674393,1.3543891495500904,48.4242657287735,0.48424265728773497,0.015840298973088057,0.9989311021693349,259
13,1.0,100,0,100,100,0,0,0,0,2.6009599999999935,33.84499199999992,1.0,153641.63773476478,1.3524353033381225,48.296467929594584,0.48296467929594583,0.017096062347886562,0.9987485381889745,282
14,1.0,100,0,100,100,0,0,0,0,2.6009599999999935,36.44595199999991,1.0,153652.1806317479,1.3511669780479296,48.16801938745843,0.4816801938745843,0.01826592734945901,0.9985640418032585,306
15,1.0,100,0,100,100,0,0,0,0,2.6050239999999936,39.050975999999906,1.0,153645.3275841304,1.3505608614608087,48.03820747587579,0.4803820747587579,0.019532284200347475,0.998349501674835,331
16,1.0,100,0,100,100,0,0,0,0,2.6050239999999936,41.6559999999999,1.0,153639.3316689076,1.3492253295536742,47.90104728732423,0.47901047287324233,0.021099980481745887,0.9980634343046294,355
17,1.0,100,0,100,100,0,0,0,0,2.6009599999999935,44.25695999999989,1.0,153648.14935323203,1.348178401328196,47.77129525050282,0.47771295250502815,0.022358947023187924,0.9978141602306942,381
18,1.0,100,0,100,100,0,0,0,0,2.6009599999999935,46.857919999999886,1.0,153655.98814458723,1.3475638872577653,47.64349025521735,0.4764349025521735,0.02352899903373248,0.997567001508558,406
19,1.0,100,0,100,100,0,0,0,0,2.6009599999999935,49.45887999999988,1.0,153663.0024780185,1.3473135115538128,47.512331835666814,0.47512331835666816,0.02475999216000758,0.9972916144871485,427
20,1.0,100,0,100,100,0,0,0,0,2.600959999999994,52.05983999999987,1.0,153669.3159256736,1.3473726534948418,47.381350246222,0.47381350246222,0.02593987952705516,0.9970117198683676,449
21,1.0,100,0,100,100,0,0,0,0,2.600959999999994,54.66079999999987,1.0,153675.02853964854,1.3476970961562191,47.253380028969545,0.47253380028969544,0.02717458664576349,0.9967037039679392,474
22,1.0,100,0,100,100,0,0,0,0,2.6009599999999935,57.26175999999986,1.0,153680.2221936598,1.3473270258079626,47.12604332774729,0.4712604332774729,0.028384436069137608,0.996385352771549,496
23,1.0,100,0,100,100,0,0,0,0,2.6050239999999936,59.86678399999985,1.0,153674.53177374657,1.3472559459384625,46.99429315784717,0.46994293157847167,0.02966583515581429,0.99603086644952,522
24,1.0,100,0,100,100,0,0,0,0,2.6009599999999935,62.46774399999985,1.0,153679.31327886635,1.3465625627272342,46.86614898219336,0.46866148982193356,0.030870996020741923,0.9956798139671192,548
25,1.0,100,0,100,100,0,0,0,0,2.6009599999999935,65.06870399999984,1.0,153683.71252637866,1.3461522341865197,46.73807409766457,0.4673807409766457,0.0320353808713512,0.99532391285593,568
26,1.0,100,0,100,100,0,0,0,0,2.6050239999999936,67.67372799999984,1.0,153678.54420551538,1.3452639062757463,46.6070011255975,0.46607001125597497,0.033302160120096666,0.9949203847417629,590
27,1.0,100,0,100,100,0,0,0,0,2.6009599999999935,70.27468799999983,1.0,153682.64601900513,1.3446009300921362,46.47687290516459,0.4647687290516459,0.034586640182512104,0.9944926266397884,614
28,1.0,100,0,100,100,0,0,0,0,2.600959999999993,72.87564799999981,1.0,153686.45504188215,1.3434627950949525,46.346203253235124,0.46346203253235124,0.03580146359022061,0.9940681603523187,639
29,1.0,100,0,100,100,0,0,0,0,2.6050239999999936,75.48067199999981,1.0,153681.72662797742,1.3419070638314574,46.21823917921055,0.4621823917921055,0.03700773286938033,0.9936293669775421,663
30,1.0,100,0,100,100,0,0,0,0,2.6050239999999936,78.08569599999981,1.0,153677.31370416458,1.3400107173664688,46.086474291659066,0.46086474291659063,0.03826977050804463,0.9931517382255631,686
31,1.0,100,0,100,100,0,0,0,0,2.6009599999999935,80.6866559999998,1.0,153680.9258770128,1.3383704344939047,45.95496736770161,0.45954967367701616,0.039562613633095794,0.9926430444984726,711
32,1.0,100,0,100,100,0,0,0,0,2.600959999999994,83.2876159999998,1.0,153684.31244328126,1.3370104693057636,45.82786437704802,0.4582786437704802,0.04076659271926316,0.9921489728746563,736
33,1.0,100,0,100,100,0,0,0,0,2.605023999999994,85.8926399999998,1.0,153680.22219365978,1.3359385893007987,45.697806822890186,0.45697806822890186,0.04202913805023407,0.9916121224980661,759
34,1.0,100,0,100,100,0,0,0,0,2.600959999999994,88.4935999999998,1.0,153683.4302141627,1.3350648293206413,45.56587335266017,0.4556587335266017,0.04333298510696415,0.9910371167803066,784
35,1.0,100,0,100,100,0,0,0,0,2.600959999999994,91.0945599999998,1.0,153686.4550418821,1.333822987035671,45.434954833663184,0.4543495483366318,0.04453833809017545,0.9904822452669505,808
36,1.0,100,0,100,100,0,0,0,0,2.600959999999994,93.6955199999998,1.0,153689.3119329508,1.3322437359852957,45.306062136500124,0.45306062136500125,0.04575294439538032,0.9899047087357357,833
37,1.0,100,0,100,100,0,0,0,0,2.605023999999994,96.3005439999998,1.0,153685.528505426,1.3309574433893454,45.17475753008709,0.4517475753008709,0.046972204972470365,0.9893040339882259,857
38,1.0,100,0,100,100,0,0,0,0,2.605023999999994,98.9055679999998,1.0,153681.94437748974,1.3298457977631795,45.04284196702745,0.45042841967027447,0.048274285117116615,0.9886441374089519,881
39,1.0,100,0,100,100,0,0,0,0,2.600959999999994,101.5065279999998,1.0,153684.69700786172,1.328927668273872,44.915220097488145,0.44915220097488145,0.04948846935908657,0.988005549327038,906
40,1.0,100,0,100,100,0,0,0,0,2.605023999999994,104.1115519999998,1.0,153681.3129056037,1.3282444213321314,44.78293006745722,0.4478293006745722,0.050798990613789244,0.9872962296686937,929
41,1.0,100,0,100,100,0,0,0,0,2.609087999999994,106.7206399999998,1.0,153672.24184562638,1.3277887824906909,44.65180632053325,0.4465180632053325,0.05204375017727337,0.9865970951396457,952
