round,lambda_energy,alive_nodes,dead_nodes,generated_round,delivered_round,channel_drops_round,energy_drops_round,route_drops_round,fallback_direct_round,round_airtime_s,elapsed_channel_time_s,pdr,goodput_bps,average_delay_s,residual_energy_j,mean_alive_energy_j,std_alive_energy_j,jain_energy_fairness,route_changes_total
1,2.0,100,0,100,100,0,0,0,0,2.600959999999994,2.600959999999994,1.0,153789.37007874053,1.3623139537196491,49.861351492454155,0.49861351492454153,0.0025735748319141716,0.9999733600172057,0
2,2.0,100,0,100,100,0,0,0,0,2.600959999999994,5.201919999999988,1.0,153789.37007874053,1.3549987508222168,49.73402471296973,0.49734024712969727,0.0034382216664256204,0.9999522096976304,28
3,2.0,100,0,100,100,0,0,0,0,2.6050239999999945,7.806943999999982,1.0,153709.31314481093,1.355689630393177,49.602097585790744,0.49602097585790744,0.004521225886767644,0.9999169238723049,55
4,2.0,100,0,100,100,0,0,0,0,2.6090879999999945,10.416031999999976,1.0,153609.35911103227,1.357630191161386,49.462621890918044,0.49462621890918046,0.006165213500576139,0.99984466314526,82
5,2.0,100,0,100,100,0,0,0,0,2.6009599999999944,13.01699199999997,1.0,153645.3275841304,1.3590546229435323,49.3311823362477,0.493311823362477,0.00738426840355779,0.9997759862891279,107
6,2.0,100,0,100,100,0,0,0,0,2.600959999999994,15.617951999999963,1.0,153669.31592567358,1.3609525105684426,49.19945226388885,0.4919945226388885,0.00853543637597887,0.9996991152123285,132
7,2.0,100,0,100,100,0,0,0,0,2.600959999999994,18.218911999999957,1.0,153686.45504188212,1.3631209446247015,49.069586957408085,0.49069586957408085,0.009696793763870632,0.9996096430192918,155
8,2.0,100,0,100,100,0,0,0,0,2.609087999999994,20.82799999999995,1.0,153639.3316689076,1.3631572300508688,48.94099083640917,0.4894099083640917,0.010844726758089672,0.9995092294185948,177
9,2.0,100,0,100,100,0,0,0,0,2.605023999999994,23.433023999999943,1.0,153629.33951674393,1.3614243854513361,48.81116640996277,0.48811166409962775,0.012083022292499003,0.99938758371413,201
10,2.0,100,0,100,100,0,0,0,0,2.600959999999994,26.033983999999936,1.0,153645.3275841304,1.3585059818179945,48.683222914798456,0.4868322291479846,0.013248864675800725,0.9992599225785822,225
11,2.0,100,0,100,100,0,0,0,0,2.6009599999999935,28.63494399999993,1.0,153658.41120555397,1.3566354333475794,48.55656921068304,0.48556569210683037,0.014411572469243806,0.9991198750138998,244
12,2.0,100,0,100,100,0,0,0,0,2.6090879999999936,31.244031999999923,1.0,153629.33951674393,1.3543891496233043,48.425861625937976,0.48425861625937977,0.01568989095540999,0.9989513526194767,267
13,2.0,100,0,100,100,0,0,0,0,2.6009599999999935,33.84499199999992,1.0,153641.63773476478,1.3524353033860992,48.294957616227734,0.48294957616227735,0.01696699041820656,0.9987672632319473,289
14,2.0,100,0,100,100,0,0,0,0,2.6009599999999935,36.44595199999991,1.0,153652.1806317479,1.3511669781288285,48.166914552424544,0.48166914552424545,0.018170208222340688,0.9985789656790325,313
15,2.0,100,0,100,100,0,0,0,0,2.6050239999999936,39.050975999999906,1.0,153645.3275841304,1.350560861451336,48.039289841384736,0.48039289841384736,0.019328106876958497,0.9983838449465473,337
