round,lambda_energy,alive_nodes,dead_nodes,generated_round,delivered_round,channel_drops_round,energy_drops_round,route_drops_round,fallback_direct_round,round_airtime_s,elapsed_channel_time_s,pdr,goodput_bps,average_delay_s,residual_energy_j,mean_alive_energy_j,std_alive_energy_j,jain_energy_fairness,route_changes_total
1,0.5,100,0,100,100,0,0,0,0,2.5643839999999947,2.5643839999999947,1.0,155982.87931916624,1.270853954591171,49.85790592033677,0.4985790592033677,0.002244947022959029,0.9999797261923747,0
2,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,5.124703999999989,1.0,156106.57708230597,1.2623195512826284,49.72544964985222,0.4972544964985222,0.003022921504012926,0.9999630444004738,26
3,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,7.685023999999983,1.0,156147.85327931345,1.2612358172634424,49.59008687739247,0.49590086877392475,0.003938844704139007,0.9999369158028394,52
4,0.5,100,0,100,100,0,0,0,0,2.560319999999995,10.245343999999978,1.0,156168.49956429022,1.256934750674067,49.452139079577236,0.49452139079577234,0.004999569092997337,0.9998978000700497,78
5,0.5,100,0,100,100,0,0,0,0,2.560319999999995,12.805663999999974,1.0,156180.8899561947,1.2554107510020807,49.314500206382135,0.49314500206382134,0.006056376502767591,0.999849196659557,102
6,0.5,100,0,100,100,0,0,0,0,2.564383999999995,15.370047999999969,1.0,156147.85327931342,1.2559119773738585,49.17746847207838,0.4917746847207838,0.007113467009837909,0.9997908107095099,127
7,0.5,100,0,100,100,0,0,0,0,2.560319999999995,17.930367999999962,1.0,156159.65048793232,1.2564790018508338,49.0443032595586,0.490443032595586,0.008173438506994622,0.9997223409341431,151
8,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,20.490687999999956,1.0,156168.49956429022,1.2575646705209556,48.90826435811221,0.48908264358112213,0.009260951168696482,0.9996415810202615,174
9,0.5,100,0,100,100,0,0,0,0,2.560319999999995,23.05100799999995,1.0,156175.38287262787,1.2589961015167246,48.77295731038476,0.4877295731038476,0.010355073995009335,0.9995494401231104,195
10,0.5,100,0,100,100,0,0,0,0,2.5643839999999947,25.615391999999943,1.0,156156.11113817853,1.260722398311594,48.63796926883521,0.48637969268835207,0.011434510121768084,0.9994476119266015,218
11,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,28.175711999999937,1.0,156162.868217847,1.2625670846445118,48.504246846389755,0.48504246846389754,0.012526309050511325,0.9993335045909187,238
12,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,30.73603199999993,1.0,156168.49956429025,1.2645445900941221,48.36949090090823,0.4836949090090823,0.013625006026703372,0.9992071593471578,261
13,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,33.29635199999993,1.0,156173.26486697435,1.2666242638555039,48.23518898679596,0.4823518898679596,0.014717744301438013,0.9990698555620572,284
14,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,35.856671999999925,1.0,156177.3496436036,1.2673327843265731,48.099484187541805,0.480994841875418,0.015842413667097884,0.9989163451486943,305
15,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,38.41699199999992,1.0,156180.8899561947,1.2682990485816927,47.96506924669783,0.4796506924669783,0.016943338445370926,0.9987537469273732,327
16,0.5,100,0,100,100,0,0,0,0,2.5643839999999942,40.98137599999992,1.0,156168.4995642902,1.2696398298609177,47.830310080197236,0.47830310080197236,0.018050863664595112,0.9985777646440399,350
17,0.5,100,0,100,100,0,0,0,0,2.5643839999999947,43.545759999999916,1.0,156157.56849805845,1.2709902134426967,47.69411008224397,0.4769411008224397,0.019171107197698968,0.9983868908240213,373
18,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,46.10607999999991,1.0,156161.6168626787,1.2724727765123887,47.56006445099324,0.4756006445099324,0.02025621891360096,0.998189307060852,395
19,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,48.66639999999991,1.0,156165.2392615853,1.2740773435143655,47.42573156797317,0.47425731567973173,0.02136584147626909,0.9979745040824711,417
20,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,51.22671999999991,1.0,156168.49956429016,1.2757856138506314,47.29021618604146,0.4729021618604146,0.022463367171055213,0.9977487263147513,440
21,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,53.787039999999905,1.0,156171.44947928004,1.2775827727316722,47.15296096015041,0.4715296096015041,0.02358279758070714,0.9975049012067306,464
22,0.5,100,0,100,100,0,0,0,0,2.5643839999999947,56.3514239999999,1.0,156162.8682178469,1.2787067062139972,47.019181010342756,0.47019181010342753,0.024670571972640064,0.9972545449302016,488
23,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,58.9117439999999,1.0,156165.8062609726,1.2789130385103524,46.88502551226366,0.4688502551226366,0.02577408215316774,0.996987079767495,510
24,0.5,100,0,100,100,0,0,0,0,2.5643839999999947,61.476127999999896,1.0,156158.1757393702,1.2794459231429043,46.747378572096906,0.46747378572096904,0.026915877120240617,0.9966958087143427,533
25,0.5,100,0,100,100,0,0,0,0,2.5643839999999947,64.0405119999999,1.0,156151.15631805093,1.2800499689993317,46.612166851872935,0.4661216685187293,0.0280170680640757,0.9964001816728996,556
26,0.5,100,0,100,100,0,0,0,0,2.5643839999999947,66.60489599999988,1.0,156144.67741230343,1.2809436112901296,46.47715443153022,0.46477154431530215,0.029125582137640046,0.9960882778682947,579
27,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,69.16521599999987,1.0,156147.8532793134,1.2818192237948454,46.34350203525863,0.4634350203525863,0.03021936392967743,0.9957660060237332,601
28,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,71.72553599999986,1.0,156150.80241435938,1.2828209782984694,46.20818590925584,0.4620818590925584,0.03132700823222704,0.9954248170121873,624
29,0.5,100,0,100,100,0,0,0,0,2.560319999999995,74.28585599999985,1.0,156153.54826092362,1.2839358255797486,46.07313854630811,0.46073138546308107,0.03242885445013204,0.9950702899190826,648
30,0.5,100,0,100,100,0,0,0,0,2.560319999999995,76.84617599999984,1.0,156156.1111381785,1.28515245638614,45.937140981733705,0.45937140981733704,0.03355948085673961,0.9946912674234712,671
31,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,79.40649599999983,1.0,156158.50874467532,1.2864610206884757,45.80302345536905,0.4580302345536905,0.03465460073974697,0.9943081362040079,693
32,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,81.96681599999982,1.0,156160.75656763377,1.2878528997323386,45.66733852258879,0.4566733852258879,0.03576061355636823,0.9939054228426474,716
33,0.5,100,0,100,100,0,0,0,0,2.5643839999999947,84.53119999999981,1.0,156155.3603876442,1.2887109194444673,45.53235939410075,0.4553235939410075,0.03684800345827347,0.9934934224762344,739
34,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,87.0915199999998,1.0,156157.56849805848,1.289667879160219,45.3979433689782,0.453979433689782,0.03796281590617775,0.9930558649099694,762
35,0.5,100,0,100,100,0,0,0,0,2.5603199999999946,89.6518399999998,1.0,156159.65048793235,1.2907211040096247,45.263413514378925,0.45263413514378925,0.039073929785777076,0.9926030077358688,785
36,0.5,100,0,100,100,0,0,0,0,2.560319999999994,92.21215999999978,1.0,156161.61686267878,1.2918625719330572,45.12775749541295,0.4512775749541295,0.04020385480569177,0.992125652711215,808
37,0.5,100,0,100,100,0,0,0,0,2.560319999999994,94.77247999999977,1.0,156163.47699247752,1.2930851281067421,44.99236208144887,0.44992362081448867,0.04130120608831696,0.9916439000694495,832
38,0.5,100,0,100,100,0,0,0,0,2.5643839999999942,97.33686399999976,1.0,156158.7190645472,1.2943834402276488,44.85685445356137,0.4485685445356137,0.04239359801177618,0.9911471913381098,853
39,0.5,100,0,100,100,0,0,0,0,2.560319999999994,99.89718399999975,1.0,156160.55803935413,1.29522857124216,44.72237882841014,0.4472237882841014,0.04347997245570616,0.9906363966425895,877
