round,lambda_energy,alive_nodes,dead_nodes,generated_round,delivered_round,channel_drops_round,energy_drops_round,route_drops_round,fallback_direct_round,round_airtime_s,elapsed_channel_time_s,pdr,goodput_bps,average_delay_s,residual_energy_j,mean_alive_energy_j,std_alive_energy_j,jain_energy_fairness,route_changes_total
1,0.5,100,0,100,100,0,0,0,0,2.6619199999999936,2.6619199999999936,1.0,150267.47610747165,1.344868771030843,49.84335004380734,0.4984335004380734,0.0027832175273627704,0.9999688207035072,0
2,0.5,100,0,100,100,0,0,0,0,2.6700479999999938,5.331967999999987,1.0,150038.4098329176,1.3506396484380223,49.69781844822177,0.49697818448221764,0.0038118819391654464,0.9999411727315559,31
3,0.5,100,0,100,100,0,0,0,0,2.670047999999994,8.002015999999982,1.0,149962.2095232005,1.3477813009569155,49.55271860635195,0.49552718606351953,0.004901479843896132,0.9999021688901919,60
4,0.5,100,0,100,100,0,0,0,0,2.661919999999994,10.663935999999975,1.0,150038.4098329176,1.3416175671642,49.40714919119511,0.4940714919119511,0.006116618462265147,0.9998467584154324,89
5,0.5,100,0,100,100,0,0,0,0,2.661919999999994,13.32585599999997,1.0,150084.16720096665,1.3391791671607662,49.261179717612194,0.4926117971761219,0.0073965554730445835,0.9997746012409905,116
6,0.5,100,0,100,100,0,0,0,0,2.661919999999994,15.987775999999965,1.0,150114.68762134304,1.3386034334757262,49.119090671090866,0.49119090671090865,0.00851236196556582,0.9996997596094396,139
7,0.5,100,0,100,100,0,0,0,0,2.665983999999994,18.65375999999996,1.0,150103.78604635238,1.3390978866171368,48.974012528158596,0.48974012528158595,0.009769434425876966,0.9996022275652612,161
8,0.5,100,0,100,100,0,0,0,0,2.661919999999994,21.315679999999954,1.0,150124.2277985036,1.3377110463997035,48.83098407560946,0.48830984075609457,0.010946748151865457,0.999497702403525,182
9,0.5,100,0,100,100,0,0,0,0,2.6700479999999946,23.98572799999995,1.0,150089.25307582942,1.3377025795158612,48.686955582636955,0.48686955582636954,0.01215923456422622,0.9993766722763914,204
10,0.5,100,0,100,100,0,0,0,0,2.661919999999994,26.647647999999943,1.0,150107.056352591,1.3359604781322143,48.5452555465837,0.485452555465837,0.013388347589826547,0.9992399709838147,225
11,0.5,100,0,100,100,0,0,0,0,2.670047999999994,29.317695999999938,1.0,150080.0062869882,1.3351447223705943,48.40104121505293,0.48401041215052926,0.014688482632605273,0.9990798795731696,248
12,0.5,100,0,100,100,0,0,0,0,2.661919999999994,31.979615999999933,1.0,150095.61090414625,1.3332626592517223,48.25947482165699,0.4825947482165699,0.01583217235646848,0.9989249004638643,274
13,0.5,100,0,100,100,0,0,0,0,2.665983999999994,34.645599999999924,1.0,150091.20927332796,1.3321765812951383,48.11504509314727,0.48115045093147274,0.017107171164184733,0.9987374576769188,298
14,0.5,100,0,100,100,0,0,0,0,2.661919999999994,37.30751999999992,1.0,150103.78604635238,1.3302238516039486,47.971132719531695,0.47971132719531695,0.018423006751879103,0.9985272772049205,323
