seed,round,method,correlation,accuracy,macro_f1,worst_client_accuracy,p10_client_accuracy,client_accuracy_sd,effective_bits,energy_j,utility_target_js,class_coverage_js,participation_jain,max_relay_energy_j
71,2,random,0.0,0.6366322008862629,0.5641365973610214,0.4117647058823529,0.465,0.11672799106767323,3648224.938718202,6.238890437525269,0.5336252571788573,0.00037199382380700974,0.3878787878787879,1.1055977169159499
71,3,random,0.0,0.49729197439684886,0.4725367987502267,0.2,0.30952380952380953,0.15050591471101157,5476636.54456641,9.461236528891313,0.4881443977234813,0.0025173353349841453,0.43636363636363634,1.84720046239187
71,4,random,0.0,0.5268340718857706,0.4983505948938835,0.26666666666666666,0.35833333333333334,0.1453529697836646,7433972.545615519,12.920637026304579,0.38008538397497693,0.0016728933932389708,0.5171717171717172,1.84720046239187
71,5,random,0.0,0.5883801083210242,0.5678762365055747,0.31666666666666665,0.4025,0.14117367580960566,9309416.743420584,16.121155075758917,0.2890866198731145,0.0011741769546136536,0.54421768707483,2.227137422810512
71,6,random,0.0,0.7045790251107829,0.6787760382216007,0.5138888888888888,0.5676190476190476,0.10662239290883345,10690209.501004858,18.378775382204644,0.23250409103015088,0.0006678065512642037,0.6620689655172414,2.227137422810512
71,7,random,0.0,0.6627277203348104,0.6224628061765222,0.35714285714285715,0.49857142857142855,0.1264164469393307,12340493.206220478,21.341185716616796,0.1856216505457689,0.00038683800680033387,0.7159817351598173,2.227137422810512
71,8,random,0.0,0.7597242737567701,0.7322702191256679,0.44285714285714284,0.5530414746543779,0.1455304505492746,13991513.021199116,24.213163970984144,0.13672625859652132,0.00036781780036460434,0.7846743295019157,2.227137422810512
71,9,random,0.0,0.7055637616937469,0.624401110338235,0.21568627450980393,0.5079166666666667,0.174155824027794,15909236.271319674,27.643215517916587,0.10044606021097144,0.0002979401968602318,0.8074766355140187,2.227137422810512
71,10,random,0.0,0.7769571639586411,0.7132316689238282,0.4666666666666667,0.5553611556982344,0.1422689815233001,17584204.79017701,30.59606842773837,0.09574218459304878,0.00023921282869246278,0.8268733850129198,2.227137422810512
71,11,random,0.0,0.7833579517479075,0.7216846219265505,0.4666666666666667,0.583322632423756,0.13823034870389903,19424380.79134959,33.6982748587259,0.08736530564504127,0.0001449327319396363,0.8273504273504273,2.227137422810512
71,12,random,0.0,0.7671097981290005,0.7017456076213869,0.4666666666666667,0.5728731942215088,0.13797126221764977,21211249.920532737,36.64846603067085,0.07663418351760677,7.392994891902412e-05,0.8170212765957446,2.566830819132444
71,13,random,0.0,0.7203348104382078,0.6468460795764398,0.38333333333333336,0.5415126050420168,0.14672700317458653,22547866.94778524,38.767147928489024,0.06721109525482799,0.000107190547327348,0.8543443917851501,2.9319819939860805
71,14,random,0.0,0.8178237321516494,0.7972182644754408,0.48333333333333334,0.6567063492063492,0.12248182196890765,24491630.693024144,42.06420920944605,0.06458954001607535,8.013536897958631e-05,0.8568306010928962,2.9319819939860805
71,15,random,0.0,0.8631216149679961,0.8607290557798518,0.6166666666666667,0.7273033707865169,0.09439536048581162,26025440.138586413,44.709566471002205,0.0581062112258854,7.38181209898739e-05,0.8602150537634409,2.9319819939860805
71,16,random,0.0,0.8188084687346134,0.8171411543069493,0.5571428571428572,0.7230847803881512,0.09998301334926091,27921887.370436933,47.993974477252976,0.05303106294041883,6.39185659360716e-05,0.8752136752136752,2.9319819939860805
71,17,random,0.0,0.7282127031019202,0.7129897842261851,0.5,0.6056238615664845,0.10401390723214217,29881602.52709444,51.49836444164844,0.04441110227055986,8.809490946311554e-05,0.885823754789272,2.9870113436477954
71,18,random,0.0,0.689807976366322,0.6641469158348081,0.4142857142857143,0.555,0.12076258020185511,31183362.09978028,53.57075507915278,0.04223025632385187,9.018277647345006e-05,0.9047120418848168,2.9870113436477954
71,19,random,0.0,0.740029542097489,0.7257146075804298,0.4714285714285714,0.6182142857142857,0.11909121939986371,33033870.91059234,56.693234547709146,0.04128940823589511,8.259964550489708e-05,0.9146476642913698,3.300724033892047
71,20,random,0.0,0.8050221565731167,0.7955300194017701,0.5686274509803921,0.6681701444622793,0.10988610118912541,34670789.05888279,59.61896226549179,0.03427193822912036,8.464414587512658e-05,0.9175627240143369,3.669466073798014
71,21,random,0.0,0.8572131954702117,0.848466446789874,0.48333333333333334,0.7392857142857143,0.12289123482008339,36241953.45553983,62.24748725253841,0.03513719373616826,7.750835851391951e-05,0.9241650294695481,4.0382081137039805
71,22,random,0.0,0.8286558345642541,0.8068109589861964,0.48333333333333334,0.6858928571428572,0.12050090218830643,37976739.42483862,65.05699417687309,0.035106050407122974,6.651654454812228e-05,0.9186239620403321,4.403359288557617
71,23,random,0.0,0.7813884785819794,0.7345088908468264,0.45,0.5878387309980172,0.13185103917599864,39300766.61252755,67.26224618129143,0.03291572829659003,4.426906601532341e-05,0.9326721763085399,4.403359288557617
71,24,random,0.0,0.7661250615460364,0.7142648476039383,0.4166666666666667,0.5725930821766909,0.14015895151614133,41120302.32389566,70.32777341378312,0.03472479727374364,4.0856952956938814e-05,0.9380152671755725,4.403359288557617
71,25,random,0.0,0.7769571639586411,0.7414440404011091,0.4666666666666667,0.6164285714285714,0.1272188192690051,42893208.407730155,73.37904730139401,0.034383947438766195,5.21996832427438e-05,0.9456264775413712,4.403359288557617
73,1,random,0.0,0.16789758739537175,0.04792017987633502,0.0,0.06606060606060606,0.08789327359346916,1414295.451758259,2.3512644449196958,-1.1102230246251568e-16,4.42196398428243e-06,0.26666666666666666,0.3394943629483157
73,2,random,0.0,0.5716395864106352,0.43699106917473957,0.11764705882352941,0.3464285714285715,0.20442039879574078,2994461.58173734,5.139321741478995,0.5327274941026696,0.00043135028504947756,0.4740740740740741,0.36248872124313714
73,3,random,0.0,0.6026587887740029,0.48709668774094306,0.11764705882352941,0.3838095238095238,0.20145273422140209,4513292.665451229,7.762766714769476,0.36283896870391047,0.00015666703625644737,0.5333333333333333,0.7307786869688867
