method,seed,correlation,accuracy,macro_f1,worst_client_accuracy,p10_client_accuracy,client_accuracy_sd,effective_bits,compressed_bits,raw_selected_bits,mean_selected_hops,mean_selected_etx,energy_j,min_residual_energy_j,max_relay_energy_j,participation_jain,utility_target_js,class_coverage_js
random,53,0.5,0.8005908419497785,0.7844848283034357,0.4714285714285714,0.638978494623656,0.12389021077676667,41792144.9389992,16204800.0,32390400.0,1.3,2.578997885749851,71.24794199810054,4.109759264608788,4.222149441142442,0.9095043201455207,0.05473865476674686,3.4271454406933845e-05
random,59,0.5,0.844411619891679,0.8333223265203614,0.48333333333333334,0.6753571428571429,0.12571150353745397,36655313.96516827,16204800.0,32390400.0,1.2,2.2620034783007643,60.86999442847363,4.151880729467215,2.8559551144481863,0.8853474988933157,0.0650174923998383,2.9163784212563802e-05
random,61,0.5,0.8227474150664698,0.8054037292890049,0.48333333333333334,0.66,0.13021638278514863,40138429.4590542,16204800.0,32390400.0,1.31,2.4769469206071193,69.07737825938382,4.144048573060061,4.025934040473108,0.9170105456212746,0.07291932698353851,1.717483351057166e-05
random,67,0.5,0.8636139832594781,0.8552609672259405,0.5,0.7070786516853932,0.11440117494663497,35256324.60097796,16204800.0,32390400.0,1.175,2.1756716899300157,57.75873825986653,4.86596856988164,2.1958809020427714,0.8841732979664014,0.07408452082143614,2.4882227185594173e-05
random,71,0.5,0.6858690300344658,0.6240331552701739,0.2549019607843137,0.4676344086021505,0.16401031523030316,43741373.1144927,16204800.0,32390400.0,1.35,2.6992849720140133,75.19544726637186,3.7912543665461333,4.772101328463584,0.9259259259259259,0.05758436159559479,6.213634305164551e-05
random,73,0.5,0.8572131954702117,0.8452073866320817,0.5,0.7382343499197432,0.10994283695013801,33922194.35009126,16204800.0,32390400.0,1.12,2.093342364613649,55.677561010163096,3.7445731047283015,2.2553487348788397,0.8714596949891068,0.0674512037927758,4.724637771422478e-05
random,79,0.5,0.8183161004431314,0.8019909853703138,0.48333333333333334,0.6378571428571428,0.13431444286957966,41219627.83701185,16204800.0,32390400.0,1.29,2.543667792074682,70.32121575159194,4.541425432592321,3.1996065749931324,0.8877052818464269,0.06767902732801281,8.293306906613631e-06
random,83,0.5,0.8616445100935499,0.8588248906986743,0.65,0.7032142857142858,0.10550050229985934,43548447.71347792,16204800.0,32390400.0,1.35,2.687379524182827,76.26444645301146,1.8360994154243662,4.466892321639066,0.8877052818464269,0.06500873586039432,3.5201567413566765e-05
random,89,0.5,0.8335795174790743,0.815616106787903,0.48333333333333334,0.668330658105939,0.1278321863779369,40269411.23197946,16204800.0,32390400.0,1.29,2.4850298202988927,69.2478414721017,3.049977574106553,3.9038233864149054,0.9298000929800093,0.07426361977695702,8.829581848486881e-05
random,97,0.5,0.7818808468734614,0.7526685386893736,0.42857142857142855,0.5830645161290323,0.13768788818539654,39872750.298806645,16204800.0,32390400.0,1.255,2.4605518302482396,66.5201858553602,4.8515105296301675,3.215218021048546,0.8658008658008658,0.07107664365930286,0.00011483515449909275
resource,53,0.5,0.8675529295913343,0.8598175713419606,0.5166666666666667,0.6985714285714285,0.11043887110026827,29860261.802624132,16204800.0,32390400.0,1.035,1.8426800579225977,46.36943698661242,5.814642852645352,0.39724942902792376,0.6574621959237343,0.17244345984583515,4.8172508496763006e-05
resource,59,0.5,0.8754308222550468,0.8699799615013957,0.5,0.7065230961298377,0.11596845808506867,27963010.486785367,16204800.0,32390400.0,1.03,1.7256004694155649,43.379569958982174,6.3697181551497115,0.7188285165498298,0.7077140835102619,0.1458746082886505,4.154591676173582e-05
resource,61,0.5,0.8611521418020679,0.852794009571971,0.5166666666666667,0.7071629213483146,0.10977727456049167,27362454.475821648,16204800.0,32390400.0,1.03,1.6885400915667959,42.558921661685865,6.278008948823722,0.35303832119310813,0.6253908692933083,0.21077428908518775,0.00011015234008877276
resource,67,0.5,0.8636139832594781,0.8549736793742766,0.6,0.7114767255216694,0.10549509615319712,27876274.774491027,16204800.0,32390400.0,1.025,1.7202479990182544,43.122252795251384,5.897070399756855,0.4183548049956237,0.7069635913750442,0.14860065678871265,6.661089657616912e-05
resource,71,0.5,0.8778926637124569,0.8750981164070483,0.5833333333333334,0.7682027649769585,0.09690514198213258,31099211.908294417,16204800.0,32390400.0,1.055,1.9191358059522106,48.76412388974225,5.8110310747115355,0.7338932147596027,0.6207324643078833,0.18044879442117046,5.2901708236906026e-05
resource,73,0.5,0.8463810930576071,0.8360594748154009,0.5,0.7013643659711075,0.12366673558658102,26733883.262271192,16204800.0,32390400.0,1.02,1.6497508924683537,41.48445426227972,6.134156907107215,0.36248872124313714,0.7254261878853827,0.13345935836650588,3.0324087625911955e-05
resource,79,0.5,0.8591826686361398,0.8500685394785309,0.5,0.6705778491171749,0.12181500918491724,29053142.379130967,16204800.0,32390400.0,1.035,1.7928726290439223,45.30032103771239,6.032448785189575,0.5332677624988553,0.7254261878853827,0.13451242334181487,6.281917559828611e-05
resource,83,0.5,0.8833087149187593,0.8811471087982317,0.6166666666666667,0.7171428571428572,0.10406143175344705,28477819.81864815,16204800.0,32390400.0,1.035,1.7573694102147632,44.25853470013766,5.175615115715008,0.7803033442614737,0.5649717514124294,0.2253329788604342,7.927004384430332e-05
resource,89,0.5,0.8764155588380108,0.8709954978924682,0.55,0.6907142857142857,0.11468379629015714,28324370.07014318,16204800.0,32390400.0,1.03,1.7479000092653547,43.97767325422822,6.178416223558692,0.41108073932548395,0.6271558482282847,0.1900468262106877,0.00014076132940057451
resource,97,0.5,0.8675529295913343,0.858865095019775,0.55,0.7528571428571429,0.09958215043429769,30737497.486274704,16204800.0,32390400.0,1.03,1.8968143689693597,47.58708582533544,6.001321436346827,0.4407709455388784,0.7084661707403471,0.14181095146567363,0.00018213893049819356
utility,53,0.5,0.7351058591826687,0.6904837666034247,0.4117647058823529,0.5320833333333334,0.14821442953553607,44444362.34624869,16204800.0,32390400.0,1.375,2.742666515245399,77.5198250422496,3.373238676017627,4.430172003522957,0.697350069735007,0.058475833446026144,5.7955072382113375e-05
utility,59,0.5,0.8429345150172329,0.8234240013247792,0.6142857142857143,0.7189400921658987,0.09969170773401956,40717245.28211871,16204800.0,32390400.0,1.265,2.5126657090564954,68.9208685367788,3.2169295845926507,3.4032373377870813,0.7293946024799417,0.040496667481177286,2.8700902335694824e-05
utility,61,0.5,0.724766125061546,0.6585169127242428,0.38571428571428573,0.49901960784313726,0.14449163168633283,47861733.480544396,16204800.0,32390400.0,1.49,2.9535528658511314,86.0751645794692,2.0155234352332365,6.594394415561977,0.4778972520908005,0.10361189083198535,0.00011129135737275316
utility,67,0.5,0.7612013786312162,0.6857750896438607,0.5757575757575758,0.6435714285714286,0.09682226428514276,34314585.15938288,16204800.0,32390400.0,1.125,2.117556844847381,55.672604793176255,4.536397783780925,1.6952304025414806,0.7160759040458289,0.05676651240591357,6.325859049203099e-05
utility,71,0.5,0.79369768586903,0.7623724438410773,0.6,0.6495161290322581,0.11060359127346386,37338277.89866078,16204800.0,32390400.0,1.18,2.304149258161824,61.288404679167634,3.651651223312727,3.3936041163920367,0.6727211570803902,0.07274438788864873,1.834861997556162e-05
utility,73,0.5,0.7134416543574594,0.652256336576522,0.45,0.5616666666666666,0.11416930141579207,37609483.153080635,16204800.0,32390400.0,1.18,2.3208853644031775,63.08401198894373,3.510649756128825,3.3923411987533263,0.6894174422612892,0.04939394710665865,5.4366649082862167e-05
utility,79,0.5,0.7754800590841949,0.7106579513153416,0.4,0.6714285714285714,0.11468076045471627,40925723.113732226,16204800.0,32390400.0,1.28,2.5255308990997856,69.11960952884877,4.2906689860594405,3.240259458949961,0.5688282138794084,0.07670959579084155,8.631641726056954e-05
utility,83,0.5,0.7868045297882816,0.7371765805933389,0.6078431372549019,0.6492857142857144,0.11483782015063762,44657177.488756515,16204800.0,32390400.0,1.38,2.7557993612236173,78.89057127890796,1.2418444938650295,3.748548696452824,0.6865774116031582,0.07063657567276316,1.8748473990257597e-05
utility,89,0.5,0.8813392417528311,0.8765645360102606,0.6333333333333333,0.7418992388546575,0.09013406277890067,40361469.98683712,16204800.0,32390400.0,1.285,2.490710776241432,69.09591606428107,3.002244517173188,4.918546096212644,0.5884083553986467,0.07936411723722864,2.566600370401765e-05
utility,97,0.5,0.7331363860167405,0.6740072560985596,0.38571428571428573,0.5060457516339869,0.15034544923557788,45606207.39172135,16204800.0,32390400.0,1.325,2.814364101483601,77.84380879100571,1.537118819922418,5.289251346466541,0.5537098560354374,0.05677522067814159,7.185854011497526e-05
random_adaptive,53,0.5,0.8783850320039389,0.8724805924234551,0.5,0.7082865168539326,0.11441706899384944,13146487.42494833,5410896.0,32390400.0,1.3,2.552422134010248,22.569026149169407,6.470725841539355,2.0718276550808277,0.9095043201455207,0.044203971695959784,3.480272983501004e-05
random_adaptive,59,0.5,0.8842934515017233,0.8785374772449082,0.5,0.7344101123595506,0.11353126240595762,11866900.685023539,5572752.0,32390400.0,1.2,2.247411715446308,20.037866180148455,6.057372689912941,1.0787365274240404,0.8853474988933157,0.05454410704604476,3.5858024422759436e-05
random_adaptive,61,0.5,0.8838010832102413,0.879355326671606,0.55,0.7180243445692884,0.10954900373029826,12522804.252788715,5346192.0,32390400.0,1.31,2.447617555443784,21.972944265907604,6.6519187078776705,1.6502198546063576,0.9170105456212746,0.04414599389323473,3.949579613782208e-06
random_adaptive,67,0.5,0.8769079271294928,0.8725208128345416,0.5833333333333334,0.6974157303370786,0.10883456499330613,10743875.758634945,5030592.0,32390400.0,1.175,2.1621770887804392,18.044351578616336,6.60906433890667,1.0203519484491377,0.8841732979664014,0.05877988481061665,1.5547371828464942e-05
random_adaptive,71,0.5,0.880846873461349,0.8788641826691704,0.6,0.7301605136436597,0.09732119263252818,13669989.108537158,5321952.0,32390400.0,1.35,2.6795335583772286,23.88794628047392,6.476131121599912,1.688325876572646,0.9259259259259259,0.040259918967181715,5.625834885900549e-05
random_adaptive,73,0.5,0.8641063515509602,0.8572308637614393,0.5666666666666667,0.7728571428571429,0.0976853513795064,10615006.264352895,5265264.0,32390400.0,1.12,2.085845240279669,17.887985661932667,6.290139833427331,0.7359605245525813,0.8714596949891068,0.04854450484224893,1.2153405584912688e-05
random_adaptive,79,0.5,0.879369768586903,0.87625463729779,0.5833333333333334,0.7371107544141252,0.10516873935570992,12711823.989040203,5216688.0,32390400.0,1.285,2.519377473355151,22.002192387429037,6.996512339977955,1.4466459276551473,0.8877052818464269,0.04605156750979128,6.565987619306908e-06
random_adaptive,83,0.5,0.8754308222550468,0.8729818893959592,0.5833333333333334,0.7065230961298377,0.1048394706975806,13238156.240629341,5281440.0,32390400.0,1.35,2.6173314038191275,23.36200209187645,4.766388660414829,2.2763356080069617,0.8877052818464269,0.0676528580810308,9.617104801948545e-06
random_adaptive,89,0.5,0.8783850320039389,0.8756787396579835,0.5833333333333334,0.7214285714285714,0.1026781017806474,12766656.477352504,5540400.0,32390400.0,1.29,2.444665752611838,22.084264629935628,6.101318024888495,2.228596288574919,0.9298000929800093,0.04557004203042321,1.2138531835829958e-05
random_adaptive,97,0.5,0.8754308222550468,0.8717043656016381,0.5833333333333334,0.7514285714285714,0.10009604431038086,12683573.562969634,5427072.0,32390400.0,1.255,2.4418934153894667,21.56431785443899,7.202988057849722,1.3978385475869604,0.8658008658008658,0.06431842310503298,6.338689896813856e-05
resource_adaptive,53,0.5,0.8685376661742984,0.8613059930337236,0.5166666666666667,0.74,0.1081262271974234,8973339.826825732,4876800.0,32390400.0,1.04,1.8400057059599997,14.523150989035559,6.9383115513117435,0.24089501690325593,0.6472491909385113,0.15374046078130565,6.621206627955862e-05
resource_adaptive,59,0.5,0.8838010832102413,0.879598546844675,0.55,0.7251587301587301,0.11266792652576539,8442906.402740905,4957728.0,32390400.0,1.02,1.709153048721334,13.592897894543633,7.230650416633384,0.1227279680677261,0.7002801120448179,0.14787613956766302,5.637811383552721e-05
resource_adaptive,61,0.5,0.8764155588380108,0.8698352188855337,0.5166666666666667,0.7321629213483146,0.10984772502782159,8284755.824351246,4933440.0,32390400.0,1.03,1.6837518819954087,13.442383673470152,7.3974347532715825,0.10624612983773635,0.6224712107065048,0.19441919400532856,6.700730478027849e-05
resource_adaptive,67,0.5,0.880846873461349,0.8764314374869827,0.55,0.7075,0.1102508375358193,8479572.67132812,4925376.0,32390400.0,1.025,1.7262458395248772,13.687894460410654,6.899257958186276,0.12590298633754554,0.7137758743754461,0.11789215882555965,3.7286954951005786e-05
resource_adaptive,71,0.5,0.880354505169867,0.8780694853951155,0.6166666666666667,0.7682027649769585,0.0974523916617322,9504911.486233214,5062944.0,32390400.0,1.04,1.8999442289399167,15.36454658502998,7.17034971571323,0.22086359780679984,0.6093845216331505,0.16004019489751276,8.601212735294872e-05
resource_adaptive,73,0.5,0.8749384539635647,0.8691375804294652,0.5166666666666667,0.7113964686998395,0.11201008007728067,8248628.921232396,5038656.0,32390400.0,1.02,1.6557229952479964,13.348585395703681,7.0852614679403585,0.10909020757791094,0.7285974499089253,0.13753202242842616,2.662755487170109e-05
resource_adaptive,79,0.5,0.8734613490891187,0.8674111912588555,0.5,0.7174157303370786,0.11688797439178858,9051270.439652776,4982016.0,32390400.0,1.05,1.8297609654671743,14.73988822525082,7.075070413777864,0.23052097513880926,0.7601672367920943,0.11187153142634583,7.299687905504802e-05
resource_adaptive,83,0.5,0.8882323978335795,0.8861164940791166,0.5833333333333334,0.7394047619047619,0.1035966099743975,8456281.193221321,4876800.0,32390400.0,1.03,1.7339815438856079,13.676466175495351,6.80751229287505,0.116600973956645,0.5500550055005501,0.2147834653249019,7.450210929638309e-05
resource_adaptive,89,0.5,0.8813392417528311,0.8779424264244889,0.5833333333333334,0.6994444444444444,0.10990050537039799,8905063.292162947,5087232.0,32390400.0,1.03,1.7724715227877552,14.37040326783505,7.501351740156375,0.12371387178752717,0.6516780710329098,0.16826133618627967,3.258938188121141e-05
resource_adaptive,97,0.5,0.8729689807976366,0.8684492232613695,0.55,0.7257142857142856,0.1059892663976873,9813525.080886044,5224752.0,32390400.0,1.025,1.9127707726185537,15.69109806612356,7.2980953213268815,0.13264907602710324,0.7238508867173362,0.14378641615383975,0.00021822919905591705
utility_adaptive,53,0.5,0.8902018709995076,0.8850948552394553,0.5,0.7922632423756019,0.10463150868106597,13155667.444128517,5467536.0,32390400.0,1.32,2.5384938205976457,22.660170381409884,5.70466623046154,2.536196583999516,0.6858710562414266,0.05557704016202148,1.3609036767418142e-05
utility_adaptive,59,0.5,0.8823239783357951,0.8779802751502408,0.5666666666666667,0.7547833065810594,0.10408850554354389,12842703.249781286,5677920.0,32390400.0,1.23,2.420717423781123,21.81475233339899,5.923737629340937,1.6029145330515764,0.6995452955578874,0.03692787969677578,7.012021478821007e-06
utility_adaptive,61,0.5,0.8650910881339242,0.8601177876919626,0.5571428571428572,0.7320276497695853,0.10885687987728951,13129296.537479034,5249088.0,32390400.0,1.39,2.593913550539589,23.390863595211975,6.08517505697586,2.1140264940292335,0.6865774116031582,0.03829271207368175,2.6039637099553207e-05
utility_adaptive,67,0.5,0.8857705563761694,0.8827096603873423,0.6333333333333333,0.7661958266452649,0.0875536359339534,11099437.511722367,5289504.0,32390400.0,1.17,2.1743885308044035,18.5714286142675,6.474690607326503,1.3419873779959033,0.7099751508697195,0.043013969616909335,6.274195800103565e-05
utility_adaptive,71,0.5,0.879862136878385,0.8748233193902273,0.55,0.7648956661316212,0.10433022220883832,11522359.133902965,4949664.0,32390400.0,1.23,2.342411011201286,19.757247281931853,7.140894366322791,1.770150771992166,0.6754474839581223,0.07460756202853513,1.352737961313286e-05
utility_adaptive,73,0.5,0.8867552929591335,0.8838313365480582,0.65,0.7427287319422151,0.08820128855562911,10960960.167936604,5257152.0,32390400.0,1.13,2.1614652048385183,18.437801942487884,6.740675549116586,0.8038510298633347,0.5925925925925926,0.07016967375181431,2.0837583484092752e-05
utility_adaptive,79,0.5,0.8916789758739537,0.8862055316516896,0.5333333333333333,0.7503852327447833,0.10398983001306959,13622598.835998453,5686032.0,32390400.0,1.275,2.5730418322562527,23.538712851209894,7.314471265821612,2.301208316242328,0.6337135614702155,0.057829677600994084,4.8086056848354935e-05
utility_adaptive,83,0.5,0.8921713441654358,0.8874811639887237,0.5333333333333333,0.7936918138041733,0.1007332940207358,13782289.058302421,5467584.0,32390400.0,1.39,2.6780107858616806,24.522311588978802,3.3897022568833206,3.0677150451167923,0.607164541590771,0.0762692056805063,1.2833118114908009e-05
utility_adaptive,89,0.5,0.8754308222550468,0.8714221580580707,0.6,0.752215088282504,0.09320246903314446,12930221.780544568,5499936.0,32390400.0,1.33,2.487002273809765,22.430655095682805,5.658173139487368,3.140062519290357,0.7160759040458289,0.03816297436627501,4.973485562859408e-05
utility_adaptive,97,0.5,0.8862629246676514,0.883255838533424,0.5833333333333334,0.7551152073732719,0.09652228631082517,13732439.582886856,5410896.0,32390400.0,1.325,2.6575827600937476,23.543517920730512,6.446543207306553,2.1542833981301253,0.6646726487205051,0.052565851783832024,1.0522754766497896e-05
proposed_fixed_comp,53,0.5,0.7641555883801083,0.6881171866815213,0.4666666666666667,0.6705714285714286,0.10665294575715073,30678864.033999264,16204800.0,32390400.0,1.05,1.8931960921454876,47.90491287254286,4.624691729877076,0.8004543081352284,0.6581112207963146,0.10616497490137368,0.00010069382614123486
proposed_fixed_comp,59,0.5,0.775972427375677,0.7159861078376807,0.5,0.6447222222222223,0.10838002127991327,29802612.449662376,16204800.0,32390400.0,1.03,1.8391225099762023,46.23283545278408,4.9056096774699185,0.4108995278788023,0.6747638326585695,0.0991744223676427,7.861395242106617e-05
proposed_fixed_comp,61,0.5,0.7843426883308715,0.7470581062612297,0.5606060606060606,0.65,0.10623310364868613,30888875.403073788,16204800.0,32390400.0,1.09,1.9061559169550855,49.495110200796226,4.647125694431446,1.3192804600029162,0.7099751508697195,0.15278655005452385,0.0001614306590784831
proposed_fixed_comp,67,0.5,0.8355489906450024,0.8206524152352093,0.5666666666666667,0.7136904761904762,0.09963046102198563,30067949.012183573,16204800.0,32390400.0,1.035,1.855496458591499,46.73781669164433,4.644238003658411,0.4183548049956237,0.7457121551081283,0.08581425506712861,9.489327402620936e-05
proposed_fixed_comp,71,0.5,0.7424913835548991,0.666312813966127,0.5,0.6111904761904763,0.10628928639583578,31988866.57891428,16204800.0,32390400.0,1.05,1.9740364940581958,50.02450244789748,4.4209215546591745,0.4077256855054612,0.6044122091266244,0.11506696944395896,7.978370848359096e-05
proposed_fixed_comp,73,0.5,0.7892663712456918,0.7589211222637466,0.45714285714285713,0.5924019607843137,0.14172501961014305,28428989.587833982,16204800.0,32390400.0,1.03,1.7543560912713496,44.40203817558135,4.780806210438578,0.3832553802483429,0.7099751508697195,0.07161257878636057,1.989064688089993e-05
proposed_fixed_comp,79,0.5,0.8124076809453471,0.788968397119637,0.5416666666666666,0.6739631336405529,0.11782375963645421,30969416.733575266,16204800.0,32390400.0,1.06,1.9111261313669552,48.875496117684335,4.781458163809123,0.9316213219046428,0.7130124777183601,0.056851124289926246,0.00013251535412268358
proposed_fixed_comp,83,0.5,0.7863121614967996,0.7393487733987433,0.5555555555555556,0.6140909090909091,0.11048266884550018,33151966.56457221,16204800.0,32390400.0,1.1,2.045811522794001,53.281887639251785,3.289938057136491,1.1677491002433964,0.6851661527920521,0.14664530736750178,5.535267783572786e-05
proposed_fixed_comp,89,0.5,0.8626292466765141,0.8579271553433235,0.5833333333333334,0.7285714285714285,0.10256302489507836,30565686.285039112,16204800.0,32390400.0,1.065,1.8862118807414543,48.27012088691106,4.689809561123795,0.852445766319587,0.6397952655150352,0.12157504306967268,7.68257027270946e-05
proposed_fixed_comp,97,0.5,0.8005908419497785,0.7851643085079263,0.38571428571428573,0.6397619047619049,0.1470349662009202,33110095.181656413,16204800.0,32390400.0,1.045,2.0432276351239405,51.51204580736801,3.710018007192962,0.7174056275301518,0.7207207207207207,0.08461766345912175,0.00013374365462052486
fedcg_adapted,53,0.5,0.8739537173806007,0.867985339871344,0.5166666666666667,0.7514285714285714,0.1068206773086941,9483967.445771057,4876800.0,32390400.0,1.1,1.9447111724432107,15.65460528666146,6.9383115513117435,0.8496685024193982,0.6858710562414266,0.11536893438849766,5.012081509212559e-05
fedcg_adapted,59,0.5,0.880846873461349,0.8767076756919044,0.55,0.6994444444444444,0.11374384562966226,8731607.932164758,4957728.0,32390400.0,1.055,1.7683520171891516,14.239052564951352,7.180104607009704,0.648989727027216,0.7215007215007215,0.12302067779390499,5.8246688923767776e-05
fedcg_adapted,61,0.5,0.8823239783357951,0.8767965240892344,0.5166666666666667,0.7756821829855538,0.10777067736715688,8655748.290850794,4933440.0,32390400.0,1.075,1.759824812297975,14.286046912265766,7.449459089688416,0.544537780798752,0.644122383252818,0.16461612062599695,7.586457761998258e-05
fedcg_adapted,67,0.5,0.8818316100443131,0.8770315068015274,0.5333333333333333,0.7251587301587301,0.10926047037543797,8864249.898918476,4925376.0,32390400.0,1.065,1.8051248642112199,14.505892216431592,6.899257958186276,0.4473291259986344,0.7390983000739099,0.10240219189768673,4.906379139322614e-05
fedcg_adapted,71,0.5,0.8833087149187593,0.8808686099338626,0.5833333333333334,0.7955844155844156,0.09837314385676468,10141294.625674525,5062944.0,32390400.0,1.11,2.0304361784644653,16.779388960159707,7.17034971571323,0.9933458585409716,0.6548788474132285,0.12643627658239423,9.78767002053942e-05
fedcg_adapted,73,0.5,0.8759231905465288,0.8706956079855614,0.55,0.751091492776886,0.10174570547571588,8742466.361999907,5038656.0,32390400.0,1.065,1.7569855938305725,14.464757551452642,7.0852614679403585,0.5181344215620675,0.7716049382716049,0.08868562383930237,1.765959786031334e-05
fedcg_adapted,79,0.5,0.8724766125061546,0.866462362938921,0.5,0.7299157303370787,0.11674102088139297,9472757.818253987,4876800.0,32390400.0,1.12,1.942412610370319,15.819480372326186,7.131649902239379,0.602769136522978,0.7619047619047619,0.12208970996343044,0.00012063877418243491
fedcg_adapted,83,0.5,0.8813392417528311,0.8773695409841734,0.5833333333333334,0.7226702508960574,0.10550866207033885,9080045.976872642,4876800.0,32390400.0,1.105,1.8618860680923255,15.092209902527864,6.645986120052001,0.5639687102045522,0.5807200929152149,0.1852985383743716,7.293272702331525e-05
fedcg_adapted,89,0.5,0.8670605612998523,0.8587212594134909,0.48333333333333334,0.6921428571428572,0.12223732450366423,9286135.753376946,5087232.0,32390400.0,1.085,1.8506113811403617,15.264013083835492,7.501351740156375,0.631207235157951,0.6700167504187605,0.15017216590950988,6.481456335312452e-05
fedcg_adapted,97,0.5,0.879862136878385,0.8744726193965202,0.5666666666666667,0.7257142857142856,0.10218252188324307,10208233.741129305,5224752.0,32390400.0,1.07,1.9937067675831326,16.5891263115423,7.2980953213268815,0.6453383118786682,0.7662835249042146,0.11868442559334205,0.00019150587947006298
proposed,53,0.5,0.8823239783357951,0.877967559364083,0.55,0.7790529695024078,0.09974116811678735,11506390.102546072,4990080.0,32390400.0,1.235,2.3300486489906875,19.603690195532444,6.143808629985938,1.7011292848389887,0.8210180623973727,0.030828442930996923,6.759821276020408e-05
proposed,59,0.5,0.8828163466272771,0.8792711334391369,0.5833333333333334,0.7186195826645265,0.09930897131915839,11237659.318613084,5160048.0,32390400.0,1.17,2.229005120173663,18.88792494711555,6.065365270090981,0.9855492186273773,0.7567158531971245,0.02433228547266602,3.8152715880657986e-05
proposed,61,0.5,0.8818316100443131,0.8765549422379868,0.5166666666666667,0.7663242375601926,0.11015322430402079,11452742.997527933,5160048.0,32390400.0,1.255,2.274703113024398,19.86891183938923,6.253110169493933,1.32499386942822,0.8080808080808081,0.022407684266047355,0.00010284648284692702
proposed,67,0.5,0.8842934515017233,0.881356946407499,0.6,0.7388443017656501,0.09745152570567192,10105023.193480168,5014368.0,32390400.0,1.115,2.0365800009513357,16.712163067063795,6.702350713749662,0.6709936889979516,0.7984031936127745,0.03228509456343528,5.793430924955125e-05
proposed,71,0.5,0.8823239783357951,0.8794332407401463,0.6333333333333333,0.7301605136436597,0.0906433660512896,11327527.103520863,5014368.0,32390400.0,1.19,2.286975907245589,19.203378562892386,7.096315686533318,0.8845350544064552,0.7733952049497294,0.037728290751726484,5.644833216779166e-05
proposed,73,0.5,0.8818316100443131,0.8761046839980061,0.5166666666666667,0.7393579454253612,0.10445903538933475,10240685.526685197,5119584.0,32390400.0,1.12,2.0450131328989984,17.269613965897005,6.858083858079493,0.7359605245525811,0.7482229704451927,0.026144784116015618,2.0533117699868204e-05
proposed,79,0.5,0.8857705563761694,0.8817224763648346,0.5833333333333334,0.7393579454253612,0.09992404416595511,11129952.044845339,4933440.0,32390400.0,1.19,2.26702348216818,19.081745052464793,7.188229390700894,1.1506041581211632,0.8322929671244278,0.02711222473840863,9.419008207339134e-05
proposed,83,0.5,0.8838010832102413,0.8785997119552683,0.48333333333333334,0.7136904761904762,0.11579908367611724,12005307.254355427,4949664.0,32390400.0,1.285,2.44483682706682,21.03890392909419,4.823055584229627,1.717976998687871,0.8261049153242461,0.028730073142720164,3.1488310777220724e-05
proposed,89,0.5,0.8828163466272771,0.8792266661498004,0.6333333333333333,0.7402728731942215,0.09443546633577103,11397811.028092891,5071008.0,32390400.0,1.255,2.2875752336722286,19.662857392102993,6.628168215647371,2.0920138855779724,0.8302200083022001,0.024941860181352943,7.013952841440315e-05
proposed,97,0.5,0.8862629246676514,0.8825788250209987,0.5833333333333334,0.7388443017656501,0.09896651193671556,11893918.374746243,5151936.0,32390400.0,1.21,2.361324642051274,20.076750206481236,6.8170012237059865,1.4009942394548587,0.8865248226950354,0.021270237245208063,1.9405033269528525e-05
random,53,0.9,0.8010832102412605,0.7900403793022527,0.5428571428571428,0.6566292134831461,0.11640097495363387,41388402.04285387,16204800.0,32390400.0,1.285,2.55408286698101,70.55623837916536,3.4651536419904363,3.808539364625659,0.8841732979664014,0.06440725846726095,3.933611899635097e-05
random,59,0.9,0.8739537173806007,0.8707888679273554,0.6333333333333333,0.7114767255216694,0.1043058649731654,36517242.9891419,16204800.0,32390400.0,1.195,2.253483103101664,60.59008269486817,3.7013129749679474,2.511060069986621,0.9170105456212746,0.06466596787815902,2.2956709593630086e-05
random,61,0.9,0.8316100443131462,0.8182681567143323,0.48333333333333334,0.6614285714285714,0.1290624379414824,38094528.018738285,16204800.0,32390400.0,1.265,2.3508175367013653,64.76812211350034,3.9884385953249413,3.978898261964078,0.9259259259259259,0.07560730877134432,2.574886188236791e-05
random,67,0.9,0.8237321516494338,0.8111641217080399,0.5666666666666667,0.6593743115223617,0.12375721990518644,35787184.45136211,16204800.0,32390400.0,1.17,2.208431110002102,58.56600856650899,4.5747168917100085,2.216160414146934,0.9009009009009009,0.06453982325451615,4.1616509285082384e-05
random,71,0.9,0.810438207779419,0.7969967937053409,0.44285714285714284,0.6154411764705883,0.1449856269624357,44090653.97015576,16204800.0,32390400.0,1.37,2.7208391322420376,76.37630450524468,2.6391040773868526,4.764919598358923,0.8806693086745927,0.07242350492792293,8.098609455804923e-05
random,73,0.9,0.8345642540620384,0.8157822472766719,0.48333333333333334,0.7103571428571429,0.12148744367755432,34978768.46553034,16204800.0,32390400.0,1.145,2.158543670118135,58.014048639566866,2.504035132939613,2.5892317413771933,0.8972633467922836,0.05665244652555802,2.7453101721437496e-05
random,79,0.9,0.844411619891679,0.8325177757233732,0.48333333333333334,0.6628571428571428,0.12757751216277274,40768898.45213953,16204800.0,32390400.0,1.28,2.515853231890519,69.31958204888545,3.767719846343006,2.934523492083357,0.8783487044356609,0.08009421441701173,1.3487161317894388e-05
random,83,0.9,0.7631708517971443,0.720005660161942,0.5303030303030303,0.5985714285714285,0.1144948215384782,44404103.62571048,16204800.0,32390400.0,1.38,2.740182145148996,78.42955604099677,1.1218876529826391,4.565230704508699,0.8806693086745927,0.10859953537096914,1.4555647315604194e-05
