mode,FND_mean,FND_sd,HND_mean,HND_sd,LND_mean,LND_sd,RDR_pct_mean,RDR_pct_sd,delay_ms_mean,delay_ms_sd,energy_mJ_per_delivered_mean,energy_mJ_per_delivered_sd,retries_per_generated_mean,retries_per_generated_sd,mean_payload_bits_mean,mean_payload_bits_sd,event_payload_delivery_ratio_mean,event_gap_bits_mean,optimizer_calls_mean,objective_evaluations_mean
J0,14.2,5.001052520798944,350.5,19.72575126979692,824.3,164.98551770574161,96.94020172802222,1.0456546827983126,43.50002922028714,1.7987452930265013,1.5292415760986706,0.0953726377950536,0.1784763398822475,0.041331935817157155,4000.0,0.0,0.96872693049341,0.0,0.0,0.0
J1,43.15,26.852962200609607,343.8,18.12994034303768,815.9,159.74054621561538,97.34749927715598,0.9259109888914054,43.86928463903972,2.0921511800964265,1.5164197539891204,0.09476198661085641,0.16348733933424855,0.039468526049400404,4000.0,0.0,0.9704302924982121,0.0,121.4,18210.0
J2,19.05,5.3358272677794725,365.7,15.775063599838429,697.05,220.80247781790473,97.35106422121041,0.9995252937171454,43.9524045251279,1.8518037191156607,1.5455707885838197,0.09691519285886137,0.18588959424838483,0.04586732712316563,4000.0,0.0,0.9680982392760663,0.0,0.0,0.0
J3,80.3,34.498054865074415,788.6,45.85491995642917,1405.75,443.4972111702502,98.81219351153779,0.4458403794171513,21.002122096053462,0.9672448211762243,0.6948316833702858,0.044605502372630314,0.08569762140988846,0.020245643433879554,1719.0225330936173,27.18141557017275,0.777867387095911,1264.274311441385,0.0,0.0
J4,91.0,26.594419675840587,345.7,16.206236616289356,583.2,153.88874997354762,97.66549889416991,0.9401842430871955,44.463754459453305,2.006344956835561,1.5401000874559574,0.09896900755136377,0.17250422468141388,0.041536396177777275,4000.0,0.0,0.979028291391348,0.0,94.95,14242.5
J5,308.4,66.30662426223063,738.85,39.5051961938653,1241.2,413.1660300908735,99.00806093460687,0.4433711996294338,21.341156849588494,0.9555293770778251,0.6928081210449137,0.042861510941422196,0.07890464554954911,0.018697943189574566,1719.463254673581,26.547064424754343,0.7791649045908559,1285.2073101805859,148.85,22327.5
J6,288.9,54.075872623564756,720.05,39.11316240965706,1169.7,384.62519007743794,98.99908496648256,0.4290336793186397,21.890830428492414,1.052065028374599,0.712101044915977,0.045348127854189894,0.0813163353776626,0.02037789510987316,1712.0,0.0,0.42415997538936195,0.0,143.45,21517.5
J7,314.35,62.98477259582167,739.15,35.41227114106664,1231.4,428.6810125563247,99.0252993869204,0.4498782284941413,21.321627056862877,0.978432246319086,0.69320228790291,0.043618115541562336,0.07970313015432193,0.02049697949873245,1719.6244227655407,27.384915227438263,0.5578005653778855,2.428274931614915,145.15,21772.5
