round,alive_nodes,dead_nodes,round_airtime_s,elapsed_channel_time_s,generated_round,delivered_round,channel_drops_round,energy_drops_round,route_drops_round,fallback_direct_round,generated_total,attempted_total,delivered_total,channel_drops_total,energy_drops_total,route_drops_total,pdr,goodput_bps,average_delay_s,frame_attempts,retransmissions,residual_energy_j
1,100,0,0.7389119999999999,0.7389119999999999,100,100,0,0,0,0,100,100,100,0,0,0,1.0,135334.1128578234,0.36186795561095075,258,0,49.95873274091008
2,100,0,0.7389119999999999,1.4778239999999998,100,100,0,0,0,0,200,200,200,0,0,0,1.0,135334.1128578234,0.3598345100041329,516,0,49.92233370199524
3,100,0,0.7389119999999998,2.2167359999999996,100,100,0,0,0,0,300,300,300,0,0,0,1.0,135334.1128578234,0.3597104017834499,774,0,49.88516074630638
4,100,0,0.7389119999999998,2.955647999999999,100,100,0,0,0,0,400,400,400,0,0,0,1.0,135334.11285782343,0.360063627726568,1032,0,49.8484716882055
5,100,0,0.7389119999999998,3.694559999999999,100,100,0,0,0,0,500,500,500,0,0,0,1.0,135334.11285782343,0.36060778701675616,1290,0,49.81178863782035
6,100,0,0.7389119999999999,4.433471999999999,100,100,0,0,0,0,600,600,600,0,0,0,1.0,135334.1128578234,0.3602927466472828,1548,0,49.77530520189368
7,100,0,0.7389119999999999,5.172383999999999,100,100,0,0,0,0,700,700,700,0,0,0,1.0,135334.1128578234,0.3603050206813484,1806,0,49.73873286596446
8,100,0,0.7389119999999999,5.911295999999999,100,100,0,0,0,0,800,800,800,0,0,0,1.0,135334.1128578234,0.36052186615780485,2064,0,49.70211961016612
9,100,0,0.7389119999999999,6.650207999999999,100,100,0,0,0,0,900,900,900,0,0,0,1.0,135334.1128578234,0.36087509266488826,2322,0,49.66576802264613
10,100,0,0.7389119999999998,7.389119999999999,100,100,0,0,0,0,1000,1000,1000,0,0,0,1.0,135334.1128578234,0.36132378584436087,2580,0,49.62935527470554
11,100,0,0.7389119999999999,8.128032,100,100,0,0,0,0,1100,1100,1100,0,0,0,1.0,135334.1128578234,0.36132118200243,2838,0,49.592954374181616
12,100,0,0.7389119999999999,8.866943999999998,100,100,0,0,0,0,1200,1200,1200,0,0,0,1.0,135334.1128578234,0.3614574389028865,3096,0,49.556361989774665
13,100,0,0.7429759999999999,9.609919999999999,100,100,0,0,0,0,1300,1300,1300,0,0,0,1.0,135276.88055675803,0.3618943331173574,3355,1,49.519722694710325
14,100,0,0.7389119999999999,10.348831999999998,100,100,0,0,0,0,1400,1400,1400,0,0,0,1.0,135280.96697289127,0.3622074881707726,3613,1,49.483289016761255
15,100,0,0.7389119999999999,11.087743999999997,100,100,0,0,0,0,1500,1500,1500,0,0,0,1.0,135284.5087332464,0.36258963063648625,3871,1,49.446793398872025
16,100,0,0.7389119999999999,11.826655999999996,100,100,0,0,0,0,1600,1600,1600,0,0,0,1.0,135287.60792568926,0.3630278252158747,4129,1,49.41051908923926
17,100,0,0.7389119999999999,12.565567999999995,100,100,0,0,0,0,1700,1700,1700,0,0,0,1.0,135290.34262518023,0.3635121804580047,4387,1,49.37415878560564
18,100,0,0.7389119999999999,13.304479999999995,100,100,0,0,0,0,1800,1800,1800,0,0,0,1.0,135292.7735619882,0.36403500290556284,4645,1,49.33755570802307
19,100,0,0.7389119999999998,14.043391999999994,100,100,0,0,0,0,1900,1900,1900,0,0,0,1.0,135294.94868476226,0.3645902187809711,4903,1,49.301344299189836
20,100,0,0.7389119999999999,14.782303999999993,100,100,0,0,0,0,2000,2000,2000,0,0,0,1.0,135296.9063550581,0.36517296901688134,5161,1,49.26514377046094
21,100,0,0.7389119999999999,15.521215999999992,100,100,0,0,0,0,2100,2100,2100,0,0,0,1.0,135298.67762938168,0.3655065583622599,5419,1,49.22812934777293
22,100,0,0.7389119999999998,16.26012799999999,100,100,0,0,0,0,2200,2200,2200,0,0,0,1.0,135300.28791901277,0.36588532682880887,5677,1,49.191665271944125
23,100,0,0.7389119999999999,16.99903999999999,100,100,0,0,0,0,2300,2300,2300,0,0,0,1.0,135301.7582169347,0.36605433799279175,5935,1,49.155266153425124
24,100,0,0.7389119999999998,17.73795199999999,100,100,0,0,0,0,2400,2400,2400,0,0,0,1.0,135303.10601810183,0.36627847825553095,6193,1,49.11898111576666
25,100,0,0.7389119999999998,18.47686399999999,100,100,0,0,0,0,2500,2500,2500,0,0,0,1.0,135304.3460188916,0.3665511321094358,6451,1,49.08226186753957
26,100,0,0.7389119999999997,19.215775999999988,100,100,0,0,0,0,2600,2600,2600,0,0,0,1.0,135305.4906551784,0.36686670176091685,6709,1,49.045951313088196
27,100,0,0.7389119999999998,19.954687999999987,100,100,0,0,0,0,2700,2700,2700,0,0,0,1.0,135306.55052086015,0.3670082707248293,6967,1,49.009677733471236
28,100,0,0.7389119999999998,20.693599999999986,100,100,0,0,0,0,2800,2800,2800,0,0,0,1.0,135307.53469671792,0.36699448192158113,7225,1,48.9730874372927
29,100,0,0.7389119999999997,21.432511999999985,100,100,0,0,0,0,2900,2900,2900,0,0,0,1.0,135308.4510112488,0.3670389240494707,7483,1,48.936995724908634
30,100,0,0.7389119999999997,22.171423999999984,100,100,0,0,0,0,3000,3000,3000,0,0,0,1.0,135309.30624934158,0.36713577407142467,7741,1,48.89989919851155
31,100,0,0.7389119999999997,22.910335999999983,100,100,0,0,0,0,3100,3100,3100,0,0,0,1.0,135310.10632057086,0.3672799602130156,7999,1,48.863435682905525
32,100,0,0.7389119999999996,23.649247999999982,100,100,0,0,0,0,3200,3200,3200,0,0,0,1.0,135310.85639594131,0.3674670446967249,8257,1,48.82690939358115
