round,alive_nodes,dead_nodes,round_airtime_s,elapsed_channel_time_s,generated_round,delivered_round,channel_drops_round,energy_drops_round,route_drops_round,fallback_direct_round,generated_total,attempted_total,delivered_total,channel_drops_total,energy_drops_total,route_drops_total,pdr,goodput_bps,average_delay_s,frame_attempts,retransmissions,residual_energy_j
1,100,0,0.7446399999999993,0.7446399999999993,100,100,0,0,0,0,100,100,100,0,0,0,1.0,134293.08122045564,0.39303828478037467,260,0,49.95803608522892
2,100,0,0.7446399999999992,1.4892799999999986,100,100,0,0,0,0,200,200,200,0,0,0,1.0,134293.08122045564,0.3938974795447755,520,0,49.9199422994839
3,100,0,0.7446399999999992,2.2339199999999977,100,100,0,0,0,0,300,300,300,0,0,0,1.0,134293.08122045567,0.39475667862763986,780,0,49.87998141152425
4,100,0,0.7446399999999992,2.9785599999999968,100,100,0,0,0,0,400,400,400,0,0,0,1.0,134293.08122045567,0.3956158781373006,1040,0,49.84121707065916
5,100,0,0.7446399999999991,3.723199999999996,100,100,0,0,0,0,500,500,500,0,0,0,1.0,134293.08122045567,0.3964750782120949,1300,0,49.802287648462375
6,100,0,0.7487039999999993,4.471903999999995,100,100,0,0,0,0,600,600,600,0,0,0,1.0,134171.03766091596,0.3964067046919496,1561,1,49.76225991135764
7,100,0,0.7446399999999992,5.2165439999999945,100,100,0,0,0,0,700,700,700,0,0,0,1.0,134188.45887238768,0.39576184352707977,1821,1,49.723683415807
8,100,0,0.7446399999999993,5.961183999999994,100,100,0,0,0,0,800,800,800,0,0,0,1.0,134201.52775019204,0.3954929977486005,2081,1,49.684119512056704
9,100,0,0.7446399999999993,6.705823999999994,100,100,0,0,0,0,900,900,900,0,0,0,1.0,134211.6941929882,0.39483838425428053,2341,1,49.64518177370345
10,100,0,0.7487039999999995,7.454527999999993,100,100,0,0,0,0,1000,1000,1000,0,0,0,1.0,134146.65556290097,0.3939868855503925,2602,2,49.60564005859428
11,100,0,0.7446399999999994,8.199167999999991,100,100,0,0,0,0,1100,1100,1100,0,0,0,1.0,134159.9537904335,0.3928591936272084,2862,2,49.56782834059979
12,100,0,0.7446399999999994,8.94380799999999,100,100,0,0,0,0,1200,1200,1200,0,0,0,1.0,134171.03766091596,0.392062650687339,3122,2,49.52763041951354
13,100,0,0.7487039999999994,9.69251199999999,100,100,0,0,0,0,1300,1300,1300,0,0,0,1.0,134124.15687491553,0.39133031425243764,3383,3,49.48831910290645
14,100,0,0.7446399999999994,10.437151999999989,100,100,0,0,0,0,1400,1400,1400,0,0,0,1.0,134136.2088048542,0.3905931117163995,3643,3,49.449003708423284
15,100,0,0.7446399999999995,11.181791999999987,100,100,0,0,0,0,1500,1500,1500,0,0,0,1.0,134146.655562901,0.39006876265055934,3903,3,49.410583558732135
16,100,0,0.7446399999999995,11.926431999999988,100,100,0,0,0,0,1600,1600,1600,0,0,0,1.0,134155.79781111414,0.3897173572055429,4163,3,49.37187411275108
17,100,0,0.7446399999999995,12.671071999999988,100,100,0,0,0,0,1700,1700,1700,0,0,0,1.0,134163.86553560753,0.3895083760640651,4423,3,49.332374294091544
18,100,0,0.7446399999999995,13.415711999999989,100,100,0,0,0,0,1800,1800,1800,0,0,0,1.0,134171.0376609159,0.3894180816384155,4683,3,49.29426027457204
19,100,0,0.7446399999999994,14.160351999999987,100,100,0,0,0,0,1900,1900,1900,0,0,0,1.0,134177.4554756832,0.38912626036911946,4943,3,49.25480825720093
20,100,0,0.7487039999999994,14.909055999999987,100,100,0,0,0,0,2000,2000,2000,0,0,0,1.0,134146.65556290094,0.3890958451635093,5204,4,49.21557849711613
21,100,0,0.7446399999999995,15.653695999999986,100,100,0,0,0,0,2100,2100,2100,0,0,0,1.0,134153.62097232512,0.38873805625513475,5464,4,49.176330180513006
22,100,0,0.7463039999999996,16.399999999999984,100,100,0,0,0,0,2200,2200,2200,0,0,0,1.0,134146.34146341475,0.38828650987378144,5725,5,49.13775140761167
23,100,0,0.7446399999999996,17.144639999999985,100,100,0,0,0,0,2300,2300,2300,0,0,0,1.0,134152.7147843292,0.38764636053456475,5985,5,49.099664414492636
24,100,0,0.7446399999999996,17.889279999999985,100,100,0,0,0,0,2400,2400,2400,0,0,0,1.0,134158.55752718958,0.3871311570854369,6245,5,49.05946760770624
25,100,0,0.7446399999999997,18.633919999999986,100,100,0,0,0,0,2500,2500,2500,0,0,0,1.0,134163.93330013234,0.3867259057996134,6505,5,49.02161290208888
26,100,0,0.7446399999999997,19.378559999999986,100,100,0,0,0,0,2600,2600,2600,0,0,0,1.0,134168.89593447614,0.38641792015544435,6765,5,48.981959543292184
27,100,0,0.7487039999999997,20.127263999999986,100,100,0,0,0,0,2700,2700,2700,0,0,0,1.0,134146.39962987526,0.38626713635954846,7026,6,48.94267093708993
28,100,0,0.7446399999999997,20.871903999999986,100,100,0,0,0,0,2800,2800,2800,0,0,0,1.0,134151.63274035766,0.38612027703816854,7286,6,48.90476142072942
