round,alive_nodes,dead_nodes,round_airtime_s,elapsed_channel_time_s,generated_round,delivered_round,channel_drops_round,energy_drops_round,route_drops_round,fallback_direct_round,generated_total,attempted_total,delivered_total,channel_drops_total,energy_drops_total,route_drops_total,pdr,goodput_bps,average_delay_s,frame_attempts,retransmissions,residual_energy_j
53,100,0,1.1671679999999993,39.61619199999995,100,100,0,0,0,0,5300,5300,5300,0,0,0,1.0,139505.1801041354,0.3809480356275752,13642,6,47.90864540686282
54,100,0,1.0662079999999994,40.682399999999944,100,100,0,0,0,0,5400,5400,5400,0,0,0,1.0,139743.96790749827,0.3841082903147558,13962,6,47.85041431331101
55,100,0,1.0564799999999999,41.738879999999945,100,100,0,0,0,0,5500,5500,5500,0,0,0,1.0,139914.05615100375,0.3871601895811088,14279,6,47.79020862424226
56,100,0,1.2171839999999992,42.95606399999994,100,100,0,0,0,0,5600,5600,5600,0,0,0,1.0,140254.37712356533,0.39135280672502926,14633,6,47.725686067519945
57,100,0,1.2893759999999994,44.24543999999994,100,100,0,0,0,0,5700,5700,5700,0,0,0,1.0,140583.97882358066,0.39536553975169264,15004,6,47.65948241578768
58,100,0,1.2479039999999988,45.49334399999994,100,100,0,0,0,0,5800,5800,5800,0,0,0,1.0,140865.79346640265,0.39904466408404154,15368,6,47.59051947716315
59,100,0,1.0941759999999991,46.587519999999934,100,100,0,0,0,0,5900,5900,5900,0,0,0,1.0,140978.35643537174,0.4016333014424682,15694,6,47.531707387454674
60,100,0,1.0815359999999987,47.669055999999934,100,100,0,0,0,0,6000,6000,6000,0,0,0,1.0,141101.85022334004,0.4041795975717506,16019,6,47.47393077079931
61,100,0,1.182975999999999,48.85203199999993,100,100,0,0,0,0,6100,6100,6100,0,0,0,1.0,141254.9635601649,0.4069113869896757,16365,6,47.41656299129702
62,100,0,1.1431679999999993,49.995199999999926,100,100,0,0,0,0,6200,6200,6200,0,0,0,1.0,141406.37501200137,0.40964537669582496,16699,6,47.358553179629624
63,100,0,1.1742399999999997,51.16943999999992,100,100,0,0,0,0,6300,6300,6300,0,0,0,1.0,141638.13401123817,0.41265414263541433,17039,6,47.29656181756418
64,100,0,1.0962559999999997,52.26569599999992,100,100,0,0,0,0,6400,6400,6400,0,0,0,1.0,141731.20357949525,0.41521316961715904,17361,6,47.237907718334476
65,100,0,1.3457279999999994,53.61142399999992,100,100,0,0,0,0,6500,6500,6500,0,0,0,1.0,141968.99526489002,0.41946537113796567,17748,6,47.16897755720767
66,100,0,1.0367679999999992,54.64819199999992,100,100,0,0,0,0,6600,6600,6600,0,0,0,1.0,142040.78334375657,0.4215229435286177,18058,6,47.115276683931604
67,100,0,0.9917119999999996,55.63990399999992,100,100,0,0,0,0,6700,6700,6700,0,0,0,1.0,142139.85703497997,0.42280476508696174,18364,6,47.064800703358024
68,100,0,1.0257279999999998,56.665631999999924,100,100,0,0,0,0,6800,6800,6800,0,0,0,1.0,142201.74937782413,0.42431870251042575,18679,6,47.01609455097451
69,100,0,1.101631999999999,57.767263999999926,100,100,0,0,0,0,6900,6900,6900,0,0,0,1.0,142268.3961629204,0.426334334505206,19007,6,46.957217755998435
70,100,0,1.159679999999999,58.92694399999993,100,100,0,0,0,0,7000,7000,7000,0,0,0,1.0,142401.954528645,0.4287887838591198,19353,6,46.9021248871482
71,100,0,1.090239999999999,60.01718399999993,100,100,0,0,0,0,7100,7100,7100,0,0,0,1.0,142500.2545937512,0.43053508985248096,19676,6,46.84575127249387
72,100,0,1.1113599999999992,61.12854399999993,100,100,0,0,0,0,7200,7200,7200,0,0,0,1.0,142656.89037186964,0.4325094784702886,20006,6,46.78699259521833
73,100,0,1.1385919999999992,62.26713599999992,100,100,0,0,0,0,7300,7300,7300,0,0,0,1.0,142819.22328979467,0.43444154848703076,20348,6,46.73045192115445
74,100,0,1.1636799999999994,63.43081599999992,100,100,0,0,0,0,7400,7400,7400,0,0,0,1.0,142950.83323537902,0.4362990176992019,20687,6,46.67023339322931
75,100,0,1.1734079999999996,64.60422399999992,100,100,0,0,0,0,7500,7500,7500,0,0,0,1.0,143055.41383795603,0.4383136743784087,21030,7,46.61113211024084
76,100,0,1.1298879999999996,65.73411199999991,100,100,0,0,0,0,7600,7600,7600,0,0,0,1.0,143217.81664898756,0.4399222022104791,21365,7,46.55443433354836
77,100,0,1.119807999999999,66.8539199999999,100,100,0,0,0,0,7700,7700,7700,0,0,0,1.0,143258.1365460696,0.4411924555798453,21693,7,46.49565726287384
78,100,0,0.9834559999999997,67.8373759999999,100,100,0,0,0,0,7800,7800,7800,0,0,0,1.0,143308.84496475826,0.4417236275507168,21994,7,46.44388970987521
79,100,0,1.054592,68.8919679999999,100,100,0,0,0,0,7900,7900,7900,0,0,0,1.0,143363.2437383704,0.44266777845389943,22308,8,46.38738873694358
80,100,0,1.2790719999999995,70.1710399999999,100,100,0,0,0,0,8000,8000,8000,0,0,0,1.0,143507.97708000356,0.44507254160297444,22675,8,46.323816328502296
81,100,0,1.1505599999999991,71.3215999999999,100,100,0,0,0,0,8100,8100,8100,0,0,0,1.0,143543.61091170154,0.4463985658972203,23021,9,46.25884628500012
82,100,0,1.1333119999999994,72.45491199999991,100,100,0,0,0,0,8200,8200,8200,0,0,0,1.0,143623.22322605283,0.4476698676451017,23355,10,46.20178809536021
83,100,0,1.1122560000000001,73.56716799999991,100,100,0,0,0,0,8300,8300,8300,0,0,0,1.0,143679.96332276938,0.4485604633269899,23688,10,46.14393575159495
84,100,0,1.0418240000000003,74.60899199999992,100,100,0,0,0,0,8400,8400,8400,0,0,0,1.0,143773.66202722606,0.44909261244640347,24003,10,46.08565273010221
85,100,0,1.1757439999999995,75.78473599999991,100,100,0,0,0,0,8500,8500,8500,0,0,0,1.0,143805.95058086648,0.4505729745249425,24350,12,46.02366323522335
86,100,0,1.2281919999999993,77.0129279999999,100,100,0,0,0,0,8600,8600,8600,0,0,0,1.0,143925.9652613132,0.45223754399988236,24702,12,45.963177954650334
87,100,0,1.9982719999999987,79.0111999999999,100,100,0,0,0,0,8700,8700,8700,0,0,0,1.0,144163.5616216437,0.45811626130626176,25222,12,45.85121130700373
88,100,0,1.723935999999999,80.7351359999999,100,100,0,0,0,0,8800,8800,8800,0,0,0,1.0,144317.83455471005,0.4620932368563041,25678,13,45.752008688559215
89,100,0,1.649055999999999,82.3841919999999,100,100,0,0,0,0,8900,8900,8900,0,0,0,1.0,144489.27289351838,0.46570628576808015,26121,13,45.65736415478051
90,100,0,1.579615999999999,83.9638079999999,100,100,0,0,0,0,9000,9000,9000,0,0,0,1.0,144617.54759860362,0.46914234781447794,26551,14,45.56764884427257
91,100,0,1.5830399999999987,85.5468479999999,100,100,0,0,0,0,9100,9100,9100,0,0,0,1.0,144764.2816717223,0.4727150555277106,26983,14,45.47680056182164
92,100,0,1.5551679999999992,87.10201599999989,100,100,0,0,0,0,9200,9200,9200,0,0,0,1.0,144874.07501566916,0.47595049222089986,27407,14,45.38521131516947
93,100,0,1.6023359999999982,88.70435199999989,100,100,0,0,0,0,9300,9300,9300,0,0,0,1.0,145002.94190751787,0.47944587737147043,27841,14,45.28841897799656
94,100,0,1.8844799999999973,90.58883199999988,100,100,0,0,0,0,9400,9400,9400,0,0,0,1.0,145175.8645039161,0.4843466100550704,28332,14,45.181490003422695
95,100,0,1.1296319999999997,91.71846399999988,100,100,0,0,0,0,9500,9500,9500,0,0,0,1.0,145215.4279426225,0.4853347108748971,28667,14,45.12451918351873
96,100,0,1.0542079999999996,92.77267199999989,100,100,0,0,0,0,9600,9600,9600,0,0,0,1.0,145241.82293682365,0.4858495062995087,28982,14,45.06916038514711
97,100,0,1.1951359999999998,93.96780799999989,100,100,0,0,0,0,9700,9700,9700,0,0,0,1.0,145339.64653086316,0.48699247005408036,29328,14,45.009433229232414
98,100,0,1.1017919999999994,95.0695999999999,100,100,0,0,0,0,9800,9800,9800,0,0,0,1.0,145331.08375337665,0.48765183045141336,29655,14,44.94924980564749
99,100,0,1.1699199999999994,96.2395199999999,100,100,0,0,0,0,9900,9900,9900,0,0,0,1.0,145345.03081478394,0.4888406098451015,29997,14,44.893595518719174
100,100,0,1.1131839999999997,97.3527039999999,100,100,0,0,0,0,10000,10000,10000,0,0,0,1.0,145400.87145396613,0.4895092072415971,30325,14,44.83053325558409
101,100,0,1.0377599999999998,98.39046399999991,100,100,0,0,0,0,10100,10100,10100,0,0,0,1.0,145399.21267166716,0.4896213254720077,30640,14,44.776149916779836
102,100,0,0.9747199999999999,99.36518399999991,100,100,0,0,0,0,10200,10200,10200,0,0,0,1.0,145410.85135010682,0.4894599888563205,30945,14,44.72666988435357
103,100,0,1.2374399999999997,100.60262399999992,100,100,0,0,0,0,10300,10300,10300,0,0,0,1.0,145466.74249769084,0.4905870603142087,31303,15,44.66065686770075
104,100,0,1.0851519999999995,101.68777599999991,100,100,0,0,0,0,10400,10400,10400,0,0,0,1.0,145512.63270818326,0.4911038973286833,31628,15,44.60781185286616
105,100,0,1.101824,102.78959999999991,100,100,0,0,0,0,10500,10500,10500,0,0,0,1.0,145515.65528030085,0.4913299694462436,31959,15,44.54321950574224
106,100,0,1.0093119999999995,103.7989119999999,100,100,0,0,0,0,10600,10600,10600,0,0,0,1.0,145532.70076665172,0.49135664547955527,32265,15,44.49202138554808
107,100,0,1.1306559999999997,104.9295679999999,100,100,0,0,0,0,10700,10700,10700,0,0,0,1.0,145600.06575077117,0.4920147571084115,32599,15,44.42927184387465
108,100,0,0.9878399999999995,105.91740799999991,100,100,0,0,0,0,10800,10800,10800,0,0,0,1.0,145621.99256235588,0.49215901927309563,32902,15,44.37713933238163
109,100,0,1.1437119999999992,107.0611199999999,100,100,0,0,0,0,10900,10900,10900,0,0,0,1.0,145695.84177710838,0.4930448927621266,33236,15,44.32031525072837
110,100,0,1.0800319999999994,108.1411519999999,100,100,0,0,0,0,11000,11000,11000,0,0,0,1.0,145757.1304585327,0.4935262172995241,33558,15,44.26729463412175
111,100,0,1.272543999999999,109.4136959999999,100,100,0,0,0,0,11100,11100,11100,0,0,0,1.0,145784.454626229,0.4949481075079097,33925,16,44.19426092276656
112,100,0,1.0909439999999995,110.5046399999999,100,100,0,0,0,0,11200,11200,11200,0,0,0,1.0,145821.42433114134,0.4954985268064462,34246,16,44.1347305640101
113,100,0,0.9914879999999999,111.4961279999999,100,100,0,0,0,0,11300,11300,11300,0,0,0,1.0,145887.68499655894,0.4956132218749508,34548,16,44.08378428823102
114,100,0,1.133823999999999,112.6299519999999,100,100,0,0,0,0,11400,11400,11400,0,0,0,1.0,145926.44059725796,0.49620826264795753,34880,16,44.02142368898347
115,100,0,1.0577919999999998,113.68774399999991,100,100,0,0,0,0,11500,11500,11500,0,0,0,1.0,145952.12655464438,0.49636482826650347,35195,16,43.96528818055328
116,100,0,1.0428159999999997,114.73055999999991,100,100,0,0,0,0,11600,11600,11600,0,0,0,1.0,145990.95480750737,0.4966500296473079,35505,16,43.91329980411493
117,100,0,0.9685119999999994,115.69907199999992,100,100,0,0,0,0,11700,11700,11700,0,0,0,1.0,146024.8185914578,0.49659198998833975,35804,16,43.86295051003991
118,100,0,1.0407039999999999,116.73977599999992,100,100,0,0,0,0,11800,11800,11800,0,0,0,1.0,146052.22473615172,0.49680592524281325,36114,16,43.807198447663296
119,100,0,0.9770559999999993,117.71683199999993,100,100,0,0,0,0,11900,11900,11900,0,0,0,1.0,146077.18970894502,0.49703718326420854,36415,16,43.756132392025684
120,100,0,1.069247999999999,118.78607999999993,100,100,0,0,0,0,12000,12000,12000,0,0,0,1.0,146118.13101333095,0.4977262349745923,36737,16,43.70348648829552
121,100,0,1.2975679999999992,120.08364799999993,100,100,0,0,0,0,12100,12100,12100,0,0,0,1.0,146201.02147463083,0.49904129508986517,37106,16,43.64083766762192
122,100,0,1.0088639999999995,121.09251199999993,100,100,0,0,0,0,12200,12200,12200,0,0,0,1.0,146216.274710694,0.4991133384958413,37417,16,43.58718445503964
123,100,0,1.1518719999999996,122.24438399999993,100,100,0,0,0,0,12300,12300,12300,0,0,0,1.0,146254.50605567297,0.49986829241112724,37755,16,43.52910327638673
124,100,0,1.108096,123.35247999999993,100,100,0,0,0,0,12400,12400,12400,0,0,0,1.0,146278.43720693747,0.5002969612525171,38081,16,43.47017343415701
125,100,0,1.2609919999999992,124.61347199999993,100,100,0,0,0,0,12500,12500,12500,0,0,0,1.0,146346.03873327604,0.5013401345922346,38443,16,43.40974284420915
126,100,0,1.1634559999999996,125.77692799999993,100,100,0,0,0,0,12600,12600,12600,0,0,0,1.0,146402.8124458566,0.5021522734365729,38783,16,43.3506493606369
127,100,0,1.3475199999999992,127.12444799999993,100,100,0,0,0,0,12700,12700,12700,0,0,0,1.0,146455.16494199456,0.5037410677283746,39160,16,43.278737878284446
128,100,0,0.9642239999999994,128.08867199999992,100,100,0,0,0,0,12800,12800,12800,0,0,0,1.0,146450.5463839926,0.5037498396198392,39459,16,43.22934783061145
129,100,0,1.5944959999999988,129.6831679999999,100,100,0,0,0,0,12900,12900,12900,0,0,0,1.0,146586.54853342273,0.5061401883748591,39889,16,43.157433214116644
130,100,0,1.3368959999999992,131.0200639999999,100,100,0,0,0,0,13000,13000,13000,0,0,0,1.0,146639.52537834216,0.5075281797697163,40265,16,43.09448531099339
131,100,0,1.1657279999999999,132.1857919999999,100,100,0,0,0,0,13100,13100,13100,0,0,0,1.0,146697.39997472658,0.5081146812134938,40606,16,43.03972220698882
132,100,0,1.2284799999999991,133.4142719999999,100,100,0,0,0,0,13200,13200,13200,0,0,0,1.0,146757.79214985346,0.5089564877849272,40962,16,42.98054805831858
133,100,0,1.3919039999999998,134.8061759999999,100,100,0,0,0,0,13300,13300,13300,0,0,0,1.0,146842.35238599166,0.5104295911046564,41353,16,42.916959739714045
134,100,0,1.1913279999999993,135.9975039999999,100,100,0,0,0,0,13400,13400,13400,0,0,0,1.0,146908.28443439677,0.5110669764655188,41704,16,42.86235193525284
135,100,0,1.4163199999999991,137.41382399999992,100,100,0,0,0,0,13500,13500,13500,0,0,0,1.0,146969.95842281496,0.5126759632248921,42100,16,42.796623192439576
136,100,0,1.5577279999999991,138.97155199999992,100,100,0,0,0,0,13600,13600,13600,0,0,0,1.0,147091.5140963527,0.5147344978222875,42521,16,42.72156835135268
137,100,0,1.2560959999999992,140.2276479999999,100,100,0,0,0,0,13700,13700,13700,0,0,0,1.0,147145.24770464675,0.5158249253572498,42881,17,42.663542292312854
138,100,0,1.1431679999999995,141.3708159999999,100,100,0,0,0,0,13800,13800,13800,0,0,0,1.0,147152.46462183548,0.5165400504612201,43215,17,42.61000741791341
139,100,0,1.0087679999999997,142.3795839999999,100,100,0,0,0,0,13900,13900,13900,0,0,0,1.0,147168.96489878782,0.5166318626800739,43524,17,42.5534482879751
140,100,0,1.0797759999999992,143.45935999999992,100,100,0,0,0,0,14000,14000,14000,0,0,0,1.0,147173.16458124455,0.5170910467220615,43847,17,42.497356643875236
141,100,0,1.0765119999999995,144.53587199999993,100,100,0,0,0,0,14100,14100,14100,0,0,0,1.0,147190.36669319027,0.5173827824836699,44168,18,42.440557275220456
142,100,0,0.999104,145.53497599999992,100,100,0,0,0,0,14200,14200,14200,0,0,0,1.0,147214.04152359918,0.5172507157667037,44470,19,42.38612348624066
143,100,0,1.3719679999999992,146.90694399999992,100,100,0,0,0,0,14300,14300,14300,0,0,0,1.0,147248.5330577703,0.5185319982398529,44859,20,42.323537956524646
144,100,0,0.9265599999999993,147.83350399999992,100,100,0,0,0,0,14400,14400,14400,0,0,0,1.0,147258.9055319964,0.5183071584457033,45146,20,42.275100954203175
145,100,0,1.0367039999999994,148.8702079999999,100,100,0,0,0,0,14500,14500,14500,0,0,0,1.0,147253.31746698447,0.5184145917566412,45457,20,42.22139946069387
146,100,0,1.0884479999999992,149.9586559999999,100,100,0,0,0,0,14600,14600,14600,0,0,0,1.0,147261.70925404943,0.5187711352948919,45777,21,42.166339370237395
147,100,0,1.2082879999999991,151.16694399999992,100,100,0,0,0,0,14700,14700,14700,0,0,0,1.0,147280.50598151944,0.5193695936245338,46127,21,42.10776265383747
148,100,0,1.098143999999999,152.2650879999999,100,100,0,0,0,0,14800,14800,14800,0,0,0,1.0,147286.60584361936,0.5197935408847105,46451,21,42.04745726617039
149,100,0,1.2270399999999997,153.4921279999999,100,100,0,0,0,0,14900,14900,14900,0,0,0,1.0,147308.71409900588,0.5206182706107931,46806,21,41.98611074715427
150,100,0,1.1191999999999998,154.6113279999999,100,100,0,0,0,0,15000,15000,15000,0,0,0,1.0,147308.9475048039,0.5211152807426909,47134,21,41.92290225129509
151,100,0,1.1591039999999995,155.77043199999991,100,100,0,0,0,0,15100,15100,15100,0,0,0,1.0,147289.518976233,0.5216971601378796,47477,21,41.86396054111961
152,100,0,1.0483199999999997,156.8187519999999,100,100,0,0,0,0,15200,15200,15200,0,0,0,1.0,147297.07834940564,0.5218128948115741,47791,21,41.81127680221877
153,100,0,1.7736959999999988,158.5924479999999,100,100,0,0,0,0,15300,15300,15300,0,0,0,1.0,147360.2072149111,0.5241713267948946,48261,22,41.71420753931612
154,100,0,1.070624,159.66307199999991,100,100,0,0,0,0,15400,15400,15400,0,0,0,1.0,147352.44477821403,0.5243151297958207,48580,22,41.66031100498598
155,100,0,1.1786239999999994,160.84169599999993,100,100,0,0,0,0,15500,15500,15500,0,0,0,1.0,147351.84090573137,0.5249377090267894,48921,22,41.60036765042719
156,100,0,1.1295039999999996,161.97119999999993,100,100,0,0,0,0,15600,15600,15600,0,0,0,1.0,147348.56567093416,0.5253018039138155,49255,22,41.535963529791914
157,100,0,1.0459519999999993,163.01715199999992,100,100,0,0,0,0,15700,15700,15700,0,0,0,1.0,147339.09717671925,0.5252364555419025,49571,22,41.47773386430578
158,100,0,1.0939199999999996,164.11107199999992,100,100,0,0,0,0,15800,15800,15800,0,0,0,1.0,147331.2416117787,0.5253259839848399,49895,22,41.41727705011869
159,100,0,1.208895999999999,165.31996799999993,100,100,0,0,0,0,15900,15900,15900,0,0,0,1.0,147326.42580719595,0.5257924471646115,50250,22,41.345916922632256
160,100,0,1.2143359999999992,166.53430399999993,100,100,0,0,0,0,16000,16000,16000,0,0,0,1.0,147347.65997520852,0.5262397755466537,50594,22,41.280393192653264
161,100,0,1.1054719999999993,167.63977599999993,100,100,0,0,0,0,16100,16100,16100,0,0,0,1.0,147338.5886652581,0.5263975102995346,50920,23,41.22211868831205
162,100,0,1.1587839999999996,168.79855999999992,100,100,0,0,0,0,16200,16200,16200,0,0,0,1.0,147336.6123502476,0.5265920591771921,51257,23,41.162695867466304
163,100,0,1.3183679999999993,170.11692799999992,100,100,0,0,0,0,16300,16300,16300,0,0,0,1.0,147334.6614864807,0.527441873961106,51632,24,41.095043911688634
