round,alive_nodes,dead_nodes,round_airtime_s,elapsed_channel_time_s,generated_round,delivered_round,channel_drops_round,energy_drops_round,route_drops_round,fallback_direct_round,generated_total,attempted_total,delivered_total,channel_drops_total,energy_drops_total,route_drops_total,pdr,goodput_bps,average_delay_s,frame_attempts,retransmissions,residual_energy_j
123,100,0,1.1198399999999997,121.31337599999989,100,100,0,0,0,0,12300,12300,12300,0,0,0,1.0,134419.99998417334,0.4995375026822589,38404,13,43.94569366464972
124,100,0,0.9492799999999993,122.2626559999999,100,100,0,0,0,0,12400,12400,12400,0,0,0,1.0,134445.30437814156,0.49946638055576864,38708,13,43.896772709168054
125,100,0,1.1875519999999993,123.45020799999989,100,100,0,0,0,0,12500,12500,12500,0,0,0,1.0,134472.61263423724,0.5002170325385267,39059,13,43.837930186566695
126,100,0,1.1267839999999987,124.57699199999989,100,100,0,0,0,0,12600,12600,12600,0,0,0,1.0,134495.3328139438,0.5008169935251306,39400,14,43.786923174859155
127,100,0,1.0518079999999996,125.62879999999988,100,100,0,0,0,0,12700,12700,12700,0,0,0,1.0,134526.47800504355,0.5011620461518821,39722,14,43.73594159302677
128,100,0,1.1941119999999987,126.82291199999989,100,100,0,0,0,0,12800,12800,12800,0,0,0,1.0,134492.10186878548,0.502029809854133,40077,14,43.6738094299678
129,100,0,0.9924799999999994,127.81539199999989,100,100,0,0,0,0,12900,12900,12900,0,0,0,1.0,134493.84875336467,0.5021582035606039,40391,14,43.6256671554568
130,100,0,1.3099199999999984,129.1253119999999,100,100,0,0,0,0,13000,13000,13000,0,0,0,1.0,134545.64198845858,0.5034281567601576,40772,14,43.5599451204406
131,100,0,0.9641599999999995,130.0894719999999,100,100,0,0,0,0,13100,13100,13100,0,0,0,1.0,134543.70850240684,0.5033708666901513,41079,14,43.51249296345878
132,100,0,1.0833279999999992,131.17279999999988,100,100,0,0,0,0,13200,13200,13200,0,0,0,1.0,134550.5775587623,0.5037575040548833,41413,14,43.45706108563115
133,100,0,1.8030079999999977,132.9758079999999,100,100,0,0,0,0,13300,13300,13300,0,0,0,1.0,134751.7888366583,0.5070597949777352,41891,14,43.37889518274921
134,100,0,1.5335039999999986,134.50931199999988,100,100,0,0,0,0,13400,13400,13400,0,0,0,1.0,134875.83670043614,0.5093241006730553,42317,14,43.3105383543542
135,100,0,1.4714239999999992,135.9807359999999,100,100,0,0,0,0,13500,13500,13500,0,0,0,1.0,134984.29659918897,0.5114914299883813,42733,14,43.24428549002477
136,100,0,1.4634559999999994,137.4441919999999,100,100,0,0,0,0,13600,13600,13600,0,0,0,1.0,135100.5359324315,0.513535329160497,43144,14,43.17779406400175
137,100,0,1.471327999999999,138.9155199999999,100,100,0,0,0,0,13700,13700,13700,0,0,0,1.0,135209.19764760634,0.5156129909816016,43556,15,43.110109735419904
138,100,0,1.5239359999999988,140.4394559999999,100,100,0,0,0,0,13800,13800,13800,0,0,0,1.0,135346.1807770034,0.517958475657816,43982,15,43.03987935069678
139,100,0,1.5526719999999987,141.9921279999999,100,100,0,0,0,0,13900,13900,13900,0,0,0,1.0,135440.74781385073,0.5202760022922462,44411,15,42.969240649847336
140,100,0,1.5571519999999988,143.5492799999999,100,100,0,0,0,0,14000,14000,14000,0,0,0,1.0,135529.93090595797,0.5225100899722701,44836,15,42.896699113673854
141,100,0,1.4649919999999987,145.0142719999999,100,100,0,0,0,0,14100,14100,14100,0,0,0,1.0,135591.01272459593,0.5243511086151909,45245,16,42.8272424709214
142,100,0,1.384319999999999,146.3985919999999,100,100,0,0,0,0,14200,14200,14200,0,0,0,1.0,135672.3977236066,0.5256957568429849,45637,16,42.76428022265932
143,100,0,1.810719999999998,148.2093119999999,100,100,0,0,0,0,14300,14300,14300,0,0,0,1.0,135838.69817842494,0.5284331725147243,46121,16,42.684749013892386
144,100,0,1.0292799999999995,149.2385919999999,100,100,0,0,0,0,14400,14400,14400,0,0,0,1.0,135830.7105979666,0.528472924082196,46437,16,42.63464985668831
145,100,0,1.1569919999999991,150.3955839999999,100,100,0,0,0,0,14500,14500,14500,0,0,0,1.0,135836.86074186867,0.5289830790973354,46780,17,42.574291586600815
146,100,0,0.9327359999999993,151.3283199999999,100,100,0,0,0,0,14600,14600,14600,0,0,0,1.0,135836.78190572665,0.5286350675922122,47072,17,42.52769687492466
147,100,0,1.0678399999999992,152.3961599999999,100,100,0,0,0,0,14700,14700,14700,0,0,0,1.0,135820.37762631298,0.5287344227608781,47397,17,42.4757351259558
148,100,0,1.0195199999999995,153.4156799999999,100,100,0,0,0,0,14800,14800,14800,0,0,0,1.0,135791.3871645976,0.5287305758413249,47711,17,42.42412118510747
149,100,0,0.9965119999999994,154.4121919999999,100,100,0,0,0,0,14900,14900,14900,0,0,0,1.0,135777.41322395072,0.5286218957274065,48020,17,42.37116296950849
150,100,0,1.1339839999999992,155.5461759999999,100,100,0,0,0,0,15000,15000,15000,0,0,0,1.0,135762.95183238716,0.5288773654807183,48362,17,42.3111709887385
151,100,0,1.0904959999999995,156.6366719999999,100,100,0,0,0,0,15100,15100,15100,0,0,0,1.0,135772.49649430765,0.5289945958891099,48688,17,42.253026013457905
152,100,0,1.1064959999999993,157.74316799999988,100,100,0,0,0,0,15200,15200,15200,0,0,0,1.0,135762.71017962575,0.5293065869628194,49019,17,42.19529456521496
153,100,0,1.1525439999999991,158.8957119999999,100,100,0,0,0,0,15300,15300,15300,0,0,0,1.0,135735.87184026724,0.5297880108158597,49362,17,42.13792472491512
154,100,0,1.0038399999999998,159.8995519999999,100,100,0,0,0,0,15400,15400,15400,0,0,0,1.0,135715.30206663752,0.5297563876210205,49673,17,42.08920466018853
155,100,0,1.0912639999999998,160.99081599999988,100,100,0,0,0,0,15500,15500,15500,0,0,0,1.0,135710.84700881332,0.5299493087132107,50006,17,42.032728871452825
156,100,0,0.9791679999999995,161.96998399999987,100,100,0,0,0,0,15600,15600,15600,0,0,0,1.0,135696.5991921072,0.5299059164562707,50311,17,41.98374282330622
157,100,0,1.0195519999999993,162.98953599999987,100,100,0,0,0,0,15700,15700,15700,0,0,0,1.0,135686.15840467217,0.529859475438764,50627,17,41.930966323449866
158,100,0,0.9617599999999998,163.95129599999987,100,100,0,0,0,0,15800,15800,15800,0,0,0,1.0,135671.12028196483,0.5296522815314435,50932,17,41.88153853846787
159,100,0,0.9616639999999996,164.91295999999988,100,100,0,0,0,0,15900,15900,15900,0,0,0,1.0,135668.6096714292,0.5293250070359776,51233,18,41.8330204064501
160,100,0,1.0809919999999993,165.9939519999999,100,100,0,0,0,0,16000,16000,16000,0,0,0,1.0,135657.47262888236,0.529516259485667,51566,18,41.77384722675246
161,100,0,1.0361279999999995,167.03007999999988,100,100,0,0,0,0,16100,16100,16100,0,0,0,1.0,135671.32339276862,0.5295168270471756,51887,18,41.71949036391972
162,100,0,1.0937599999999996,168.1238399999999,100,100,0,0,0,0,16200,16200,16200,0,0,0,1.0,135662.56873504684,0.5294682577408069,52221,18,41.664456573363964
163,100,0,1.1442239999999992,169.2680639999999,100,100,0,0,0,0,16300,16300,16300,0,0,0,1.0,135673.31874251255,0.5297211766414682,52561,18,41.605811137374644
