metric,mean,std
FND,123.8,9.02835040918944
HND,409.0,54.810785637702935
LND,1268.2,152.1058111242887
PDR,95.3789,2.03861796595417
Goodput_kbps,56.811800000000005,4.969649055349213
Energy_per_packet,0.0011477118,0.00010488473289791354
Payload_reduction,56.00600000000001,0.5140298305221858
Semantic_efficiency,0.6896301,0.08369735069144463
