seed,correlation,round,method,accuracy,macro_f1,effective_bits,compressed_bits,raw_selected_bits,mean_selected_hops,mean_selected_etx,energy_j,min_residual_energy_j,mean_residual_energy_j,participation_jain,utility_target_js,class_coverage_js,relay_queue_max,relay_energy_max_j,selected,accepted_updates
53,0.0,16,random,0.957,0.9566077337178701,702979.7341819709,299520.0,585216.0,1.2604166666666667,2.3470210142293375,2.7173559962536284,8.660851562775642,10.198540420260622,0.8240343347639485,0.07210737470510381,0.0013241885219078585,0.09975648986126448,0.1637564898612645,6,6
53,0.0,17,random,0.962,0.9616790830620069,748743.9053167754,318240.0,621792.0,1.2647058823529411,2.352764911126118,2.8948676165605414,8.660851562775642,10.191144102747835,0.8304597701149425,0.06998358704775187,0.0010969180373498425,0.09575648986126448,0.1637564898612645,6,6
53,0.0,18,random,0.958,0.9576353009647681,785901.5611145509,336960.0,658368.0,1.2592592592592593,2.332328944428274,3.052188693589218,8.660851562775642,10.18458905787164,0.8466898954703833,0.07106718789389756,0.0012295834350784206,0.10645991834087161,0.17845991834087166,6,6
53,0.0,19,random,0.961,0.9606311625914529,822705.9425531403,355680.0,694944.0,1.2456140350877194,2.313050895617242,3.2033952657471025,8.660851562775642,10.178288784031727,0.84609375,0.0700343789172406,0.0012611259167070584,0.1024599183408716,0.17845991834087166,6,6
53,0.0,20,random,0.96,0.959425333989629,862383.4716983739,374400.0,731520.0,1.2416666666666667,2.3033746573140337,3.36248212430922,8.638156753692641,10.171660164924972,0.8595988538681948,0.0686987077532572,0.0015473845993381476,0.0984599183408716,0.17845991834087166,6,6
53,0.0,21,random,0.956,0.9554335684051729,911787.9165319774,393120.0,768096.0,1.246031746031746,2.3193628320410506,3.542073721564175,8.638156753692641,10.164177181706016,0.8681102362204725,0.0672642648649017,0.0013725906979739787,0.10804714165481617,0.19204714165481623,6,6
53,0.0,22,random,0.958,0.9574325056936708,942528.9469154285,411840.0,804672.0,1.2348484848484849,2.288580387809414,3.684185267139352,8.638156753692641,10.15825586730705,0.868421052631579,0.06977836814514211,0.0012650860997328588,0.10404714165481617,0.19204714165481623,6,6
53,0.0,23,random,0.957,0.9564193507065555,979737.750104722,430560.0,841248.0,1.2318840579710144,2.2754964467315184,3.8400862100302935,8.638156753692641,10.151759994686595,0.8681619256017505,0.0709497235159727,0.0013500410106990855,0.11325371490941187,0.20525371490941194,6,6
53,0.0,24,random,0.956,0.9554780033761123,1026043.3919765902,449280.0,877824.0,1.2361111111111112,2.2837504272983242,4.014999778119006,8.61546194460964,10.144471929349566,0.8816326530612245,0.06842130156516803,0.0009105713210341864,0.10925371490941187,0.20525371490941194,6,6
53,0.0,25,random,0.957,0.9564813228014064,1067094.8620906805,468000.0,914400.0,1.2333333333333334,2.280117226689491,4.176147548134409,8.592767135526639,10.137757438932256,0.8696660482374768,0.0706448930802392,0.0007578647309952791,0.10525371490941186,0.20525371490941194,6,6
53,0.0,26,random,0.954,0.953346326034142,1110020.8986112706,486720.0,950976.0,1.2371794871794872,2.280614929756886,4.344194905866562,8.570072326443638,10.130755465693417,0.8741379310344828,0.07114966742917518,0.0010076843151738185,0.11446028816400756,0.21846028816400764,6,6
53,0.0,27,random,0.954,0.953333265546755,1147591.827560248,505440.0,987552.0,1.2345679012345678,2.270480823758011,4.502135892622041,8.570072326443638,10.124174591245271,0.8875811688311688,0.07228031804607142,0.0010785843780483225,0.1251637166436147,0.2331637166436148,6,5
53,0.0,28,random,0.953,0.9523924681754365,1203012.835242424,524160.0,1024128.0,1.244047619047619,2.2951252198611587,4.697352507258567,8.570072326443638,10.116040565635416,0.9046153846153846,0.06950359069693723,0.0009148112753850901,0.1343702898982104,0.2463702898982105,6,5
53,0.0,29,random,0.954,0.9534444087087224,1244817.9837602589,542880.0,1060704.0,1.2413793103448276,2.292989212644157,4.86304105320338,8.570072326443638,10.109136876221049,0.9088616714697406,0.060704438683016934,0.000910151767650279,0.1303702898982104,0.2463702898982105,6,5
53,0.0,30,random,0.954,0.9534568832338159,1294185.414504937,561600.0,1097280.0,1.2444444444444445,2.3044612081640636,5.042247357496676,8.547377517360637,10.101669946875495,0.9146341463414634,0.05812730968148211,0.0007891931061431055,0.14107371837781751,0.2610737183778176,6,6
53,0.0,31,random,0.953,0.9523708437049601,1333346.9557308166,580320.0,1133856.0,1.2419354838709677,2.297606416685307,5.202006211173694,8.547377517360637,10.095013327972286,0.9123417721518987,0.059958228072809025,0.0006374820988303146,0.1370737183778175,0.2610737183778176,6,6
53,0.0,32,random,0.96,0.9598037402007907,1380220.935292286,599040.0,1170432.0,1.2447916666666667,2.304054713027989,5.375975483467166,8.524682708277636,10.087764608293392,0.9142857142857143,0.05694244819938021,0.0006386736637740602,0.1462802916324132,0.2742802916324133,6,5
53,0.0,33,random,0.957,0.9567131951135283,1431462.3745435132,617760.0,1207008.0,1.2525252525252526,2.3171820359743487,5.560964333461626,8.501987899194635,10.080056739543622,0.9176966292134832,0.05730191079498129,0.0005946217922186451,0.1690740882009535,0.30107408820095355,6,6
53,0.0,34,random,0.957,0.9568611006696022,1479629.5049775315,636480.0,1243584.0,1.2549019607843137,2.324706989972241,5.740116111387495,8.501987899194635,10.072592082130043,0.9194061505832449,0.05598178278042229,0.0006085640033360405,0.16507408820095348,0.30107408820095355,6,6
53,0.0,35,random,0.959,0.9586318908996585,1524557.1938996175,655200.0,1280160.0,1.2571428571428571,2.3268577440470364,5.913179976209638,8.501987899194635,10.065381087762455,0.91875,0.05726962108635813,0.0007578119241445645,0.1889840899351563,0.3289840899351564,6,6
53,0.0,36,random,0.961,0.9606810560804553,1572916.3832304766,673920.0,1316736.0,1.2592592592592593,2.33398086305567,6.092071688808921,8.501987899194635,10.057927266404151,0.9161168708765316,0.05691712262201923,0.0008508418513273316,0.19857131324910088,0.34257131324910095,6,6
53,0.0,37,random,0.96,0.9597472604424476,1621575.028774227,692640.0,1353312.0,1.2612612612612613,2.34115128894408,6.272128218399609,8.501987899194635,10.050424911004539,0.9208520179372197,0.05585386992940655,0.0007452258345296731,0.20777788650369658,0.3557778865036966,6,6
53,0.0,38,random,0.96,0.9597617793104156,1662080.8848527686,711360.0,1389888.0,1.2587719298245614,2.336483475107919,6.434471595849435,8.501987899194635,10.043660603610796,0.9280205655526992,0.05013210739613026,0.0007365531827103108,0.2184813149833037,0.3704813149833038,6,5
53,0.0,39,random,0.955,0.9545265088017958,1702144.7314357976,730080.0,1426464.0,1.2564102564102564,2.33144961022874,6.594137930568245,8.479293090111634,10.037007839664179,0.9236842105263158,0.051778665933180396,0.000754109434687457,0.2144813149833037,0.3704813149833038,6,6
53,0.0,40,random,0.956,0.9555972438686972,1755981.0484509794,748800.0,1463040.0,1.2625,2.3450601608586807,6.785033125696382,8.479293090111634,10.029053873200505,0.9280742459396751,0.05075903410339714,0.0008281550028380988,0.2519785400314511,0.4119785400314512,6,6
59,0.0,1,random,0.779,0.7533993643976143,36132.47427358825,18720.0,36576.0,1.1666666666666667,1.9301535402557828,0.15504134563971925,8.744149551468022,10.058738838310889,0.25,0.3803956656215095,0.02047743419077637,0.008799266740969956,0.012799266740969956,6,6
59,0.0,2,random,0.815,0.8030457024052705,86097.26931270532,37440.0,73152.0,1.25,2.299606552155591,0.3343677160444073,8.744149551468022,10.051266906210694,0.42857142857142855,0.2216195843727968,0.020871553590229915,0.011106825086060156,0.015106825086060156,6,6
59,0.0,3,random,0.86,0.8580041518593798,124066.3022433077,56160.0,109728.0,1.2222222222222223,2.2091578034777015,0.49188015121348283,8.744149551468022,10.044703888078649,0.5192307692307693,0.17262821128089575,0.011006367919144024,0.020728734512676435,0.028728734512676435,6,6
59,0.0,4,random,0.892,0.8917726587655682,154394.84766958846,74880.0,146304.0,1.1666666666666667,2.0618970041344613,0.6333729693529041,8.744149551468022,10.038808353989506,0.5454545454545454,0.1526043887506583,0.006937419642569005,0.016728734512676435,0.028728734512676435,6,6
59,0.0,5,random,0.884,0.8828974741990514,197576.13102596873,93600.0,182880.0,1.1666666666666667,2.1108561007047943,0.7989875286168114,8.744149551468022,10.03190774735351,0.5681818181818182,0.14954862340065647,0.008533138381997499,0.012728734512676435,0.028728734512676435,6,6
59,0.0,6,random,0.915,0.9150812426628571,247740.31176498168,112320.0,219456.0,1.1944444444444444,2.205665168847771,0.9786129775713435,8.744149551468022,10.024423353647071,0.6136363636363636,0.14780777457914862,0.004040829937821861,0.023093101769014652,0.04309310176901465,6,6
59,0.0,7,random,0.919,0.9191162083637223,290621.31943763554,131040.0,256032.0,1.2142857142857142,2.217806161764617,1.1483360090828327,8.744149551468022,10.017351560667427,0.65625,0.1148941722256657,0.002052637075214479,0.03345746902535286,0.05745746902535287,6,6
59,0.0,8,random,0.912,0.9120008422352213,327695.7996833278,149760.0,292608.0,1.2083333333333333,2.1881396880564083,1.3037680215242118,8.744149551468022,10.0108752268157,0.64,0.11817749393108637,0.0027055411055777814,0.029457469025352862,0.05745746902535287,6,6
59,0.0,9,random,0.917,0.9171933301367579,358499.8358786482,168480.0,329184.0,1.1851851851851851,2.1278480287194212,1.4459740758171924,8.744149551468022,10.004949974553496,0.6675824175824175,0.10153040854483465,0.0011708098633436991,0.025457469025352862,0.05745746902535287,6,6
59,0.0,10,random,0.915,0.9153475181603408,404717.8489618239,187200.0,365760.0,1.2,2.161954321377264,1.6196802732879685,8.722255362725647,9.997712216325546,0.6944444444444444,0.0954703236080453,0.0011776342206084789,0.03582183628169108,0.07182183628169109,6,6
59,0.0,11,random,0.919,0.9194822770274984,440060.5841523497,205920.0,402336.0,1.196969696969697,2.137046348836197,1.7736761370501668,8.700361173983273,9.991295722002121,0.7378048780487805,0.0831868836103386,0.000690607748026092,0.03758876924780949,0.07669559433386965,6,6
59,0.0,12,random,0.921,0.9213692228054761,486559.12671694224,224640.0,438912.0,1.2083333333333333,2.165950528476417,1.948086877199233,8.700361173983273,9.984028607829243,0.7769784172661871,0.0690077007438909,0.0004923453822429935,0.04869559433386965,0.09180241941992981,6,6
59,0.0,13,random,0.917,0.9173878284893272,525469.9538634946,243360.0,475488.0,1.205128205128205,2.159228935993979,2.107012003692233,8.700361173983273,9.9774067275587,0.8073248407643312,0.05072103006904792,0.0003754306971824104,0.044695594333869645,0.09180241941992981,6,6
