round,alive_nodes,dead_nodes,residual_energy_j,generated_packets,delivered_packets,energy_drops,pdr,avg_delay_s,throughput_bps
307,77,23,21.09603879112822,28792,28769,23,0.9992011669908308,0.017000336986511416,374840.39087947883
308,77,23,21.03934836373776,28869,28846,23,0.999203297654924,0.01700033691087517,374623.3766233766
309,76,24,20.982794884197293,28946,28922,24,0.9991708698956678,0.017000336832476048,374394.8220064725
310,76,24,20.927723022981105,29022,28998,24,0.9991730411412032,0.017000336754487873,374167.7419354839
311,76,24,20.872651161764917,29098,29074,24,0.9991752010447453,0.017000336676907427,373942.12218649517
312,76,24,20.81757930054873,29174,29150,24,0.9991773496949339,0.017000336599731516,373717.9487179487
313,76,24,20.762507439332534,29250,29226,24,0.9991794871794871,0.017000336522956985,373495.2076677316
314,76,24,20.70743557811635,29326,29302,24,0.9991816135852145,0.01700033644658071,373273.88535031845
315,76,24,20.652363716900155,29402,29378,24,0.9991837289980273,0.0170003363705996,373053.9682539682
316,76,24,20.597291855683967,29478,29454,24,0.9991858335029513,0.0170003362950106,372835.4430379747
317,75,25,20.54287391711452,29554,29529,25,0.99915409081681,0.017000336216790625,372605.67823343846
318,75,25,20.48938140581204,29629,29604,25,0.9991562320699315,0.01700033613896698,372377.358490566
319,74,26,20.43701347374247,29704,29678,26,0.9991246970105037,0.017000336058548376,372137.9310344828
320,73,27,20.385410584420153,29778,29751,27,0.9990932903485795,0.017000335975565446,371887.5
321,72,28,20.335487095138724,29851,29823,28,0.9990620079729322,0.017000335890040446,371626.1682242991
322,71,29,20.286852614607735,29923,29894,29,0.99903084583765,0.017000335801997998,371354.03726708074
323,71,29,20.239606815274215,29994,29965,29,0.9990331399613256,0.017000335714372768,371083.59133126936
324,71,29,20.192361015940694,30065,30036,29,0.9990354232496258,0.017000335627161803,370814.81481481483
325,71,29,20.14511521660718,30136,30107,29,0.9990376957791346,0.01700033554036217,370547.6923076923
326,71,29,20.097869417273664,30207,30178,29,0.9990399576257158,0.017000335453970963,370282.20858895703
327,71,29,20.050623617940154,30278,30249,29,0.9990422088645221,0.017000335367985314,370018.34862385324
328,71,29,20.003377818606637,30349,30320,29,0.9990444495700023,0.017000335282402367,369756.0975609756
329,71,29,19.956132019273117,30420,30391,29,0.9990466798159106,0.0170003351972193,369495.44072948326
330,71,29,19.908886219939603,30491,30462,29,0.9990488996753141,0.017000335112433314,369236.36363636365
331,70,30,19.862552123499025,30562,30532,30,0.9990183888488974,0.01700033502525157,368966.7673716012
332,70,30,19.816819652573045,30632,30602,30,0.9990206320188039,0.01700033493846867,368698.7951807229
333,70,30,19.771087181647054,30702,30672,30,0.9990228649599374,0.017000334852081883,368432.4324324324
334,70,30,19.72535471072107,30772,30742,30,0.9990250877421032,0.017000334766088504,368167.6646706587
335,70,30,19.679622239795084,30842,30812,30,0.9990273004344725,0.017000334680485854,367904.4776119403
336,70,30,19.633889768869103,30912,30882,30,0.99902950310559,0.017000334595271272,367642.85714285716
337,70,30,19.588157297943116,30982,30952,30,0.9990316958233814,0.017000334510442125,367382.7893175074
338,70,30,19.54242482701713,31052,31022,30,0.9990338786551591,0.017000334425995807,367124.2603550296
339,70,30,19.49669235609115,31122,31092,30,0.9990360516676307,0.017000334341929733,366867.2566371681
340,70,30,19.450959885165158,31192,31162,30,0.9990382149269044,0.017000334258241337,366611.76470588235
341,70,30,19.40522741423918,31262,31232,30,0.9990403684984965,0.01700033417492808,366357.77126099705
342,70,30,19.35949494331319,31332,31302,30,0.9990425124473382,0.017000334091987448,366105.2631578947
343,70,30,19.313762472387204,31402,31372,30,0.999044646837781,0.017000334009416945,365854.2274052478
344,70,30,19.268030001461227,31472,31442,30,0.9990467717336045,0.0170003339272141,365604.6511627907
345,70,30,19.222297530535236,31542,31512,30,0.9990488871980217,0.01700033384537646,365356.52173913043
346,70,30,19.176565059609253,31612,31582,30,0.999050993293686,0.017000333763901598,365109.82658959535
347,70,30,19.13083258868327,31682,31652,30,0.9990530900826968,0.017000333682787108,364864.55331412103
348,69,31,19.085729328461998,31752,31721,31,0.999023683547493,0.01700033359949278,364609.1954022989
349,69,31,19.04143544722194,31821,31790,31,0.9990258005719493,0.017000333516560034,364355.30085959885
350,69,31,18.997141565981895,31890,31859,31,0.9990279084352461,0.017000333433986513,364102.85714285716
351,69,31,18.95284768474184,31959,31928,31,0.9990300071967207,0.017000333351769897,363851.85185185185
352,69,31,18.90855380350179,32028,31997,31,0.9990320969151992,0.017000333269907873,363602.2727272727
353,68,32,18.865401328121187,32097,32065,32,0.9990030220892918,0.017000333185924272,363342.776203966
354,68,32,18.822527110920397,32165,32133,32,0.9990051297994714,0.017000333102296126,363084.74576271186
355,68,32,18.779652893719614,32233,32201,32,0.9990072286166352,0.01700033301902118,362828.1690140845
356,68,32,18.736778676518817,32301,32269,32,0.9990093185969474,0.017000332936097203,362573.03370786516
357,68,32,18.693904459318027,32369,32337,32,0.9990113997961012,0.017000332853521982,362319.32773109246
358,68,32,18.651030242117237,32437,32405,32,0.999013472269322,0.017000332771293317,362067.03910614527
359,68,32,18.60815602491645,32505,32473,32,0.9990155360713736,0.017000332689409033,361816.15598885796
360,67,33,18.565775185437772,32573,32540,33,0.9989868909833297,0.017000332605488472,361555.55555555556
361,67,33,18.524291227619546,32640,32607,33,0.9989889705882353,0.017000332521912787,361296.39889196673
362,67,33,18.48280726980132,32707,32674,33,0.9989910416730363,0.017000332438679856,361038.67403314915
363,67,33,18.44132331198309,32774,32741,33,0.998993104289986,0.017000332355787576,360782.3691460055
364,67,33,18.39983935416486,32841,32808,33,0.9989951584909108,0.01700033227323386,360527.47252747254
365,67,33,18.358355396346628,32908,32875,33,0.9989972043272153,0.017000332191016633,360273.9726027397
366,67,33,18.31687143852841,32975,32942,33,0.9989992418498863,0.017000332109133844,360021.8579234973
367,67,33,18.275387480710176,33042,33009,33,0.999001271109497,0.017000332027583463,359771.1171662125
368,67,33,18.233903522891946,33109,33076,33,0.9990032921562113,0.017000331946363464,359521.73913043475
369,67,33,18.19241956507372,33176,33143,33,0.9990053050397878,0.017000331865471844,359273.7127371274
370,67,33,18.15093560725549,33243,33210,33,0.999007309809584,0.017000331784906612,359027.02702702704
371,66,34,18.11027570171386,33310,33276,34,0.9989792854998499,0.0170003317024185,358770.8894878706
372,66,34,18.070141673955675,33376,33342,34,0.9989813039309684,0.01700033162025695,358516.12903225806
373,66,34,18.03000764619749,33442,33408,34,0.998983314395072,0.017000331538420035,358262.73458445043
374,66,34,17.989873618439304,33508,33474,34,0.9989853169392384,0.01700033145690583,358010.69518716575
375,66,34,17.949739590681126,33574,33540,34,0.9989873116101745,0.017000331375712434,357760.0
376,66,34,17.90960556292294,33640,33606,34,0.9989892984542211,0.017000331294837957,357510.6382978723
377,66,34,17.869471535164752,33706,33672,34,0.998991277517356,0.017000331214280517,357262.599469496
378,66,34,17.829337507406574,33772,33738,34,0.9989932488451972,0.017000331134038264,357015.873015873
379,66,34,17.78920347964839,33838,33804,34,0.9989952124830073,0.017000331054109342,356770.44854881265
380,66,34,17.749069451890207,33904,33870,34,0.9989971684756961,0.017000330974491926,356526.3157894737
381,66,34,17.70893542413202,33970,33936,34,0.9989991168678245,0.01700033089518419,356283.46456692915
382,66,34,17.668801396373837,34036,34002,34,0.9990010577036079,0.017000330816184343,356041.8848167539
383,66,34,17.628667368615652,34102,34068,34,0.9990029910269193,0.017000330737490587,355801.56657963444
384,66,34,17.588533340857467,34168,34134,34,0.9990049168812924,0.01700033065910115,355562.5
385,66,34,17.548399313099285,34234,34200,34,0.9990068353099258,0.017000330581014265,355324.67532467534
386,66,34,17.508265285341103,34300,34266,34,0.9990087463556852,0.01700033050322819,355088.0829015544
387,66,34,17.468131257582918,34366,34332,34,0.9990106500611069,0.017000330425741186,354852.7131782946
388,66,34,17.427997229824733,34432,34398,34,0.9990125464684015,0.017000330348551536,354618.55670103093
389,65,35,17.388869228775846,34498,34463,35,0.9989854484317932,0.017000330269608333,354375.32133676094
390,65,35,17.35002313424828,34563,34528,35,0.998987356421607,0.017000330190962355,354133.3333333333
391,65,35,17.311177039720707,34628,34593,35,0.9989892572484694,0.01700033011261193,353892.5831202046
392,65,35,17.27233094519314,34693,34658,35,0.9989911509526418,0.01700033003455539,353653.0612244898
393,65,35,17.23348485066557,34758,34723,35,0.9989930375740836,0.01700032995679109,353414.7582697201
394,65,35,17.194638756138005,34823,34788,35,0.9989949171524567,0.017000329879317384,353177.6649746193
395,65,35,17.155792661610434,34888,34853,35,0.9989967897271268,0.017000329802132657,352941.7721518987
396,65,35,17.116946567082866,34953,34918,35,0.998998655337167,0.017000329725235287,352707.0707070707
397,65,35,17.078100472555295,35018,34983,35,0.9990005140213605,0.017000329648623674,352473.55163727957
398,65,35,17.039254378027728,35083,35048,35,0.9990023658182026,0.01700032957229623,352241.20603015076
399,65,35,17.00040828350016,35148,35113,35,0.9990042107659042,0.01700032949625137,352010.02506265667
400,65,35,16.96156218897259,35213,35178,35,0.999006048902394,0.01700032942048754,351780.0
401,65,35,16.922716094445022,35278,35243,35,0.9990078802653212,0.017000329345003177,351551.12219451374
402,65,35,16.88386999991745,35343,35308,35,0.9990097048920579,0.017000329269796735,351323.3830845771
403,65,35,16.845023905389887,35408,35373,35,0.9990115228197017,0.01700032919486669,351096.77419354836
404,65,35,16.806177810862316,35473,35438,35,0.9990133340850788,0.017000329120211516,350871.28712871287
405,65,35,16.767331716334752,35538,35503,35,0.9990151387247453,0.017000329045829703,350646.9135802469
406,65,35,16.72848562180718,35603,35568,35,0.9990169367749909,0.017000328971719752,350423.64532019704
407,65,35,16.68963952727961,35668,35633,35,0.9990187282718404,0.01700032889788018,350201.4742014742
408,65,35,16.650793432752046,35733,35698,35,0.9990205132510565,0.0170003288243095,349980.39215686277
409,65,35,16.61194733822447,35798,35763,35,0.9990222917481424,0.01700032875100626,349760.391198044
410,65,35,16.573101243696907,35863,35828,35,0.9990240637983437,0.017000328677968995,349541.46341463417
411,65,35,16.534255149169336,35928,35893,35,0.9990258294366511,0.01700032860519626,349323.600973236
412,65,35,16.49540905464177,35993,35958,35,0.9990275886978024,0.017000328532686623,349106.7961165049
413,65,35,16.456562960114198,36058,36023,35,0.9990293416162849,0.01700032846043866,348891.04116222763
414,65,35,16.41771686558663,36123,36088,35,0.9990310882263378,0.017000328388450957,348676.32850241545
415,65,35,16.378870771059063,36188,36153,35,0.9990328285619542,0.01700032831672211,348462.6506024096
416,65,35,16.340024676531492,36253,36218,35,0.9990345626568836,0.01700032824525072,348250.0
417,65,35,16.301178582003928,36318,36283,35,0.9990362905446335,0.01700032817403541,348038.36930455634
418,65,35,16.262332487476357,36383,36348,35,0.9990380122584723,0.017000328103074808,347827.75119617226
419,65,35,16.22348639294879,36448,36413,35,0.9990397278314311,0.01700032803236754,347618.138424821
420,65,35,16.18464029842122,36513,36478,35,0.9990414372963055,0.017000327961912264,347409.5238095238
421,65,35,16.14579420389365,36578,36543,35,0.999043140685658,0.017000327891707627,347201.9002375297
422,64,36,16.10797397548501,36643,36607,36,0.9990175476898726,0.017000327820018826,346985.78199052135
423,64,36,16.07031514604303,36707,36671,36,0.9990192606314872,0.017000327748580256,346770.6855791962
424,64,36,16.03265631660105,36771,36735,36,0.9990209676103451,0.017000327677390605,346556.6037735849
425,64,36,15.99499748715907,36835,36799,36,0.9990226686575268,0.017000327606448578,346343.5294117647
426,63,37,15.958511248793899,36899,36862,37,0.9989972627984498,0.017000327534052808,346122.06572769955
427,63,37,15.922028880833318,36962,36925,37,0.9989989719171041,0.017000327461904077,345901.6393442623
428,63,37,15.885546512872743,37025,36988,37,0.9990006752194464,0.01700032739000112,345682.2429906542
429,63,37,15.849064144912164,37088,37051,37,0.9990023727351165,0.017000327318342685,345463.8694638695
430,63,37,15.812581776951587,37151,37114,37,0.9990040644935534,0.017000327246927526,345246.511627907
431,63,37,15.77609940899101,37214,37177,37,0.9990057505239963,0.017000327175754407,345030.162412993
432,63,37,15.739617041030428,37277,37240,37,0.9990074308554873,0.017000327104822098,344814.81481481483
433,63,37,15.703134673069851,37340,37303,37,0.9990091055168719,0.017000327034129382,344600.46189376444
434,63,37,15.666652305109274,37403,37366,37,0.9990107745368019,0.017000326963675046,344387.0967741936
435,63,37,15.630169937148697,37466,37429,37,0.9990124379437356,0.017000326893457884,344174.7126436782
436,63,37,15.59368756918812,37529,37492,37,0.999014095765941,0.0170003268234767,343963.3027522936
437,63,37,15.557205201227543,37592,37555,37,0.9990157480314961,0.01700032675373031,343752.86041189934
438,62,38,15.521259718183511,37655,37617,38,0.9989908378701368,0.01700032668261958,343534.2465753425
439,62,38,15.485920128499002,37717,37679,38,0.9989924967521276,0.01700032661174287,343316.62870159454
440,62,38,15.450580538814487,37779,37741,38,0.9989941501892586,0.01700032654109903,343100.0
441,62,38,15.415240949129974,37841,37803,38,0.9989957982082925,0.017000326470686913,342884.3537414966
442,62,38,15.379901359445462,37903,37865,38,0.9989974408358178,0.017000326400505382,342669.6832579186
443,62,38,15.344561769760949,37965,37927,38,0.9989990780982484,0.017000326330553303,342455.98194130923
444,62,38,15.309222180076436,38027,37989,38,0.9990007100218266,0.017000326260829556,342243.24324324325
445,62,38,15.273882590391926,38089,38051,38,0.9990023366326236,0.017000326191333022,342031.4606741573
446,62,38,15.238543000707411,38151,38113,38,0.9990039579565411,0.017000326122062596,341820.6278026906
447,61,39,15.203777535891737,38213,38174,39,0.9989794049145578,0.017000326051488168,341601.78970917227
448,61,39,15.169557798835568,38274,38235,39,0.998981031509641,0.017000325981138927,341383.9285714286
449,61,39,15.135338061779397,38335,38296,39,0.9989826529281336,0.0170003259110138,341167.03786191536
450,61,39,15.101118324723224,38396,38357,39,0.9989842691947077,0.017000325841111715,340951.1111111111
451,61,39,15.066898587667055,38457,38418,39,0.9989858803338794,0.017000325771431613,340736.1419068736
452,61,39,15.032678850610885,38518,38479,39,0.9989874863700088,0.01700032570197243,340522.1238938053
453,61,39,14.998459113554713,38579,38540,39,0.9989890873273024,0.01700032563273313,340309.05077262694
454,60,40,14.965195988706762,38640,38600,40,0.9989648033126294,0.017000325562232608,340088.1057268722
455,60,40,14.932079680311844,38700,38660,40,0.9989664082687338,0.01700032549195092,339868.13186813187
456,60,40,14.898963371916924,38760,38720,40,0.9989680082559339,0.017000325421887046,339649.1228070175
457,60,40,14.865847063522006,38820,38780,40,0.9989696032972695,0.017000325352039977,339431.0722100657
458,60,40,14.832730755127084,38880,38840,40,0.9989711934156379,0.017000325282408708,339213.97379912663
459,60,40,14.799614446732164,38940,38900,40,0.9989727786337956,0.01700032521299224,338997.8213507625
460,60,40,14.766498138337248,39000,38960,40,0.9989743589743589,0.017000325143789578,338782.60869565216
461,60,40,14.73338182994233,39060,39020,40,0.9989759344598055,0.01700032507479974,338568.32971800433
462,60,40,14.70026552154741,39120,39080,40,0.9989775051124744,0.017000325006021742,338354.9783549784
463,60,40,14.667149213152491,39180,39140,40,0.9989790709545686,0.017000324937454615,338142.5485961123
464,60,40,14.634032904757573,39240,39200,40,0.9989806320081549,0.017000324869097385,337931.0344827586
465,60,40,14.600916596362653,39300,39260,40,0.9989821882951654,0.017000324800949092,337720.4301075269
466,60,40,14.567800287967733,39360,39320,40,0.9989837398373984,0.01700032473300878,337510.7296137339
467,60,40,14.534683979572815,39420,39380,40,0.9989852866565195,0.0170003246652755,337301.9271948608
468,60,40,14.501567671177899,39480,39440,40,0.9989868287740629,0.0170003245977483,337094.0170940171
469,60,40,14.468451362782977,39540,39500,40,0.9989883662114315,0.01700032453042625,336886.99360341154
470,60,40,14.435335054388057,39600,39560,40,0.998989898989899,0.01700032446330841,336680.8510638298
471,60,40,14.40221874599314,39660,39620,40,0.9989914271306102,0.017000324396393856,336475.5838641189
472,60,40,14.36910243759822,39720,39680,40,0.998992950654582,0.017000324329681665,336271.18644067796
473,60,40,14.335986129203299,39780,39740,40,0.9989944695827049,0.01700032426317092,336067.6532769556
474,60,40,14.302869820808382,39840,39800,40,0.998995983935743,0.01700032419686071,335864.97890295356
475,60,40,14.269753512413462,39900,39860,40,0.9989974937343359,0.017000324130750127,335663.15789473685
476,60,40,14.236637204018542,39960,39920,40,0.998998998998999,0.017000324064838274,335462.18487394956
477,59,41,14.20384239725352,40020,39979,41,0.998975512243878,0.017000323997803973,335253.66876310273
478,59,41,14.17177498089556,40079,40038,41,0.9989770203847401,0.017000323930967235,335046.0251046025
479,59,41,14.139707564537602,40138,40097,41,0.998978524091883,0.017000323864327187,334839.248434238
480,59,41,14.107640148179643,40197,40156,41,0.9989800233848297,0.017000323797882962,334633.3333333333
481,59,41,14.075572731821682,40256,40215,41,0.9989815182829889,0.017000323731633703,334428.2744282744
482,59,41,14.043505315463724,40315,40274,41,0.9989830088056555,0.01700032366557855,334224.0663900415
483,59,41,14.011437899105765,40374,40333,41,0.9989844949720117,0.01700032359971665,334020.7039337474
484,59,41,13.979370482747804,40433,40392,41,0.9989859768011278,0.017000323534047155,333818.1818181818
485,59,41,13.947303066389846,40492,40451,41,0.9989874543119629,0.017000323468569226,333616.4948453608
486,59,41,13.915235650031887,40551,40510,41,0.9989889275233657,0.017000323403282024,333415.6378600823
487,59,41,13.88316823367393,40610,40569,41,0.9989903964540754,0.01700032333818472,333215.60574948665
488,59,41,13.851100817315968,40669,40628,41,0.9989918611227224,0.017000323273276483,333016.39344262297
489,59,41,13.81903340095801,40728,40687,41,0.9989933215478295,0.017000323208556493,332817.9959100204
490,59,41,13.786965984600052,40787,40746,41,0.9989947777478118,0.017000323144023933,332620.4081632653
491,59,41,13.754898568242092,40846,40805,41,0.9989962297409783,0.017000323079677988,332423.6252545825
492,59,41,13.722831151884133,40905,40864,41,0.9989976775455324,0.01700032301551785,332227.64227642276
493,59,41,13.690763735526172,40964,40923,41,0.9989991211795723,0.01700032295154271,332032.45436105476
494,59,41,13.658696319168214,41023,40982,41,0.9990005606610926,0.01700032288775178,331838.056680162
495,59,41,13.626628902810257,41082,41041,41,0.999001996007984,0.01700032282414426,331644.44444444444
496,58,42,13.59532323055332,41141,41099,42,0.9989791205853042,0.0170003227595129,331443.5483870968
497,58,42,13.564265414485886,41199,41157,42,0.9989805577805286,0.0170003226950637,331243.4607645875
498,58,42,13.533207598418453,41257,41215,42,0.9989819909348716,0.017000322630795893,331044.1767068273
499,58,42,13.502149782351019,41315,41273,42,0.9989834200653516,0.017000322566708716,330845.69138276554
500,58,42,13.471091966283588,41373,41331,42,0.9989848451888913,0.017000322502801406,330648.0
501,58,42,13.440034150216155,41431,41389,42,0.998986266322319,0.017000322439073207,330451.09780439123
502,58,42,13.408976334148724,41489,41447,42,0.9989876834823688,0.017000322375523368,330254.98007968126
503,58,42,13.37791851808129,41547,41505,42,0.9989890966856813,0.01700032231215114,330059.6421471173
504,58,42,13.346860702013856,41605,41563,42,0.9989905059488042,0.01700032224895578,329865.07936507935
505,58,42,13.315802885946423,41663,41621,42,0.9989919112881933,0.017000322185936553,329671.28712871287
506,58,42,13.284745069878992,41721,41679,42,0.9989933127202129,0.017000322123092715,329478.26086956525
507,58,42,13.253687253811558,41779,41737,42,0.998994710261136,0.01700032206042354,329285.99605522683
508,58,42,13.222629437744128,41837,41795,42,0.9989961039271458,0.0170003219979283,329094.48818897636
509,58,42,13.191571621676694,41895,41853,42,0.9989974937343359,0.017000321935606275,328903.7328094303
510,58,42,13.160513805609261,41953,41911,42,0.9989988796987105,0.01700032187345674,328713.7254901961
511,58,42,13.129455989541826,42011,41969,42,0.9990002618361857,0.017000321811478987,328524.4618395303
512,58,42,13.098398173474395,42069,42027,42,0.9990016401625901,0.017000321749672295,328335.9375
513,58,42,13.06734035740696,42127,42085,42,0.9990030146936644,0.017000321688035967,328148.14814814815
514,58,42,13.036282541339528,42185,42143,42,0.9990043854450634,0.017000321626569295,327961.0894941634
515,58,42,13.005224725272095,42243,42201,42,0.9990057524323557,0.017000321565271575,327774.7572815534
516,58,42,12.974166909204662,42301,42259,42,0.9990071156710243,0.01700032150414212,327589.1472868217
517,58,42,12.943109093137231,42359,42317,42,0.9990084751764678,0.017000321443180234,327404.25531914894
518,58,42,12.912051277069796,42417,42375,42,0.9990098309640003,0.017000321382385226,327220.0772200772
519,58,42,12.880993461002365,42475,42433,42,0.9990111830488523,0.017000321321756415,327036.60886319843
520,58,42,12.849935644934932,42533,42491,42,0.9990125314461712,0.017000321261293125,326853.8461538461
521,58,42,12.8188778288675,42591,42549,42,0.999013876171022,0.017000321200994668,326671.78502879076
522,58,42,12.787820012800065,42649,42607,42,0.9990152172383878,0.01700032114086038,326490.4214559387
523,58,42,12.756762196732632,42707,42665,42,0.99901655466317,0.01700032108088959,326309.75143403444
524,58,42,12.7257043806652,42765,42723,42,0.9990178884601895,0.01700032102108163,326129.7709923664
525,58,42,12.694646564597768,42823,42781,42,0.9990192186441865,0.017000320961435833,325950.4761904762
526,58,42,12.663588748530335,42881,42839,42,0.9990205452298221,0.01700032090195155,325771.8631178707
527,58,42,12.632530932462902,42939,42897,42,0.9990218682316775,0.017000320842628123,325593.92789373815
528,58,42,12.60147311639547,42997,42955,42,0.9990231876642557,0.017000320783464896,325416.6666666667
529,58,42,12.570415300328035,43055,43013,42,0.9990245035419811,0.017000320724461223,325240.07561436674
530,58,42,12.539357484260602,43113,43071,42,0.9990258158792011,0.017000320665616464,325064.1509433962
531,58,42,12.50829966819317,43171,43129,42,0.9990271246901855,0.01700032060692997,324888.8888888889
532,58,42,12.477241852125736,43229,43187,42,0.9990284299891277,0.017000320548401112,324714.28571428574
533,58,42,12.446184036058304,43287,43245,42,0.9990297317901449,0.01700032049002925,324540.33771106944
534,58,42,12.415126219990873,43345,43303,42,0.9990310301072788,0.017000320431813754,324367.0411985019
535,58,42,12.38406840392344,43403,43361,42,0.9990323249544962,0.017000320373753996,324194.3925233645
536,58,42,12.353010587856007,43461,43419,42,0.9990336163456892,0.017000320315849353,324022.3880597015
537,58,42,12.321952771788572,43519,43477,42,0.9990349042946759,0.017000320258099205,323851.0242085661
538,58,42,12.29089495572114,43577,43535,42,0.9990361888152007,0.017000320200502933,323680.2973977695
539,58,42,12.259837139653706,43635,43593,42,0.999037469920935,0.017000320143059924,323510.20408163266
540,58,42,12.228779323586277,43693,43651,42,0.9990387476254777,0.017000320085769568,323340.74074074073
541,58,42,12.19772150751884,43751,43709,42,0.9990400219423556,0.017000320028631253,323171.90388170053
542,58,42,12.16666369145141,43809,43767,42,0.9990412928850236,0.017000319971644376,323003.69003690034
543,58,42,12.135605875383977,43867,43825,42,0.9990425604668658,0.01700031991480834,322836.09576427256
544,57,43,12.104978129722966,43925,43882,43,0.9990210586226522,0.017000319857171906,322661.76470588235
545,57,43,12.07484022187319,43982,43939,43,0.99902232731572,0.01700031979968501,322488.0733944954
546,57,43,12.044702314023414,44039,43996,43,0.9990235927246305,0.01700031974234707,322315.01831501833
547,56,44,12.01469010637769,44096,44052,44,0.9990021770682148,0.01700031968422263,322135.28336380253
548,56,44,11.985466505109642,44152,44108,44,0.9990034426526545,0.017000319626245777,321956.20437956206
549,56,44,11.956242903841595,44208,44164,44,0.9990047050307637,0.017000319568415957,321777.77777777775
550,56,44,11.927019302573548,44264,44220,44,0.9990059642147118,0.017000319510732605,321600.0
551,56,44,11.8977957013055,44320,44276,44,0.9990072202166065,0.01700031945319517,321422.8675136116
552,56,44,11.86857210003745,44376,44332,44,0.9990084730484947,0.017000319395803095,321246.3768115942
553,55,45,11.839643121339313,44432,44387,45,0.9989872164205977,0.01700031933764769,321063.2911392405
554,55,45,11.811324211974645,44487,44442,45,0.9989884685413717,0.017000319279636234,320880.8664259928
555,55,45,11.783005302609979,44542,44497,45,0.998989717569934,0.017000319221768184,320699.0990990991
556,55,45,11.754686393245311,44597,44552,45,0.9989909635177254,0.01700031916404301,320517.9856115108
557,54,46,11.726978745417497,44652,44606,46,0.9989698109827108,0.017000319105568318,320330.34111310594
558,54,46,11.699558599538536,44706,44660,46,0.9989710553393281,0.017000319047235028,320143.36917562725
559,54,46,11.672138453659572,44760,44714,46,0.9989722966934763,0.017000318989042636,319957.0661896243
560,54,46,11.644718307780607,44814,44768,46,0.9989735350560093,0.017000318930990632,319771.4285714286
561,54,46,11.617298161901644,44868,44822,46,0.9989747704377284,0.017000318873078502,319586.4527629234
562,54,46,11.58987801602268,44922,44876,46,0.9989760028493834,0.01700031881530575,319402.13523131673
563,54,46,11.562457870143717,44976,44930,46,0.998977232301672,0.017000318757671863,319218.4724689165
564,54,46,11.535037724264754,45030,44984,46,0.9989784588052409,0.01700031870017635,319035.4609929078
565,54,46,11.507617578385792,45084,45038,46,0.9989796823706858,0.01700031864281871,318853.09734513273
566,54,46,11.48019743250683,45138,45092,46,0.9989809030085516,0.017000318585598445,318671.3780918728
567,54,46,11.452777286627864,45192,45146,46,0.9989821207293327,0.01700031852851507,318490.29982363316
568,54,46,11.425357140748902,45246,45200,46,0.9989833355434734,0.017000318471568084,318309.8591549296
569,54,46,11.397936994869939,45300,45254,46,0.9989845474613687,0.017000318414757003,318130.0527240773
570,54,46,11.370516848990976,45354,45308,46,0.9989857564933633,0.017000318358081343,317950.8771929825
571,54,46,11.34309670311201,45408,45362,46,0.9989869626497534,0.01700031830154062,317772.3292469352
572,54,46,11.315676557233047,45462,45416,46,0.9989881659407858,0.01700031824513435,317594.4055944056
573,54,46,11.288256411354087,45516,45470,46,0.9989893663766588,0.01700031818886206,317417.1029668412
574,54,46,11.260836265475124,45570,45524,46,0.9989905639675225,0.017000318132723263,317240.4181184669
575,54,46,11.23341611959616,45624,45578,46,0.9989917587234789,0.017000318076717494,317064.347826087
576,54,46,11.205995973717197,45678,45632,46,0.998992950654582,0.017000318020844278,316888.8888888889
577,54,46,11.178575827838234,45732,45686,46,0.9989941397708388,0.01700031796510314,316714.0381282496
578,54,46,11.151155681959269,45786,45740,46,0.9989953260822085,0.01700031790949362,316539.79238754325
579,54,46,11.123735536080305,45840,45794,46,0.9989965095986039,0.01700031785401525,316366.14853195165
580,53,47,11.096983568042234,45894,45847,47,0.998975900989236,0.01700031779787281,316186.2068965517
581,53,47,11.070426643159548,45947,45900,47,0.9989770822904651,0.017000317741860022,316006.8846815835
582,53,47,11.043869718276861,46000,45953,47,0.9989782608695652,0.017000317685976443,315828.1786941581
583,53,47,11.017312793394174,46053,46006,47,0.9989794367359347,0.01700031763022162,315650.0857632933
584,53,47,10.990755868511489,46106,46059,47,0.9989806098989286,0.01700031757459511,315472.602739726
585,53,47,10.964198943628803,46159,46112,47,0.9989817803678589,0.01700031751909647,315295.7264957265
586,53,47,10.937642018746116,46212,46165,47,0.9989829481519952,0.017000317463725264,315119.45392491465
587,53,47,10.91108509386343,46265,46218,47,0.9989841132605641,0.017000317408481052,314943.7819420784
588,53,47,10.884528168980744,46318,46271,47,0.9989852757027505,0.01700031735336339,314768.7074829932
589,53,47,10.857971244098062,46371,46324,47,0.998986435487697,0.017000317298371856,314594.2275042445
590,53,47,10.831414319215375,46424,46377,47,0.9989875926245045,0.01700031724350601,314420.33898305084
591,53,47,10.80485739433269,46477,46430,47,0.9989887471222325,0.017000317188765424,314247.0389170897
592,53,47,10.778300469450002,46530,46483,47,0.998989898989899,0.017000317134149668,314074.3243243243
593,53,47,10.751743544567317,46583,46536,47,0.9989910482364811,0.017000317079658316,313902.192242833
594,53,47,10.72518661968463,46636,46589,47,0.9989921948709152,0.017000317025290944,313730.63973063976
595,53,47,10.698629694801944,46689,46642,47,0.9989933389020969,0.017000316971047126,313559.66386554623
596,53,47,10.67207276991926,46742,46695,47,0.9989944803388815,0.017000316916926446,313389.26174496644
597,53,47,10.645515845036575,46795,46748,47,0.9989956191900844,0.017000316862928484,313219.43048576213
598,52,48,10.61969084840552,46848,46800,48,0.9989754098360656,0.01700031680832804,313043.47826086957
