round,alive_nodes,dead_nodes,residual_energy_j,generated_packets,delivered_packets,energy_drops,pdr,avg_delay_s,throughput_bps
599,51,49,10.594302667620932,46900,46851,49,0.998955223880597,0.017000316753129702,312861.43572621036
600,51,49,10.569418364895759,46951,46902,49,0.998956358757002,0.017000316698051406,312680.0
601,51,49,10.544534062170582,47002,46953,49,0.9989574911705885,0.01700031664309276,312499.1680532446
602,51,49,10.519649759445407,47053,47004,49,0.9989586211293647,0.017000316588253378,312318.9368770764
603,51,49,10.49476545672024,47104,47055,49,0.9989597486413043,0.01700031653353287,312139.30348258704
604,51,49,10.469881153995063,47155,47106,49,0.9989608737143463,0.017000316478930848,311960.26490066224
605,51,49,10.44499685126989,47206,47157,49,0.9989619963563954,0.01700031642444693,311781.8181818182
606,51,49,10.420112548544715,47257,47208,49,0.9989631165753222,0.01700031637008073,311603.9603960396
607,51,49,10.395228245819542,47308,47259,49,0.9989642343789634,0.017000316315831872,311426.68863261945
608,51,49,10.370343943094369,47359,47310,49,0.998965349775122,0.017000316261699976,311250.0
609,51,49,10.345459640369194,47410,47361,49,0.9989664627715672,0.017000316207684663,311073.89162561577
610,51,49,10.320575337644023,47461,47412,49,0.998967573376035,0.01700031615378555,310898.3606557377
611,51,49,10.29569103491885,47512,47463,49,0.9989686815962283,0.017000316100002275,310723.40425531915
612,51,49,10.270806732193675,47563,47514,49,0.9989697874398167,0.017000316046334455,310549.01960784313
613,51,49,10.2459224294685,47614,47565,49,0.9989708909144369,0.017000315992781723,310375.20391517127
614,51,49,10.221038126743327,47665,47616,49,0.9989719920276933,0.01700031593934371,310201.95439739415
615,51,49,10.196153824018152,47716,47667,49,0.9989730907871573,0.017000315886020044,310029.26829268294
616,51,49,10.171269521292977,47767,47718,49,0.9989741872003685,0.01700031583281036,309857.14285714284
617,51,49,10.146385218567806,47818,47769,49,0.9989752812748337,0.017000315779714295,309685.57536466775
618,51,49,10.121500915842633,47869,47820,49,0.9989763730180283,0.017000315726731483,309514.5631067961
619,51,49,10.09661661311746,47920,47871,49,0.9989774624373957,0.017000315673861562,309344.10339256865
620,51,49,10.071732310392285,47971,47922,49,0.9989785495403473,0.017000315621104174,309174.1935483871
621,51,49,10.046848007667112,48022,47973,49,0.9989796343342635,0.01700031556845896,309004.8309178744
622,51,49,10.021963704941939,48073,48024,49,0.998980716826493,0.017000315515925558,308836.01286173635
623,51,49,9.997079402216764,48124,48075,49,0.9989817970243537,0.017000315463503616,308667.73675762437
624,51,49,9.972195099491591,48175,48126,49,0.9989828749351324,0.01700031541119278,308500.0
625,51,49,9.947310796766418,48226,48177,49,0.9989839505660847,0.017000315358992695,308332.8
626,51,49,9.922426494041243,48277,48228,49,0.9989850239244361,0.01700031530690301,308166.1341853035
627,51,49,9.897542191316068,48328,48279,49,0.9989860950173812,0.017000315254923376,308000.0
628,51,49,9.872657888590895,48379,48330,49,0.9989871638520846,0.017000315203053448,307834.3949044586
629,51,49,9.847773585865722,48430,48381,49,0.9989882304356804,0.017000315151292873,307669.3163751987
630,51,49,9.82288928314055,48481,48432,49,0.9989892947752728,0.017000315099641308,307504.7619047619
631,51,49,9.798004980415376,48532,48483,49,0.9989903568779362,0.01700031504809841,307340.7290015848
632,51,49,9.773120677690203,48583,48534,49,0.9989914167507152,0.017000314996663834,307177.2151898734
633,51,49,9.748236374965028,48634,48585,49,0.9989924744006251,0.01700031494533724,307014.21800947865
634,51,49,9.723352072239855,48685,48636,49,0.9989935298346513,0.017000314894118292,306851.73501577287
635,51,49,9.69846776951468,48736,48687,49,0.9989945830597505,0.017000314843006646,306689.76377952757
636,51,49,9.673583466789507,48787,48738,49,0.99899563408285,0.01700031479200197,306528.30188679247
637,50,50,9.64915712793424,48838,48788,50,0.9989762070518858,0.017000314740516716,306361.06750392466
638,50,50,9.625058473503996,48888,48838,50,0.9989772541318933,0.01700031468913689,306194.35736677115
639,50,50,9.60095981907375,48938,48888,50,0.9989782990722955,0.017000314637862154,306028.1690140845
640,50,50,9.576861164643507,48988,48938,50,0.998979341879644,0.017000314586692197,305862.5
641,50,50,9.552762510213263,49038,48988,50,0.9989803825604633,0.01700031453562669,305697.3478939158
642,50,50,9.528663855783016,49088,49038,50,0.9989814211212517,0.017000314484665324,305532.7102803738
643,50,50,9.50456520135277,49138,49088,50,0.9989824575684806,0.01700031443380777,305368.5847589425
644,50,50,9.480466546922528,49188,49138,50,0.9989834919085956,0.017000314383053716,305204.9689440994
645,50,50,9.456367892492286,49238,49188,50,0.9989845241480158,0.017000314332402844,305041.8604651163
646,50,50,9.43226923806204,49288,49238,50,0.9989855542931342,0.017000314281854844,304879.25696594425
647,50,50,9.408170583631795,49338,49288,50,0.9989865823503182,0.0170003142314094,304717.15610510047
648,50,50,9.384071929201552,49388,49338,50,0.9989876083259092,0.017000314181066203,304555.55555555556
649,50,50,9.359973274771308,49438,49388,50,0.9989886322262227,0.017000314130824937,304394.4530046225
650,50,50,9.33587462034106,49488,49438,50,0.9989896540575494,0.017000314080685294,304233.8461538461
651,50,50,9.311775965910817,49538,49488,50,0.9989906738261537,0.01700031403064697,304073.732718894
652,50,50,9.287677311480575,49588,49538,50,0.9989916915382754,0.01700031398070966,303914.11042944784
653,50,50,9.263578657050331,49638,49588,50,0.9989927072001289,0.01700031393087305,303754.97702909645
654,50,50,9.239480002620084,49688,49638,50,0.9989937208179037,0.017000313881136837,303596.33027522935
655,50,50,9.21538134818984,49738,49688,50,0.9989947323977643,0.017000313831500725,303438.1679389313
656,50,50,9.191282693759597,49788,49738,50,0.9989957419458504,0.01700031378196441,303280.48780487804
657,50,50,9.167184039329353,49838,49788,50,0.9989967494682772,0.017000313732527587,303123.2876712329
658,50,50,9.143085384899107,49888,49838,50,0.9989977549711353,0.01700031368318996,302966.56534954405
659,50,50,9.11898673046886,49938,49888,50,0.998998758460491,0.017000313633951228,302810.3186646434
660,49,51,9.09545416970114,49988,49937,51,0.9989797551412339,0.017000313584295566,302648.48484848486
661,49,51,9.072113948746141,50037,49986,51,0.9989807542418611,0.01700031353473726,302487.14069591527
662,49,51,9.048773727791142,50086,50035,51,0.9989817513876134,0.017000313485276017,302326.28398791543
663,49,51,9.025433506836144,50135,50084,51,0.9989827465842226,0.01700031343591156,302165.9125188537
664,49,51,9.002093285881147,50184,50133,51,0.9989837398373984,0.017000313386643595,302006.0240963855
665,48,52,8.979190383263756,50233,50181,52,0.9989648239205303,0.017000313336971815,301840.6015037594
666,48,52,8.956602699629565,50281,50229,52,0.9989658121357968,0.017000313287394972,301675.6756756757
667,48,52,8.934015015995378,50329,50277,52,0.9989667984660932,0.01700031323791279,301511.2443778111
668,48,52,8.911427332361187,50377,50325,52,0.9989677829168073,0.017000313188525,301347.3053892216
669,48,52,8.888839648726998,50425,50373,52,0.9989687654933069,0.01700031313923133,301183.85650224215
670,48,52,8.866251965092808,50473,50421,52,0.9989697462009391,0.017000313090031516,301020.89552238805
671,48,52,8.843664281458619,50521,50469,52,0.9989707250450308,0.01700031304092529,300858.42026825633
672,48,52,8.82107659782443,50569,50517,52,0.9989717020308885,0.017000312991912382,300696.4285714286
673,48,52,8.798488914190239,50617,50565,52,0.9989726771637987,0.017000312942992524,300534.91827637446
674,48,52,8.77590123055605,50665,50613,52,0.998973650449028,0.017000312894165457,300373.88724035607
675,48,52,8.75331354692186,50713,50661,52,0.9989746218918226,0.017000312845430916,300213.3333333333
676,48,52,8.730725863287669,50761,50709,52,0.9989755914974094,0.017000312796788635,300053.2544378698
677,48,52,8.708138179653481,50809,50757,52,0.9989765592709953,0.017000312748238357,299893.6484490399
678,48,52,8.68555049601929,50857,50805,52,0.9989775252177675,0.017000312699779814,299734.5132743363
679,48,52,8.6629628123851,50905,50853,52,0.9989784893428936,0.017000312651412754,299575.8468335788
680,48,52,8.64037512875091,50953,50901,52,0.998979451651522,0.017000312603136915,299417.64705882355
681,48,52,8.61778744511672,51001,50949,52,0.9989804121487814,0.01700031255495204,299259.91189427313
682,48,52,8.595199761482531,51049,50997,52,0.9989813708397813,0.017000312506857868,299102.63929618767
683,48,52,8.57261207784834,51097,51045,52,0.9989823277296123,0.017000312458854146,298945.82723279647
684,48,52,8.550024394214152,51145,51093,52,0.9989832828233454,0.017000312410940622,298789.4736842105
685,48,52,8.527436710579963,51193,51141,52,0.9989842361260328,0.01700031236311704,298633.57664233574
686,48,52,8.504849026945772,51241,51189,52,0.9989851876427079,0.017000312315383147,298478.1341107872
687,48,52,8.482261343311581,51289,51237,52,0.9989861373783853,0.017000312267738685,298323.1441048035
688,48,52,8.459673659677392,51337,51285,52,0.9989870853380602,0.017000312220183413,298168.6046511628
689,48,52,8.437085976043203,51385,51333,52,0.9989880315267101,0.017000312172717077,298014.5137880987
690,48,52,8.414498292409014,51433,51381,52,0.9989889759492933,0.017000312125339426,297860.8695652174
691,47,53,8.39222977720843,51481,51428,53,0.9989704939686487,0.017000312077624324,297701.88133140374
692,47,53,8.370366144469223,51528,51475,53,0.998971433007297,0.017000312029996356,297543.35260115605
693,47,53,8.348502511730016,51575,51522,53,0.9989723703344644,0.01700031198245528,297385.2813852814
694,47,53,8.32663887899081,51622,51569,53,0.9989733059548255,0.01700031193500087,297227.66570605186
695,47,53,8.304775246251605,51669,51616,53,0.998974239873038,0.017000311887632874,297070.5035971223
696,47,53,8.282911613512399,51716,51663,53,0.9989751720937428,0.017000311840351067,296913.7931034483
697,47,53,8.261047980773194,51763,51710,53,0.9989761026215637,0.01700031179315521,296757.5322812052
698,47,53,8.239184348033985,51810,51757,53,0.998977031461108,0.017000311746045067,296601.7191977077
699,47,53,8.21732071529478,51857,51804,53,0.9989779586169659,0.017000311699020408,296446.35193133046
700,47,53,8.195457082555574,51904,51851,53,0.9989788840937115,0.017000311652080997,296291.4285714286
701,47,53,8.173593449816368,51951,51898,53,0.9989798078959019,0.01700031160522661,296136.9472182596
702,47,53,8.151729817077161,51998,51945,53,0.998980730028078,0.017000311558457007,295982.905982906
703,47,53,8.129866184337956,52045,51992,53,0.9989816504947642,0.017000311511771962,295829.3029871977
704,47,53,8.10800255159875,52092,52039,53,0.9989825693004684,0.01700031146517125,295676.13636363635
705,47,53,8.086138918859541,52139,52086,53,0.9989834864496826,0.017000311418654636,295523.40425531915
706,47,53,8.064275286120337,52186,52133,53,0.9989844019468823,0.017000311372221893,295371.104815864
707,47,53,8.04241165338113,52233,52180,53,0.998985315796527,0.017000311325872798,295219.2362093352
708,47,53,8.020548020641924,52280,52227,53,0.9989862280030605,0.017000311279607126,295067.7966101695
709,47,53,7.998684387902719,52327,52274,53,0.9989871385709098,0.017000311233424648,294916.784203103
710,47,53,7.97682075516351,52374,52321,53,0.998988047504487,0.017000311187325142,294766.1971830986
711,47,53,7.954957122424306,52421,52368,53,0.9989889548081876,0.017000311141308382,294616.03375527426
712,47,53,7.933093489685099,52468,52415,53,0.9989898604863917,0.01700031109537415,294466.2921348315
713,47,53,7.9112298569458925,52515,52462,53,0.9989907645434638,0.01700031104952222,294316.9705469846
714,47,53,7.889366224206686,52562,52509,53,0.9989916669837525,0.017000311003752374,294168.06722689077
715,47,53,7.867502591467482,52609,52556,53,0.9989925678115912,0.017000310958064393,294019.5804195804
716,47,53,7.845638958728275,52656,52603,53,0.9989934670312974,0.01700031091245805,293871.50837988826
717,46,54,7.824140570084247,52703,52649,54,0.9989753903952336,0.01700031086657491,293718.2705718271
718,46,54,7.802974796820768,52749,52695,54,0.9989762839105955,0.01700031082077188,293565.45961002784
719,46,54,7.781809023557287,52795,52741,54,0.998977175868927,0.017000310775048745,293413.073713491
720,46,54,7.760643250293807,52841,52787,54,0.9989780662742945,0.0170003107294053,293261.1111111111
721,46,54,7.7394774770303245,52887,52833,54,0.9989789551307505,0.017000310683841335,293109.5700416089
722,46,54,7.7183117037668465,52933,52879,54,0.9989798424423327,0.017000310638356643,292958.4487534626
723,46,54,7.697145930503364,52979,52925,54,0.9989807282130656,0.017000310592951016,292807.7455048409
724,46,54,7.675980157239884,53025,52971,54,0.9989816124469589,0.017000310547624253,292657.45856353594
725,46,54,7.6548143839764045,53071,53017,54,0.9989824951480093,0.017000310502376142,292507.5862068966
726,46,54,7.633648610712923,53117,53063,54,0.9989833763201988,0.017000310457206482,292358.1267217631
727,46,54,7.612482837449442,53163,53109,54,0.9989842559674962,0.01700031041211507,292209.07840440166
728,46,54,7.591317064185961,53209,53155,54,0.9989851340938563,0.0170003103671017,292060.43956043955
729,46,54,7.570151290922481,53255,53201,54,0.9989860107032204,0.017000310322166173,291912.2085048011
730,46,54,7.548985517658999,53301,53247,54,0.998986885799516,0.017000310277308285,291764.38356164383
731,46,54,7.5278197443955195,53347,53293,54,0.9989877593866572,0.017000310232527835,291616.9630642955
732,46,54,7.506653971132037,53393,53339,54,0.9989886314685446,0.017000310187824625,291469.94535519124
733,46,54,7.485488197868558,53439,53385,54,0.9989895020490653,0.01700031014319845,291323.3287858117
734,46,54,7.4643224246050766,53485,53431,54,0.9989903711320931,0.017000310098649118,291177.11171662126
735,46,54,7.443156651341597,53531,53477,54,0.9989912387214884,0.017000310054176425,291031.2925170068
736,46,54,7.421990878078117,53577,53523,54,0.9989921048210986,0.017000310009780174,290885.8695652174
737,46,54,7.400825104814635,53623,53569,54,0.9989929694347575,0.017000309965460172,290740.84124830394
738,46,54,7.379659331551155,53669,53615,54,0.9989938325662859,0.01700030992121622,290596.2059620596
739,46,54,7.358493558287674,53715,53661,54,0.9989946942194917,0.017000309877048123,290451.96211096074
740,46,54,7.337327785024194,53761,53707,54,0.9989955543981697,0.017000309832955685,290308.1081081081
741,46,54,7.316162011760713,53807,53753,54,0.9989964131061014,0.017000309788938715,290164.6423751687
742,46,54,7.294996238497232,53853,53799,54,0.9989972703470559,0.017000309744997014,290021.56334231806
743,46,54,7.273830465233751,53899,53845,54,0.998998126124789,0.017000309701130395,289878.86944818305
744,46,54,7.2526646919702715,53945,53891,54,0.9989989804430438,0.01700030965733866,289736.55913978495
745,45,55,7.231609689787832,53991,53936,55,0.9989813117000982,0.017000309613331956,289589.26174496644
746,45,55,7.211115206149964,54036,53981,55,0.9989821600414538,0.017000309569398627,289442.3592493298
747,45,55,7.190620722512096,54081,54026,55,0.9989830069710249,0.01700030952553848,289295.8500669344
748,45,55,7.170126238874227,54126,54071,55,0.9989838524923327,0.01700030948175134,289149.73262032086
749,45,55,7.149631755236358,54171,54116,55,0.9989846966088867,0.01700030943803702,289004.00534045394
750,45,55,7.12913727159849,54216,54161,55,0.9989855393241848,0.01700030939439534,288858.6666666667
751,45,55,7.108642787960622,54261,54206,55,0.9989863806417132,0.017000309350826123,288713.7150466045
752,45,55,7.088148304322752,54306,54251,55,0.9989872205649468,0.017000309307329185,288569.1489361702
753,45,55,7.0676538206848845,54351,54296,55,0.9989880590973487,0.017000309263904344,288424.9667994688
754,45,55,7.047159337047017,54396,54341,55,0.9989888962423707,0.017000309220551426,288281.1671087533
755,45,55,7.026664853409148,54441,54386,55,0.9989897320034533,0.01700030917727025,288137.74834437086
756,45,55,7.0061703697712785,54486,54431,55,0.9989905663840253,0.017000309134060636,287994.708994709
757,45,55,6.985675886133411,54531,54476,55,0.9989913993875044,0.01700030909092241,287852.0475561427
758,45,55,6.965181402495542,54576,54521,55,0.998992231017297,0.017000309047855395,287709.7625329815
759,45,55,6.9446869188576725,54621,54566,55,0.9989930612767983,0.01700030900485941,287567.85243741766
760,45,55,6.924192435219805,54666,54611,55,0.9989938901693923,0.017000308961934288,287426.3157894737
761,45,55,6.903697951581936,54711,54656,55,0.9989947176984518,0.017000308919079846,287285.15111695137
762,45,55,6.883203467944068,54756,54701,55,0.9989955438673387,0.017000308876295913,287144.3569553806
763,45,55,6.8627089843062,54801,54746,55,0.9989963686794037,0.017000308833582316,287003.93184796855
764,45,55,6.84221450066833,54846,54791,55,0.9989971921379863,0.017000308790938883,286863.87434554973
765,45,55,6.8217200170304615,54891,54836,55,0.9989980142464157,0.017000308748365434,286724.1830065359
766,45,55,6.801225533392594,54936,54881,55,0.9989988350080093,0.017000308705861805,286584.85639686685
767,45,55,6.780731049754724,54981,54926,55,0.9989996544260744,0.01700030866342782,286445.8930899609
768,45,55,6.760236566116857,55026,54971,55,0.9990004725039072,0.01700030862106331,286307.2916666667
769,45,55,6.739742082478988,55071,55016,55,0.999001289244793,0.0170003085787681,286169.0507152146
770,45,55,6.719247598841119,55116,55061,55,0.9990021046520067,0.017000308536542028,286031.16883116885
771,45,55,6.6987531152032505,55161,55106,55,0.999002918728812,0.01700030849438492,285893.64461738005
772,45,55,6.678258631565382,55206,55151,55,0.9990037314784624,0.017000308452296605,285756.4766839378
773,45,55,6.657764147927515,55251,55196,55,0.9990045429042008,0.01700030841027692,285619.6636481242
774,45,55,6.637269664289645,55296,55241,55,0.9990053530092593,0.01700030836832569,285483.20413436694
775,45,55,6.616775180651778,55341,55286,55,0.9990061617968595,0.017000308326442757,285347.0967741936
776,45,55,6.596280697013908,55386,55331,55,0.9990069692702127,0.01700030828462795,285211.3402061856
777,45,55,6.575786213376039,55431,55376,55,0.9990077754325197,0.0170003082428811,285075.9330759331
778,45,55,6.555291729738171,55476,55421,55,0.9990085802869709,0.017000308201202043,284940.8740359897
779,44,56,6.534966769001012,55521,55465,56,0.9989913726337782,0.017000308159375817,284801.026957638
780,44,56,6.515114351502938,55565,55509,56,0.9989921713308737,0.0170003081176159,284661.53846153844
781,44,56,6.495261934004866,55609,55553,56,0.998992968764049,0.01700030807592213,284522.4071702945
782,44,56,6.475409516506793,55653,55597,56,0.9989937649363018,0.017000308034294354,284383.63171355496
783,44,56,6.455557099008719,55697,55641,56,0.9989945598506204,0.017000307992732416,284245.21072796936
784,44,56,6.4357046815106465,55741,55685,56,0.9989953535099837,0.017000307951236162,284107.14285714284
785,44,56,6.415852264012573,55785,55729,56,0.9989961459173613,0.01700030790980543,283969.4267515924
786,44,56,6.395999846514501,55829,55773,56,0.9989969370757134,0.01700030786844007,283832.0610687023
787,44,56,6.376147429016427,55873,55817,56,0.9989977269879906,0.017000307827139925,283695.04447268107
788,44,56,6.3562950115183545,55917,55861,56,0.9989985156571347,0.017000307785904844,283558.37563451775
789,44,56,6.336442594020282,55961,55905,56,0.9989993030860778,0.01700030774473467,283422.05323193915
790,44,56,6.316590176522209,56005,55949,56,0.9990000892777431,0.017000307703629248,283286.0759493671
791,44,56,6.296737759024135,56049,55993,56,0.9990008742350444,0.01700030766258843,283150.4424778761
792,43,57,6.2774199195929485,56093,56036,57,0.9989838304244737,0.01700030762142269,283010.10101010103
793,43,57,6.258199490198496,56136,56079,57,0.9989846088071825,0.017000307580320076,282870.1134930643
794,43,57,6.238979060804042,56179,56122,57,0.9989853859983268,0.017000307539280446,282730.4785894207
795,43,57,6.21975863140959,56222,56165,57,0.9989861620006403,0.017000307498303658,282591.19496855343
796,43,57,6.200538202015135,56265,56208,57,0.9989869368168488,0.017000307457389563,282452.26130653266
797,43,57,6.181317772620683,56308,56251,57,0.9989877104496697,0.017000307416538022,282313.67628607276
798,43,57,6.162097343226231,56351,56294,57,0.9989884829018119,0.01700030737574889,282175.43859649124
799,42,58,6.143330858747275,56394,56336,58,0.9989715217930986,0.01700030733484709,282032.5406758448
800,42,58,6.124736779721928,56436,56378,58,0.9989722871925721,0.017000307294006232,281890.0
801,42,58,6.106142700696581,56478,56420,58,0.9989730514536633,0.017000307253226175,281747.8152309613
802,42,58,6.087548621671233,56520,56462,58,0.9989738145789101,0.017000307212506793,281605.9850374065
803,42,58,6.068954542645886,56562,56504,58,0.9989745765708427,0.01700030717184794,281464.5080946451
804,42,58,6.050360463620539,56604,56546,58,0.9989753374319836,0.017000307131249493,281323.3830845771
805,42,58,6.0317663845951905,56646,56588,58,0.9989760971648484,0.017000307090711306,281182.60869565216
806,42,58,6.013172305569843,56688,56630,58,0.9989768557719447,0.01700030705023325,281042.1836228288
807,42,58,5.994578226544496,56730,56672,58,0.998977613255773,0.017000307009815193,280902.1065675341
808,42,58,5.975984147519149,56772,56714,58,0.9989783696188261,0.017000306969457,280762.37623762374
809,41,59,5.957593808665684,56814,56755,59,0.9989615235681346,0.017000306929004318,280618.0469715698
810,41,59,5.939618028453899,56855,56796,59,0.9989622724474541,0.017000306888610043,280474.0740740741
811,41,59,5.921642248242114,56896,56837,59,0.9989630202474691,0.01700030684827404,280330.4562268804
812,41,59,5.9036664680303295,56937,56878,59,0.9989637669705113,0.017000306807996194,280187.1921182266
813,41,59,5.885690687818544,56978,56919,59,0.9989645126189055,0.017000306767776373,280044.28044280445
814,41,59,5.86771490760676,57019,56960,59,0.9989652571949701,0.01700030672761445,279901.7199017199
815,41,59,5.849739127394974,57060,57001,59,0.9989660007010165,0.01700030668751031,279759.509202454
816,41,59,5.831763347183189,57101,57042,59,0.9989667431393495,0.017000306647463815,279617.64705882355
817,41,59,5.813787566971403,57142,57083,59,0.9989674845122677,0.017000306607474848,279476.1321909425
818,41,59,5.795811786759619,57183,57124,59,0.9989682248220625,0.017000306567543283,279334.9633251834
819,41,59,5.777836006547833,57224,57165,59,0.9989689640710192,0.017000306527669,279194.1391941392
820,41,59,5.759860226336048,57265,57206,59,0.9989697022614162,0.017000306487851873,279053.65853658534
821,41,59,5.741884446124264,57306,57247,59,0.9989704393955258,0.01700030644809178,278913.52009744215
822,41,59,5.723908665912477,57347,57288,59,0.9989711754756134,0.017000306408388594,278773.7226277372
823,41,59,5.705932885700692,57388,57329,59,0.9989719105039381,0.0170003063687422,278634.26488456863
824,41,59,5.687957105488906,57429,57370,59,0.9989726444827526,0.017000306329152476,278495.145631068
825,41,59,5.669981325277123,57470,57411,59,0.9989733774143031,0.017000306289619294,278356.36363636365
826,41,59,5.652005545065337,57511,57452,59,0.9989741093008294,0.01700030625014254,278217.9176755448
827,41,59,5.634029764853552,57552,57493,59,0.998974840144565,0.017000306210722085,278079.80652962514
828,41,59,5.616053984641766,57593,57534,59,0.9989755699477367,0.01700030617135782,277942.02898550726
829,41,59,5.598078204429982,57634,57575,59,0.9989762987125655,0.017000306132049614,277804.5838359469
830,41,59,5.580102424218197,57675,57616,59,0.9989770264412657,0.017000306092797356,277667.4698795181
831,41,59,5.562126644006411,57716,57657,59,0.9989777531360454,0.01700030605360092,277530.6859205776
832,41,59,5.544150863794627,57757,57698,59,0.9989784787991066,0.01700030601446019,277394.23076923075
833,41,59,5.5261750835828405,57798,57739,59,0.9989792034326447,0.01700030597537505,277258.10324129654
834,41,59,5.508199303371056,57839,57780,59,0.9989799270388492,0.017000305936345373,277122.3021582734
835,41,59,5.49022352315927,57880,57821,59,0.9989806496199033,0.017000305897371053,276986.8263473054
836,41,59,5.472247742947486,57921,57862,59,0.9989813711779838,0.017000305858451963,276851.6746411483
837,40,60,5.454739179925237,57962,57902,60,0.9989648390324696,0.01700030581948528,276712.06690561527
838,40,60,5.437361329483094,58002,57942,60,0.9989655529119685,0.0170003057805724,276572.7923627685
839,40,60,5.41998347904095,58042,57982,60,0.9989662658075187,0.01700030574171321,276433.8498212157
840,40,60,5.402605628598806,58082,58022,60,0.9989669777211528,0.017000305702907597,276295.2380952381
841,40,60,5.385227778156661,58122,58062,60,0.9989676886548983,0.01700030566415545,276156.95600475627
842,39,61,5.368316135601576,58162,58101,61,0.9989512052542897,0.01700030562536298,276014.2517814727
843,39,61,5.3515326630785385,58201,58140,61,0.9989519080428171,0.017000305586622556,275871.88612099644
844,39,61,5.334749190555499,58240,58179,61,0.9989526098901099,0.01700030554793407,275729.8578199052
845,39,61,5.317965718032461,58279,58218,61,0.9989533107980576,0.017000305509297417,275588.1656804734
846,39,61,5.301182245509423,58318,58257,61,0.9989540107685448,0.017000305470712494,275446.8085106383
847,39,61,5.284398772986385,58357,58296,61,0.9989547098034511,0.0170003054321792,275305.7851239669
848,38,62,5.267839028900478,58396,58334,62,0.9989382834440715,0.01700030539361539,275160.37735849054
849,38,62,5.251645442849653,58434,58372,62,0.9989389738850669,0.017000305355101792,275015.3121319199
850,38,62,5.2354518567988295,58472,58410,62,0.9989396634286496,0.017000305316638306,274870.5882352941
851,38,62,5.219258270748004,58510,58448,62,0.9989403520765681,0.017000305278224836,274726.2044653349
852,38,62,5.203064684697179,58548,58486,62,0.9989410398305664,0.01700030523986128,274582.1596244131
853,38,62,5.186871098646356,58586,58524,62,0.9989417266923838,0.017000305201547543,274438.4525205158
854,38,62,5.17067751259553,58624,58562,62,0.9989424126637555,0.017000305163283533,274295.08196721313
855,38,62,5.154483926544705,58662,58600,62,0.9989430977464117,0.017000305125069143,274152.04678362573
856,38,62,5.13829034049388,58700,58638,62,0.9989437819420783,0.017000305086904286,274009.3457943925
857,38,62,5.122096754443056,58738,58676,62,0.9989444652524772,0.01700030504878886,273866.9778296383
858,38,62,5.1059031683922305,58776,58714,62,0.9989451476793249,0.01700030501072277,273724.9417249417
859,38,62,5.089709582341405,58814,58752,62,0.9989458292243344,0.017000304972705924,273583.2363213038
860,38,62,5.073515996290581,58852,58790,62,0.9989465098892136,0.01700030493473822,273441.8604651163
861,38,62,5.057322410239756,58890,58828,62,0.9989471896756665,0.01700030489681957,273300.81300813006
862,38,62,5.041128824188932,58928,58866,62,0.9989478685853923,0.017000304858949877,273160.0928074246
863,38,62,5.024935238138107,58966,58904,62,0.9989485466200861,0.01700030482112904,273019.69872537657
864,38,62,5.008741652087283,59004,58942,62,0.9989492237814386,0.017000304783356974,272879.6296296296
865,38,62,4.992548066036457,59042,58980,62,0.9989499000711358,0.017000304745633577,272739.8843930636
866,38,62,4.976354479985632,59080,59018,62,0.9989505754908599,0.01700030470795876,272600.46189376444
867,38,62,4.960160893934807,59118,59056,62,0.9989512500422884,0.017000304670332426,272461.3610149942
868,38,62,4.943967307883983,59156,59094,62,0.9989519237270945,0.01700030463275448,272322.5806451613
869,38,62,4.927773721833159,59194,59132,62,0.9989525965469473,0.017000304595224836,272184.11967779056
870,38,62,4.911580135782333,59232,59170,62,0.9989532685035116,0.017000304557743394,272045.9770114943
871,38,62,4.8953865497315086,59270,59208,62,0.9989539395984478,0.017000304520310067,271908.1515499426
872,38,62,4.879192963680684,59308,59246,62,0.998954609833412,0.017000304482924753,271770.6422018349
873,38,62,4.862999377629859,59346,59284,62,0.9989552792100563,0.01700030444558737,271633.44788087055
874,38,62,4.846805791579033,59384,59322,62,0.9989559477300283,0.01700030440829782,271496.5675057208
875,38,62,4.83061220552821,59422,59360,62,0.9989566153949716,0.017000304371056013,271360.0
876,38,62,4.814418619477386,59460,59398,62,0.9989572822065254,0.01700030433386186,271223.74429223745
877,38,62,4.79822503342656,59498,59436,62,0.9989579481663249,0.01700030429671526,271087.7993158495
878,38,62,4.7820314473757355,59536,59474,62,0.9989586132760011,0.017000304259616135,270952.16400911164
879,38,62,4.76583786132491,59574,59512,62,0.9989592775371806,0.017000304222564384,270816.8373151308
880,38,62,4.749644275274086,59612,59550,62,0.9989599409514863,0.017000304185559922,270681.8181818182
881,38,62,4.73345068922326,59650,59588,62,0.9989606035205365,0.017000304148602655,270547.10556186154
882,38,62,4.717257103172437,59688,59626,62,0.9989612652459455,0.017000304111692493,270412.6984126984
883,37,63,4.701243962768697,59726,59663,63,0.9989451830023776,0.01700030407480697,270274.06568516424
884,37,63,4.685616832488707,59763,59700,63,0.998945836052407,0.01700030403796717,270135.74660633487
885,37,63,4.669989702208717,59800,59737,63,0.9989464882943144,0.017000304001173003,269997.74011299433
886,37,63,4.654362571928727,59837,59774,63,0.9989471397295987,0.01700030396442439,269860.0451467269
887,37,63,4.638735441648737,59874,59811,63,0.9989477903597554,0.01700030392772124,269722.6606538895
888,37,63,4.623108311368747,59911,59848,63,0.9989484401862763,0.017000303891063474,269585.58558558556
889,37,63,4.607481181088757,59948,59885,63,0.9989490892106492,0.017000303854451004,269448.8188976378
