round,alive_nodes,dead_nodes,round_airtime_s,elapsed_channel_time_s,generated_round,delivered_round,channel_drops_round,energy_drops_round,generated_total,delivered_total,channel_drops_total,energy_drops_total,pdr,goodput_bps,average_delay_s,frame_attempts,retransmissions,residual_energy_j
327,63,37,1.3045439999999988,589.3495588131653,63,61,2,0,28055,25480,2538,37,0.9082160042773124,172936.41519855708,0.9352108602994507,144997,13954,15.952024968409548
328,63,37,1.300479999999999,590.6500388131653,63,61,2,0,28118,25541,2540,37,0.908350522796785,172968.75186072165,0.9345531746471569,145317,13967,15.904797701506574
329,63,37,1.2964159999999987,591.9464548131654,63,60,3,0,28181,25601,2543,37,0.9084489549696604,172995.37680704842,0.9339366503883778,145636,13981,15.857724747376833
330,63,37,1.3086079999999989,593.2550628131654,63,61,2,0,28244,25662,2545,37,0.9085823537742529,173025.07207144907,0.9333071076231738,145958,13996,15.810125210867152
331,63,37,1.3086079999999989,594.5636708131655,63,61,2,0,28307,25723,2547,37,0.9087151587946445,173054.63661995687,0.9326565360595159,146280,14011,15.762651633322726
332,63,37,1.3045439999999988,595.8682148131654,63,61,2,0,28370,25784,2549,37,0.9088473739866055,173085.25179907156,0.9320284296576156,146601,14025,15.71519990492258
333,63,37,1.3045439999999988,597.1727588131654,63,61,2,0,28433,25845,2551,37,0.9089790032708472,173115.7332184069,0.9314065903472623,146922,14039,15.668059452971043
334,63,37,1.3045439999999988,598.4773028131654,63,61,2,0,28496,25906,2553,37,0.9091100505334082,173146.08175266036,0.9307696388774035,147243,14053,15.620731035704297
335,63,37,1.2923519999999988,599.7696548131654,63,61,2,0,28559,25967,2555,37,0.9092405196260374,173179.81856277137,0.9301258200789861,147561,14064,15.573721999377904
336,63,37,1.2923519999999986,601.0620068131655,63,61,2,0,28622,26028,2557,37,0.9093704143665712,173213.41029688847,0.9295000084226245,147879,14075,15.526973132934515
337,63,37,1.337055999999999,602.3990628131654,63,61,2,0,28685,26089,2559,37,0.9094997385393062,173234.00124937794,0.9289285288227644,148208,14097,15.478153338401277
338,63,37,1.312671999999999,603.7117348131654,63,61,2,0,28748,26150,2561,37,0.9096284958953667,173261.49877204432,0.9282832531430257,148531,14113,15.430576751978773
339,63,37,1.2964159999999991,605.0081508131655,63,61,2,0,28811,26211,2563,37,0.9097566901530665,173293.53308560172,0.9276502838855121,148850,14125,15.38353296339571
340,63,37,1.3086079999999987,606.3167588131655,63,61,2,0,28874,26272,2565,37,0.9098843249982683,173321.94512601706,0.9270429933067976,149172,14140,15.335803996048403
341,63,37,1.3167359999999988,607.6334948131655,63,61,2,0,28937,26333,2567,37,0.9100114040847358,173347.915970938,0.9264764817297391,149496,14157,15.287698024993288
342,63,37,1.3004799999999987,608.9339748131655,63,60,3,0,29000,26393,2570,37,0.9101034482758621,173371.8340028438,0.9258470834811898,149816,14171,15.240428162879951
343,63,37,1.296415999999999,610.2303908131655,63,61,2,0,29063,26454,2572,37,0.9102295014279325,173403.3597687496,0.9252346099475346,150135,14183,15.19320778498044
344,63,37,1.3086079999999989,611.5389988131656,63,61,2,0,29126,26515,2574,37,0.910355009270068,173431.29417066489,0.9246232685191446,150457,14198,15.145789114955342
345,63,37,1.3045439999999988,612.8435428131655,63,61,2,0,29189,26576,2576,37,0.9104799753331735,173460.25955014158,0.924027578793579,150778,14212,15.098170576304872
346,63,37,1.337055999999999,614.1805988131655,63,61,2,0,29252,26637,2578,37,0.9106044031177355,173479.91813139647,0.9234445344164579,151107,14234,15.049454368708206
347,63,37,1.308607999999999,615.4892068131655,63,61,2,0,29315,26698,2580,37,0.9107282960941497,173507.5104776243,0.9228387334064057,151429,14249,15.001901249658156
348,63,37,1.2923519999999986,616.7815588131656,63,61,2,0,29378,26759,2582,37,0.9108516577030431,173539.55946082875,0.9222382762329405,151747,14260,14.954913812207401
349,63,37,1.3207999999999989,618.1023588131656,63,60,3,0,29441,26819,2585,37,0.9109405251180327,173557.0144174558,0.9216422984692599,152072,14278,14.906883301766014
350,63,37,1.316735999999999,619.4190948131655,63,60,3,0,29504,26879,2588,37,0.9110290130151844,173575.53375462195,0.9210730215975008,152396,14295,14.85867984964225
351,62,38,1.3404051368115693,620.7594999499771,63,60,2,1,29567,26939,2590,38,0.9111171238204755,173587.3555035136,0.9204993159668303,152725,14318,14.80975078187649
352,62,38,1.296415999999999,622.0559159499771,62,60,2,0,29629,26999,2592,38,0.9112356137567923,173611.4024975924,0.9198919089477033,153044,14335,14.763066828508752
353,62,38,1.2882879999999988,623.3442039499771,62,59,3,0,29691,27058,2595,38,0.9113199285978916,173631.19655907725,0.9192906435882351,153361,14353,14.716889264550929
354,61,39,1.2395282966346377,624.5837322466117,62,58,3,1,29753,27116,2598,39,0.9113702819883709,173658.06120159064,0.9186572056527726,153666,14365,14.673090415267543
355,61,39,1.2517119999999988,625.8354442466117,61,59,2,0,29814,27175,2600,39,0.9114845374656202,173687.82960328236,0.9180390763925784,153974,14376,14.628652096132754
356,61,39,1.2679679999999987,627.1034122466117,61,59,2,0,29875,27234,2602,39,0.9115983263598326,173712.97599822396,0.9174491428896251,154286,14391,14.583815302486352
357,60,40,1.2638568764111664,628.3672691230229,61,58,2,1,29936,27292,2604,40,0.9116782469267771,173732.7918947142,0.9168806315728898,154596,14406,14.53903912682482
358,60,40,1.235455999999999,629.6027251230229,60,58,2,0,29996,27350,2606,40,0.9117882384317909,173760.36607628007,0.9162835687382943,154900,14418,14.496036602764766
359,60,40,1.255775999999999,630.8585011230228,60,58,2,0,30056,27408,2608,40,0.9118977907905244,173782.23453411277,0.9157225436769335,155209,14435,14.452262210929135
360,60,40,1.2598399999999987,632.1183411230229,60,58,2,0,30116,27466,2610,40,0.9120069066277062,173802.8986863684,0.915170398500053,155519,14453,14.408282982184083
361,60,40,1.2273279999999989,633.3456691230228,60,58,2,0,30176,27524,2612,40,0.9121155885471898,173832.4036421486,0.9145762844538404,155821,14463,14.365662747083002
362,60,40,1.243583999999999,634.5892531230229,60,58,2,0,30236,27582,2614,40,0.9122238391321603,173857.34072400304,0.9140091278882078,156127,14477,14.322282623169954
363,59,41,1.2323129484943458,635.8215660715173,60,57,2,1,30296,27639,2616,41,0.9122986532875628,173878.9715534195,0.9134534146251218,156430,14491,14.279624115326602
364,59,41,1.227327999999999,637.0488940715172,59,58,1,0,30355,27697,2617,41,0.9124361719650799,173908.15843338167,0.9128487058861535,156732,14502,14.237701417352287
365,59,41,1.231391999999999,638.2802860715173,59,58,1,0,30414,27755,2618,41,0.9125731570987046,173936.12559038142,0.9122580919846462,157035,14514,14.19547263805121
366,59,41,1.2313919999999992,639.5116780715173,59,58,1,0,30473,27813,2619,41,0.912709611787484,173963.98504478688,0.9116759322309314,157338,14526,14.153343597349389
367,59,41,1.2191999999999992,640.7308780715173,59,57,2,0,30532,27870,2621,41,0.912812786584567,173988.80530861008,0.9110950202705687,157638,14537,14.111759866944036
368,59,41,1.243583999999999,641.9744620715173,59,57,2,0,30591,27927,2623,41,0.9129155634010003,174006.92176997452,0.910563046755562,157944,14554,14.068998182462886
369,59,41,1.2151359999999993,643.1895980715174,59,58,1,0,30650,27985,2624,41,0.9130505709624797,174038.88423511662,0.9099465902035953,158243,14562,14.027483923234433
370,59,41,1.2273279999999993,644.4169260715173,59,58,1,0,30709,28043,2625,41,0.9131850597544694,174067.43284013486,0.9093574649984902,158545,14573,13.98553474212788
371,58,42,1.1943414293062677,645.6112675008236,59,57,1,1,30768,28100,2626,42,0.9132865314612585,174098.57240426278,0.908732156030112,158838,14580,13.945243525116984
372,58,42,1.2110719999999993,646.8223395008235,58,57,1,0,30826,28157,2627,42,0.913417245182638,174125.09296898922,0.908119102752124,159136,14592,13.904247068288091
373,58,42,1.2070079999999992,648.0293475008235,58,57,1,0,30884,28214,2628,42,0.9135474679445668,174152.6065682644,0.9074951306421266,159433,14603,13.86362972125389
374,58,42,1.1907519999999994,649.2200995008235,58,56,2,0,30942,28270,2630,42,0.9136448839764721,174178.21796790592,0.9068654664088848,159726,14613,13.823459478586019
375,58,42,1.1907519999999996,650.4108515008235,58,56,2,0,31000,28326,2632,42,0.913741935483871,174203.73559043632,0.9062370005938494,160019,14624,13.783303116444179
376,57,43,1.1734637525683924,651.5843152533919,58,56,1,1,31058,28382,2633,43,0.9138386245089832,174233.78270830624,0.9056191150396578,160307,14630,13.744161574673612
377,57,43,1.1785599999999992,652.7628752533918,57,55,2,0,31115,28437,2635,43,0.9139321870480476,174256.23348424173,0.9050065028690006,160597,14642,13.705057853467801
378,57,43,1.1623039999999993,653.9251792533918,57,56,1,0,31172,28493,2636,43,0.914057487488772,174289.05265603267,0.9043885120364433,160883,14647,13.666572623574545
379,57,43,1.1785599999999992,655.1037392533917,57,56,1,0,31229,28549,2637,43,0.9141823305261135,174317.42967937695,0.9037820561428767,161173,14656,13.62730493510089
380,57,43,1.1623039999999993,656.2660432533917,57,55,2,0,31286,28604,2639,43,0.9142747554816851,174343.9283141802,0.9031741375992307,161459,14665,13.588696870288642
381,57,43,1.1704319999999993,657.4364752533917,57,56,1,0,31343,28660,2640,43,0.9143987493220177,174374.26171983386,0.9025708435190863,161747,14672,13.549824261476264
382,57,43,1.1623039999999993,658.5987792533916,57,56,1,0,31400,28716,2641,43,0.9145222929936305,174406.63969983888,0.9019691948260772,162033,14677,13.511368400654304
383,57,43,1.1663679999999992,659.7651472533917,57,56,1,0,31457,28772,2642,43,0.9146453889436373,174437.82909587206,0.9013711593908745,162320,14683,13.47263942669887
384,57,43,1.1744959999999993,660.9396432533916,57,55,2,0,31514,28827,2644,43,0.9147363076727804,174460.7108637197,0.9007896018683753,162609,14692,13.433676917824357
385,57,43,1.1785599999999992,662.1182032533916,57,55,2,0,31571,28882,2646,43,0.9148268981026891,174482.44049527758,0.900212369923311,162899,14702,13.39445916149889
386,57,43,1.1785599999999992,663.2967632533915,57,56,1,0,31628,28938,2647,43,0.914948779562413,174510.12339069808,0.8996336638155258,163189,14711,13.355341269469807
387,57,43,1.1826239999999992,664.4793872533916,57,56,1,0,31685,28994,2648,43,0.9150702225027616,174536.64060127403,0.8990588751763224,163480,14721,13.315913107881434
388,57,43,1.1907519999999991,665.6701392533915,57,56,1,0,31742,29050,2649,43,0.9151912292861193,174560.93213123345,0.8984993129855735,163773,14733,13.276214010039308
389,57,43,1.1704319999999993,666.8405712533915,57,56,1,0,31799,29106,2650,43,0.9153118022579326,174590.45687812575,0.8979268242149224,164061,14740,13.237422059877574
390,56,44,1.198007989194761,668.0385792425863,57,55,1,1,31856,29161,2651,44,0.9154005524861878,174606.682344977,0.8973927758381952,164355,14754,13.197434140713478
391,56,44,1.1582399999999993,669.1968192425862,56,55,1,0,31912,29216,2652,44,0.9155176736024067,174633.22693653806,0.8968345188668497,164640,14763,13.159562679728445
392,56,44,1.1541759999999994,670.3509952425862,56,54,2,0,31968,29270,2654,44,0.9156031031031031,174654.7716508292,0.896289230676698,164924,14773,13.121868192399628
393,56,44,1.1704319999999993,671.5214272425862,56,55,1,0,32024,29325,2655,44,0.9157194604046964,174677.97041363138,0.8957575692038608,165212,14785,13.083685489530621
394,56,44,1.1379199999999994,672.6593472425863,56,55,1,0,32080,29380,2656,44,0.9158354114713217,174709.53236842164,0.8951801760346999,165492,14789,13.046573732189433
395,56,44,1.1460479999999993,673.8053952425862,56,54,2,0,32136,29434,2658,44,0.9159198406771222,174732.94341552755,0.8946353002171828,165774,14798,13.009124528077317
396,56,44,1.1582399999999993,674.9636352425862,56,55,1,0,32192,29489,2659,44,0.9160350397614314,174759.04454853464,0.894093418209801,166059,14807,12.971270947754745
397,56,44,1.1744959999999993,676.1381312425862,56,55,1,0,32248,29544,2660,44,0.9161498387496899,174780.8539991965,0.8935714362505112,166348,14820,12.932532178078585
398,56,44,1.1419839999999994,677.2801152425861,56,55,1,0,32304,29599,2661,44,0.9162642397226349,174810.9789958816,0.8930124004047894,166629,14825,12.89531125989184
399,56,44,1.174495999999999,678.4546112425861,56,55,1,0,32360,29654,2662,44,0.9163782447466008,174832.62407599442,0.8925003897813998,166918,14838,12.856636699422015
400,56,44,1.1623039999999993,679.6169152425861,56,55,1,0,32416,29709,2663,44,0.9164918558736427,174857.33114453463,0.8919448594558517,167204,14848,12.818744867844007
401,56,44,1.1826239999999995,680.7995392425861,56,55,1,0,32472,29764,2664,44,0.9166050751416605,174876.73410069293,0.8914195096280799,167495,14863,12.780041331119236
402,56,44,1.1460479999999995,681.945587242586,56,55,1,0,32528,29819,2665,44,0.9167179045745204,174905.45027541966,0.8908415821981439,167777,14869,12.742676533166698
403,56,44,1.1582399999999995,683.103827242586,56,55,1,0,32584,29874,2666,44,0.9168303461821753,174930.94787999804,0.8902842839446584,168062,14878,12.704991044316193
404,56,44,1.1623039999999993,684.266131242586,56,55,1,0,32640,29929,2667,44,0.9169424019607844,174955.32006326687,0.8897466864098034,168348,14888,12.667010422485601
405,56,44,1.1866879999999993,685.452819242586,56,55,1,0,32696,29984,2668,44,0.9170540738928309,174973.3849406693,0.8892492831028308,168640,14904,12.628013469439248
406,56,44,1.1541759999999996,686.606995242586,56,54,2,0,32752,30038,2670,44,0.9171348314606742,174993.84776519638,0.8887166902993916,168924,14916,12.590453994672016
407,56,44,1.1501119999999994,687.757107242586,56,55,1,0,32808,30093,2671,44,0.9172457937088515,175021.09208671883,0.8881649004821515,169207,14923,12.55291860033695
408,56,44,1.1704319999999995,688.927539242586,56,54,2,0,32864,30147,2673,44,0.9173259493670886,175037.27624617197,0.8876173028456718,169495,14935,12.51465555384377
409,56,44,1.1582399999999995,690.085779242586,56,55,1,0,32920,30202,2674,44,0.9174362089914946,175062.29462168404,0.887061567442048,169780,14944,12.47688127474068
410,56,44,1.1379199999999996,691.223699242586,56,55,1,0,32976,30257,2675,44,0.9175460941290635,175092.37622005353,0.8864977787249566,170060,14948,12.439819449547688
411,56,44,1.1460479999999995,692.369747242586,56,54,2,0,33032,30311,2677,44,0.9176253330104142,175114.52584816603,0.885962683698132,170342,14957,12.402501901328904
412,56,44,1.1785599999999998,693.5483072425859,56,55,1,0,33088,30366,2678,44,0.9177345261121856,175134.15969958517,0.8854082624175178,170632,14971,12.363906498024942
413,56,44,1.1541759999999996,694.7024832425859,56,55,1,0,33144,30421,2679,44,0.9178433502293024,175159.87481724416,0.8848478303660832,170916,14979,12.326244062181855
414,56,44,1.1582399999999995,695.8607232425859,56,55,1,0,33200,30476,2680,44,0.9179518072289157,175184.48150363952,0.8842984889934011,171201,14988,12.288473492917957
415,56,44,1.1704319999999995,697.0311552425859,56,55,1,0,33256,30531,2681,44,0.9180598989656001,175205.94177386162,0.8837693629936509,171489,15000,12.250088638930531
416,56,44,1.1826239999999997,698.2137792425859,56,55,1,0,33312,30586,2682,44,0.9181676272814602,175224.2703269439,0.8832249995604339,171780,15015,12.21146811326443
417,56,44,1.1744959999999995,699.3882752425859,56,55,1,0,33368,30641,2683,44,0.9182749940062335,175244.5734917248,0.8826863040877159,172069,15028,12.173058489611082
418,56,44,1.1541759999999996,700.5424512425859,56,55,1,0,33424,30696,2684,44,0.9183820009573959,175269.89232731308,0.8821396094132125,172353,15036,12.13538188294472
419,55,45,1.1510701776461136,701.6935214202321,56,54,1,1,33480,30750,2685,45,0.9184587813620072,175290.20326573236,0.8816104889951416,172636,15046,12.098115306506335
420,55,45,1.1460479999999993,702.839569420232,55,54,1,0,33535,30804,2686,45,0.9185626956910691,175311.70036661442,0.8810790684079334,172918,15057,12.061170663296211
421,55,45,1.1297919999999995,703.969361420232,55,53,2,0,33590,30857,2688,45,0.9186364989580232,175331.49418745813,0.8805490368335273,173196,15068,12.024800732790283
422,55,45,1.1379199999999996,705.107281420232,55,54,1,0,33645,30911,2689,45,0.9187397830286819,175354.87614162118,0.8800214415647998,173476,15077,11.988135846808248
423,55,45,1.1257279999999994,706.233009420232,55,54,1,0,33700,30965,2690,45,0.9188427299703265,175381.21037655888,0.8794864993007238,173753,15083,11.951865213768858
424,54,46,1.125005998149213,707.3580154183811,55,53,1,1,33755,31018,2691,46,0.9189157161901941,175401.98498579976,0.8789622460222482,174029,15093,11.915889688212914
425,54,46,1.1216639999999996,708.4796794183811,54,53,1,0,33809,31071,2692,46,0.9190156467212872,175423.52111217874,0.8784528171419346,174305,15103,11.880068681368305
426,54,46,1.1419839999999994,709.6216634183811,54,53,1,0,33863,31124,2693,46,0.9191152585417712,175439.9652911938,0.877968365496594,174586,15118,11.843537888048104
427,54,46,1.1338559999999995,710.7555194183811,54,53,1,0,33917,31177,2694,46,0.9192145531739245,175458.3630979748,0.8774761755786294,174865,15131,11.807177139260522
428,53,47,1.1252877684173657,711.8808071867985,54,52,1,1,33971,31229,2695,47,0.9192840952577198,175473.19542669153,0.876971820362472,175141,15142,11.771231409900944
429,53,47,1.0932159999999995,712.9740231867985,53,51,2,0,34024,31280,2697,47,0.9193510463202446,175490.2646252775,0.8764821716027436,175410,15152,11.736816528856094
430,53,47,1.0932159999999997,714.0672391867985,53,52,1,0,34077,31332,2698,47,0.9194471344308478,175512.8832723475,0.8759768264289286,175679,15160,11.702419528473701
431,53,47,1.0769599999999997,715.1441991867985,53,51,2,0,34130,31383,2700,47,0.9195136243773806,175533.82960072163,0.8754673512189834,175944,15168,11.6686525078127
432,53,47,1.0972799999999998,716.2414791867984,53,52,1,0,34183,31435,2701,47,0.9196091624491707,175555.31710165943,0.8749403890326942,176214,15177,11.63416154483277
433,53,47,1.0972799999999998,717.3387591867984,53,51,2,0,34236,31486,2703,47,0.9196751957004323,175571.1626997191,0.8744400675499248,176484,15186,11.599641212781545
434,53,47,1.0932159999999997,718.4319751867984,53,52,1,0,34289,31538,2704,47,0.9197701886902505,175593.52083013763,0.8739143295330808,176753,15194,11.56527358147045
435,53,47,1.1013439999999997,719.5333191867984,53,52,1,0,34342,31590,2705,47,0.9198648884747539,175613.82722736098,0.8734065320275936,177024,15204,11.530594156425474
436,53,47,1.1013439999999997,720.6346631867984,53,52,1,0,34395,31642,2706,47,0.9199592964093618,175634.0715561608,0.8728973210507883,177295,15214,11.495961981114249
437,53,47,1.0810239999999998,721.7156871867984,53,52,1,0,34448,31694,2707,47,0.9200534138411519,175659.19966928355,0.8723661873738381,177561,15219,11.461988617725739
438,53,47,1.0850879999999998,722.8007751867984,53,52,1,0,34501,31746,2708,47,0.9201472421089244,175683.2648210465,0.8718361536119135,177828,15225,11.427891922668396
439,53,47,1.0810239999999998,723.8817991867984,53,52,1,0,34554,31798,2709,47,0.9202407825432656,175708.24427812142,0.871304019199358,178094,15230,11.394001570338558
440,53,47,1.105408,724.9872071867984,53,52,1,0,34607,31850,2710,47,0.9203340364666108,175727.2386837778,0.8707942932633768,178366,15241,11.359210302033581
441,53,47,1.0850879999999998,726.0722951867984,53,51,2,0,34660,31901,2712,47,0.920398153491056,175745.58462827865,0.8703029048015025,178633,15248,11.325131487638696
442,52,48,1.0800781632705683,727.152373350069,53,51,1,1,34713,31952,2713,48,0.9204620747270476,175765.08677428204,0.8698024471667012,178898,15253,11.291274000419484
443,52,48,1.052576,728.204949350069,52,51,1,0,34765,32003,2714,48,0.9205522795915432,175791.16993677692,0.8692695056558641,179157,15256,11.258324884674948
444,52,48,1.0688319999999998,729.273781350069,52,51,1,0,34817,32054,2715,48,0.920642215009909,175813.2587224512,0.8687463743413865,179420,15263,11.224739396955403
445,52,48,1.0485119999999999,730.322293350069,52,50,2,0,34869,32104,2717,48,0.9207032034185093,175834.6981453101,0.8682196379409358,179678,15269,11.191949374204619
446,52,48,1.0607039999999999,731.382997350069,52,51,1,0,34921,32155,2718,48,0.9207926462586982,175858.61370309838,0.8676975399810292,179939,15274,11.15868207247258
447,52,48,1.0607039999999999,732.443701350069,52,51,1,0,34973,32206,2719,48,0.9208818231206931,175882.45999323437,0.8671792407540264,180200,15279,11.125479901136751
448,52,48,1.0647679999999997,733.5084693500689,52,51,1,0,35025,32257,2720,48,0.9209707351891506,175905.26270859054,0.8666671160169377,180462,15285,11.092183767203384
449,52,48,1.0566399999999998,734.565109350069,52,51,1,0,35077,32308,2721,48,0.9210593836417026,175929.9459708103,0.866149689705105,180722,15289,11.059075558465091
450,52,48,1.064768,735.6298773500689,52,51,1,0,35129,32359,2722,48,0.9211477696490079,175952.6141954189,0.8656411786713651,180984,15295,11.025714294135511
451,52,48,1.07696,736.7068373500689,52,51,1,0,35181,32410,2723,48,0.9212358943748046,175972.30462298202,0.8651429201561522,181249,15304,10.991825833656419
452,52,48,1.052576,737.7594133500689,52,51,1,0,35233,32461,2724,48,0.9213237589759601,175997.75434974852,0.8646293257723137,181508,15307,10.958876717911883
453,52,48,1.0566399999999998,738.816053350069,52,51,1,0,35285,32512,2725,48,0.9214113646025223,176022.16331157615,0.8641217176897529,181768,15311,10.925783722401556
454,52,48,1.052576,739.868629350069,52,51,1,0,35337,32563,2726,48,0.92149871239777,176047.46955472179,0.8636123299193387,182027,15314,10.89283460665702
455,52,48,1.0607039999999999,740.929333350069,52,51,1,0,35389,32614,2727,48,0.9215858034982621,176070.77237737473,0.8631128840619862,182288,15319,10.859632435321194
456,52,48,1.0566399999999998,741.985973350069,52,51,1,0,35441,32665,2728,48,0.9216726390338873,176094.9730762021,0.8626110165140608,182548,15323,10.826524226582901
457,51,49,1.033951169811351,743.0199245198803,52,50,1,1,35493,32715,2729,49,0.9217310455582791,176119.09947712134,0.8621029366580574,182802,15326,10.794579944867799
458,51,49,1.0444479999999998,744.0643725198803,51,50,1,0,35544,32765,2730,49,0.9218152149448571,176140.67389915013,0.8616142054646205,183059,15332,10.762249840807277
459,51,49,1.0444479999999998,745.1088205198803,51,50,1,0,35595,32815,2731,49,0.9218991431380812,176162.18783776677,0.8611291928486432,183316,15338,10.729984867142969
460,51,49,1.040384,746.1492045198803,51,50,1,0,35646,32865,2732,49,0.9219828311732031,176184.60115438935,0.8606416989687562,183572,15343,10.697878986472412
461,51,49,1.040384,747.1895885198803,51,50,1,0,35697,32915,2733,49,0.9220662800795585,176206.95205457477,0.8601550688102115,183828,15348,10.665707975405644
462,51,49,1.040384,748.2299725198803,51,50,1,0,35748,32965,2734,49,0.9221494908806087,176229.24079868573,0.859661038530807,184084,15353,10.6336672251313
463,51,49,1.0485119999999999,749.2784845198803,51,50,1,0,35799,33015,2735,49,0.9222324645939831,176249.5557104124,0.8591843839602605,184342,15360,10.60124315847324
464,51,49,1.03632,750.3148045198803,51,50,1,0,35850,33065,2736,49,0.9223152022315202,176272.67808560966,0.8586990923855421,184597,15364,10.56923124040022
465,51,49,1.044448,751.3592525198803,51,50,1,0,35901,33115,2737,49,0.9223977047993092,176293.82955724662,0.8582166162466521,184854,15370,10.536981479963876
466,51,49,1.03632,752.3955725198804,51,50,1,0,35952,33165,2738,49,0.9224799732977303,176316.82700590952,0.8577306933299511,185109,15374,10.50503469228707
467,51,49,1.0363200000000001,753.4318925198804,51,50,1,0,36003,33215,2739,49,0.9225620087214954,176339.76119015203,0.8572265343238833,185364,15378,10.473022774214055
468,51,49,1.048512,754.4804045198804,51,50,1,0,36054,33265,2740,49,0.9226438120596883,176359.78244481218,0.8567413612760475,185622,15385,10.440533577159778
469,51,49,1.032256,755.5126605198803,51,50,1,0,36105,33315,2741,49,0.9227253842958039,176383.54320667725,0.8562356868716094,185876,15388,10.408680752080514
470,51,49,1.0363200000000001,756.5489805198804,51,50,1,0,36156,33365,2742,49,0.9228067264077885,176406.29151107947,0.8557378618734482,186131,15392,10.3766688340075
471,50,50,1.0233800642325246,757.5723605841129,51,49,1,1,36207,33414,2743,50,0.9228602203993703,176426.71110248385,0.8552423006360664,186382,15397,10.345277050469559
472,49,51,0.9985479373440522,758.5709085214569,50,48,1,1,36257,33462,2744,51,0.922911437791323,176447.57859339128,0.8547388206809884,186627,15400,10.314918612325714
473,49,51,1.003808,759.5747165214569,49,48,1,0,36306,33510,2745,51,0.9229879358783672,176467.16917309814,0.8542515862202191,186874,15406,10.28464016722337
474,49,51,0.9916160000000002,760.566332521457,49,48,1,0,36355,33558,2746,51,0.9230642277540916,176489.53715186054,0.8537553306767939,187118,15409,10.254643609913648
475,49,51,0.9916160000000002,761.557948521457,49,48,1,0,36404,33606,2747,51,0.9231403142511811,176511.84688043813,0.8532609764763482,187362,15412,10.22464705260393
476,49,51,0.9916160000000002,762.549564521457,49,48,1,0,36453,33654,2748,51,0.9232161961978438,176534.09858607574,0.8527685154833443,187606,15415,10.194650495294203
477,49,51,0.9916160000000002,763.541180521457,49,48,1,0,36502,33702,2749,51,0.9232918744178401,176556.29249483766,0.8522779396085924,187850,15418,10.164653937984482
478,49,51,0.9997440000000001,764.540924521457,49,48,1,0,36551,33750,2750,51,0.9233673497305135,176576.55158813045,0.8517976698459584,188096,15423,10.134469455479682
479,49,51,0.9916160000000002,765.532540521457,49,48,1,0,36600,33798,2751,51,0.9234426229508197,176598.63277387453,0.85131082815295,188340,15426,10.10447289816996
480,49,51,0.9916160000000002,766.524156521457,49,48,1,0,36649,33846,2752,51,0.9235176948893558,176620.65682885004,0.8508258476193854,188584,15429,10.074476340860237
481,49,51,0.9997440000000002,767.523900521457,49,48,1,0,36698,33894,2753,51,0.9235925663523897,176640.75334708072,0.8503518329833606,188830,15434,10.044291858355436
482,49,51,0.9916160000000002,768.515516521457,49,48,1,0,36747,33942,2754,51,0.9236672381418891,176662.66598562468,0.8498705382048888,189074,15437,10.014295301045712
483,49,51,0.9916160000000002,769.507132521457,49,48,1,0,36796,33990,2755,51,0.9237417110555495,176684.5221492588,0.8493910810344997,189318,15440,9.984298743735991
484,49,51,0.9956800000000001,770.502812521457,49,48,1,0,36845,34038,2756,51,0.9238159858868232,176705.39002245164,0.8489158416174555,189563,15444,9.954196122360178
485,49,51,0.9916160000000002,771.494428521457,49,48,1,0,36894,34086,2757,51,0.9238900634249472,176727.13497270312,0.8484400330219815,189807,15447,9.924199565050454
486,49,51,0.9997440000000002,772.494172521457,49,48,1,0,36943,34134,2758,51,0.9239639444549712,176746.96438723948,0.8479762780277605,190053,15452,9.894015082545653
487,49,51,0.9956800000000001,773.489852521457,49,48,1,0,36992,34182,2759,51,0.9240376297577855,176767.6712943136,0.8475093075540311,190298,15456,9.86392456263839
488,49,51,0.9916160000000002,774.481468521457,49,48,1,0,37041,34230,2760,51,0.9241111201101482,176789.2526355608,0.8470388976752616,190542,15459,9.83392800532867
489,49,51,0.9997440000000002,775.481212521457,49,48,1,0,37090,34278,2761,51,0.9241844162847128,176808.925588518,0.8465807127614362,190788,15464,9.803693605655614
490,49,51,0.9956800000000001,776.476892521457,49,48,1,0,37139,34326,2762,51,0.9242575190500552,176829.47338475467,0.8461194286735658,191033,15468,9.773603085748352
491,49,51,0.9916160000000002,777.468508521457,49,48,1,0,37188,34374,2763,51,0.9243304291707002,176850.8929853399,0.8456543490213859,191277,15471,9.743606528438633
492,49,51,0.9916160000000002,778.460124521457,49,48,1,0,37237,34422,2764,51,0.9244031474071488,176872.25801660807,0.8451910386925057,191521,15474,9.713609971128909
493,49,51,0.9916160000000002,779.451740521457,49,48,1,0,37286,34470,2765,51,0.9244756745159041,176893.568686828,0.8447294902954957,191765,15477,9.683613413819186
494,49,51,0.9916160000000002,780.4433565214571,49,48,1,0,37335,34518,2766,51,0.9245480112494978,176914.82520320988,0.8442696964800408,192009,15480,9.653616856509464
495,49,51,0.9916160000000002,781.4349725214571,49,48,1,0,37384,34566,2767,51,0.9246201583565161,176936.02777191222,0.8438116499366535,192253,15483,9.623620299199741
496,49,51,0.9956800000000001,782.4306525214571,49,48,1,0,37433,34614,2768,51,0.9246921165816259,176956.25746999096,0.8433559304420948,192498,15487,9.593529779292478
497,49,51,0.9916160000000002,783.4222685214571,49,48,1,0,37482,34662,2769,51,0.9247638866655995,176977.3538115895,0.8429013558633368,192742,15490,9.563533221982755
