round,round_airtime_s,elapsed_channel_time_s,alive_nodes,dead_nodes,residual_energy_j,generated_packets,delivered_packets,energy_drops,pdr,avg_delay_s,throughput_bps
419,1.04,583.1679999999984,65,35,16.22348639294879,36448,36413,35,0.9990397278314311,0.7215236576124614,249759.93195785844
420,1.04,584.2079999999984,65,35,16.18464029842122,36513,36478,35,0.9990414372963055,0.7211806010031963,249760.35932407706
421,1.04,585.2479999999983,65,35,16.14579420389365,36578,36543,35,0.999043140685658,0.7208387648016482,249760.78517141522
422,1.04,586.2879999999983,64,36,16.10797397548501,36643,36607,36,0.9990175476898726,0.7205033736855626,249754.38692246887
423,1.024,587.3119999999983,64,36,16.07031514604303,36707,36671,36,0.9990192606314872,0.7201551912647091,249754.8151578725
424,1.024,588.3359999999983,64,36,16.03265631660105,36771,36735,36,0.9990209676103451,0.7198082220560474,249755.241902587
425,1.024,589.3599999999983,64,36,15.99499748715907,36835,36799,36,0.9990226686575268,0.719462459729603,249755.6671643824
426,1.024,590.3839999999983,63,37,15.958511248793899,36899,36862,37,0.9989972627984498,0.7191291322652111,249749.31569961316
427,1.008,591.3919999999983,63,37,15.922028880833318,36962,36925,37,0.9989989719171041,0.7187774432371229,249749.74297927672
428,1.008,592.3999999999984,63,37,15.885546512872743,37025,36988,37,0.9990006752194464,0.718426952241303,249750.16880486227
429,1.008,593.4079999999984,63,37,15.849064144912164,37088,37051,37,0.9990023727351165,0.7180776531664967,249750.59318377977
430,1.008,594.4159999999985,63,37,15.812581776951587,37151,37114,37,0.9990040644935534,0.717729539942944,249751.01612338898
431,1.008,595.4239999999985,63,37,15.77609940899101,37214,37177,37,0.9990057505239963,0.717382606542028,249751.43763099972
432,1.008,596.4319999999985,63,37,15.739617041030428,37277,37240,37,0.9990074308554873,0.7170368469759272,249751.85771387245
433,1.008,597.4399999999986,63,37,15.703134673069851,37340,37303,37,0.9990091055168719,0.7166922552972704,249752.2763792186
434,1.008,598.4479999999986,63,37,15.666652305109274,37403,37366,37,0.9990107745368019,0.7163488255987965,249752.69363420104
435,1.008,599.4559999999987,63,37,15.630169937148697,37466,37429,37,0.9990124379437356,0.7160065520130162,249753.1094859345
436,1.008,600.4639999999987,63,37,15.59368756918812,37529,37492,37,0.999014095765941,0.7156654287118782,249753.5239414858
437,1.008,601.4719999999987,63,37,15.557205201227543,37592,37555,37,0.9990157480314961,0.7153254499064383,249753.93700787454
438,1.008,602.4799999999988,62,38,15.521259718183511,37655,37617,38,0.9989908378701368,0.7149962327889,249747.7094675347
439,0.992,603.4719999999987,62,38,15.485920128499002,37717,37679,38,0.9989924967521276,0.7146506888825024,249748.12418803244
440,0.992,604.4639999999987,62,38,15.450580538814487,37779,37741,38,0.9989941501892586,0.7143062802784125,249748.53754731518
441,0.992,605.4559999999987,62,38,15.415240949129974,37841,37803,38,0.9989957982082925,0.7139630013906654,249748.9495520737
442,0.992,606.4479999999986,62,38,15.379901359445462,37903,37865,38,0.9989974408358178,0.7136208466698819,249749.360208955
443,0.992,607.4399999999986,62,38,15.344561769760949,37965,37927,38,0.9989990780982484,0.7132798106029697,249749.76952456267
444,0.992,608.4319999999985,62,38,15.309222180076436,38027,37989,38,0.9990007100218266,0.7129398877128272,249750.17750545725
445,0.992,609.4239999999985,62,38,15.273882590391926,38089,38051,38,0.9990023366326236,0.7126010725580497,249750.5841581565
446,0.992,610.4159999999985,62,38,15.238543000707411,38151,38113,38,0.9990039579565411,0.71226335973264,249750.9894891359
447,0.992,611.4079999999984,61,39,15.203777535891737,38213,38174,39,0.9989794049145578,0.7119382419104481,249744.85122864012
448,0.976,612.3839999999984,61,39,15.169557798835568,38274,38235,39,0.998981031509641,0.7115953305580955,249745.25787741088
449,0.976,613.3599999999984,61,39,15.135338061779397,38335,38296,39,0.9989826529281336,0.7112535116223135,249745.66323203404
450,0.976,614.3359999999984,61,39,15.101118324723224,38396,38357,39,0.9989842691947077,0.7109127798912181,249746.06729867758
451,0.976,615.3119999999984,61,39,15.066898587667055,38457,38418,39,0.9989858803338794,0.7105731301860272,249746.47008347049
452,0.976,616.2879999999984,61,39,15.032678850610885,38518,38479,39,0.9989874863700088,0.7102345573607975,249746.87159250284
453,0.976,617.2639999999984,61,39,14.998459113554713,38579,38540,39,0.9989890873273024,0.7098970563021657,249747.27183182625
454,0.976,618.2399999999984,60,40,14.965195988706762,38640,38600,40,0.9989648033126294,0.7095557659767386,249741.20082815798
455,0.96,619.1999999999985,60,40,14.932079680311844,38700,38660,40,0.9989664082687338,0.7092134656885347,249741.60206718408
456,0.96,620.1599999999985,60,40,14.898963371916924,38760,38720,40,0.9989680082559339,0.7088722262483316,249742.0020639841
457,0.96,621.1199999999985,60,40,14.865847063522006,38820,38780,40,0.9989696032972695,0.7085320427321311,249742.40082431794
458,0.96,622.0799999999986,60,40,14.832730755127084,38880,38840,40,0.9989711934156379,0.7081929102463617,249742.79835391004
459,0.96,623.0399999999986,60,40,14.799614446732164,38940,38900,40,0.9989727786337956,0.7078548239276435,249743.19465844944
460,0.96,623.9999999999986,60,40,14.766498138337248,39000,38960,40,0.9989743589743589,0.7075177789425559,249743.5897435903
461,0.96,624.9599999999987,60,40,14.73338182994233,39060,39020,40,0.9989759344598055,0.707181770487407,249743.9836149519
462,0.96,625.9199999999987,60,40,14.70026552154741,39120,39080,40,0.9989775051124744,0.7068467937880057,249744.37627811913
463,0.96,626.8799999999987,60,40,14.667149213152491,39180,39140,40,0.9989790709545686,0.7065128440994356,249744.76773864267
464,0.96,627.8399999999988,60,40,14.634032904757573,39240,39200,40,0.9989806320081549,0.7061799167058305,249745.1580020392
465,0.96,628.7999999999988,60,40,14.600916596362653,39300,39260,40,0.9989821882951654,0.7058480069201528,249745.54707379182
466,0.96,629.7599999999989,60,40,14.567800287967733,39360,39320,40,0.9989837398373984,0.7055171100839737,249745.93495935004
467,0.96,630.7199999999989,60,40,14.534683979572815,39420,39380,40,0.9989852866565195,0.7051872215672547,249746.32166413032
468,0.96,631.6799999999989,60,40,14.501567671177899,39480,39440,40,0.9989868287740629,0.7048583367681321,249746.70719351614
469,0.96,632.639999999999,60,40,14.468451362782977,39540,39500,40,0.9989883662114315,0.7045304511127032,249747.09155285827
470,0.96,633.599999999999,60,40,14.435335054388057,39600,39560,40,0.998989898989899,0.7042035600548134,249747.47474747515
471,0.96,634.559999999999,60,40,14.40221874599314,39660,39620,40,0.9989914271306102,0.7038776590758472,249747.85678265293
472,0.96,635.5199999999991,60,40,14.36910243759822,39720,39680,40,0.998992950654582,0.7035527436845189,249748.23766364588
473,0.96,636.4799999999991,60,40,14.335986129203299,39780,39740,40,0.9989944695827049,0.7032288094166672,249748.61739567656
474,0.96,637.4399999999991,60,40,14.302869820808382,39840,39800,40,0.998995983935743,0.7029058518350503,249748.99598393607
475,0.96,638.3999999999992,60,40,14.269753512413462,39900,39860,40,0.9989974937343359,0.7025838665291431,249749.3734335843
476,0.96,639.3599999999992,60,40,14.236637204018542,39960,39920,40,0.998998998998999,0.7022628491149371,249749.74974975004
477,0.96,640.3199999999993,59,41,14.20384239725352,40020,39979,41,0.998975512243878,0.701943919385381,249743.87806096982
478,0.9440000000000001,641.2639999999992,59,41,14.17177498089556,40079,40038,41,0.9989770203847401,0.7016183368187224,249744.25509618534
479,0.9440000000000001,642.2079999999992,59,41,14.139707564537602,40138,40097,41,0.998978524091883,0.7012937123971337,249744.63102297107
480,0.9440000000000001,643.1519999999991,59,41,14.107640148179643,40197,40156,41,0.9989800233848297,0.7009700418972937,249745.00584620776
481,0.9440000000000001,644.0959999999991,59,41,14.075572731821682,40256,40215,41,0.9989815182829889,0.7006473211206661,249745.37957074758
482,0.9440000000000001,645.039999999999,59,41,14.043505315463724,40315,40274,41,0.9989830088056555,0.700325545893317,249745.75220141423
483,0.9440000000000001,645.983999999999,59,41,14.011437899105765,40374,40333,41,0.9989844949720117,0.7000047120657354,249746.1237430033
484,0.9440000000000001,646.927999999999,59,41,13.979370482747804,40433,40392,41,0.9989859768011278,0.6996848155126552,249746.49420028235
485,0.9440000000000001,647.8719999999989,59,41,13.947303066389846,40492,40451,41,0.9989874543119629,0.6993658521328775,249746.8635779911
486,0.9440000000000001,648.8159999999989,59,41,13.915235650031887,40551,40510,41,0.9989889275233657,0.6990478178490962,249747.23188084183
487,0.9440000000000001,649.7599999999989,59,41,13.88316823367393,40610,40569,41,0.9989903964540754,0.6987307086077238,249747.59911351927
488,0.9440000000000001,650.7039999999988,59,41,13.851100817315968,40669,40628,41,0.9989918611227224,0.6984145203787192,249747.96528068106
489,0.9440000000000001,651.6479999999988,59,41,13.81903340095801,40728,40687,41,0.9989933215478295,0.6980992491554173,249748.33038695785
490,0.9440000000000001,652.5919999999987,59,41,13.786965984600052,40787,40746,41,0.9989947777478118,0.6977848909543592,249748.69443695343
491,0.9440000000000001,653.5359999999987,59,41,13.754898568242092,40846,40805,41,0.9989962297409783,0.6974714418151252,249749.05743524508
492,0.9440000000000001,654.4799999999987,59,41,13.722831151884133,40905,40864,41,0.9989976775455324,0.6971588978001675,249749.41938638358
493,0.9440000000000001,655.4239999999986,59,41,13.690763735526172,40964,40923,41,0.9989991211795723,0.6968472549946462,249749.7802948936
494,0.9440000000000001,656.3679999999986,59,41,13.658696319168214,41023,40982,41,0.9990005606610926,0.6965365095062652,249750.14016527368
495,0.9440000000000001,657.3119999999985,59,41,13.626628902810257,41082,41041,41,0.999001996007984,0.696226657465111,249750.49900199656
496,0.9440000000000001,658.2559999999985,58,42,13.59532323055332,41141,41099,42,0.9989791205853042,0.6959295424485544,249744.7801463266
497,0.928,659.1839999999985,58,42,13.564265414485886,41199,41157,42,0.9989805577805286,0.695615382101724,249745.13944513272
498,0.928,660.1119999999985,58,42,13.533207598418453,41257,41215,42,0.9989819909348716,0.6953021059621054,249745.49773371848
499,0.928,661.0399999999985,58,42,13.502149782351019,41315,41273,42,0.9989834200653516,0.6949897103020302,249745.85501633846
500,0.928,661.9679999999985,58,42,13.471091966283588,41373,41331,42,0.9989848451888913,0.6946781914147542,249746.2112972234
501,0.928,662.8959999999985,58,42,13.440034150216155,41431,41389,42,0.998986266322319,0.6943675456143111,249746.56658058034
502,0.928,663.8239999999985,58,42,13.408976334148724,41489,41447,42,0.9989876834823688,0.6940577692353666,249746.9208705928
503,0.928,664.7519999999985,58,42,13.37791851808129,41547,41505,42,0.9989890966856813,0.6937488586330744,249747.2741714209
504,0.928,665.6799999999985,58,42,13.346860702013856,41605,41563,42,0.9989905059488042,0.6934408101829337,249747.62648720163
505,0.928,666.6079999999985,58,42,13.315802885946423,41663,41621,42,0.9989919112881933,0.6931336202806465,249747.9778220489
506,0.928,667.5359999999985,58,42,13.284745069878992,41721,41679,42,0.9989933127202129,0.6928272853419781,249748.3281800538
507,0.928,668.4639999999985,58,42,13.253687253811558,41779,41737,42,0.998994710261136,0.6925218018026169,249748.67756528457
508,0.928,669.3919999999985,58,42,13.222629437744128,41837,41795,42,0.9989961039271458,0.6922171661180365,249749.02598178704
509,0.928,670.3199999999985,58,42,13.191571621676694,41895,41853,42,0.9989974937343359,0.6919133747633588,249749.37343358452
510,0.928,671.2479999999985,58,42,13.160513805609261,41953,41911,42,0.9989988796987105,0.6916104242332173,249749.71992467818
511,0.928,672.1759999999985,58,42,13.129455989541826,42011,41969,42,0.9990002618361857,0.6913083110416233,249750.065459047
512,0.928,673.1039999999985,58,42,13.098398173474395,42069,42027,42,0.9990016401625901,0.6910070317218313,249750.41004064807
513,0.928,674.0319999999984,58,42,13.06734035740696,42127,42085,42,0.9990030146936644,0.690706582826207,249750.75367341668
514,0.928,674.9599999999984,58,42,13.036282541339528,42185,42143,42,0.9990043854450634,0.6904069609260953,249751.09636126642
515,0.928,675.8879999999984,58,42,13.005224725272095,42243,42201,42,0.9990057524323557,0.6901081626116906,249751.4381080895
516,0.928,676.8159999999984,58,42,12.974166909204662,42301,42259,42,0.9990071156710243,0.6898101844919063,249751.77891775666
517,0.928,677.7439999999984,58,42,12.943109093137231,42359,42317,42,0.9990084751764678,0.6895130231942479,249752.11879411753
518,0.928,678.6719999999984,58,42,12.912051277069796,42417,42375,42,0.9990098309640003,0.6892166753646845,249752.45774100066
519,0.928,679.5999999999984,58,42,12.880993461002365,42475,42433,42,0.9990111830488523,0.6889211376675234,249752.79576221365
520,0.928,680.5279999999984,58,42,12.849935644934932,42533,42491,42,0.9990125314461712,0.6886264067852848,249753.1328615434
521,0.928,681.4559999999984,58,42,12.8188778288675,42591,42549,42,0.999013876171022,0.6883324794185774,249753.4690427561
522,0.928,682.3839999999984,58,42,12.787820012800065,42649,42607,42,0.9990152172383878,0.6880393522859758,249753.80430959753
523,0.928,683.3119999999984,58,42,12.756762196732632,42707,42665,42,0.99901655466317,0.6877470221238975,249754.13866579306
524,0.928,684.2399999999984,58,42,12.7257043806652,42765,42723,42,0.9990178884601895,0.6874554856864827,249754.47211504792
525,0.928,685.1679999999984,58,42,12.694646564597768,42823,42781,42,0.9990192186441865,0.6871647397454739,249754.8046610472
526,0.928,686.0959999999984,58,42,12.663588748530335,42881,42839,42,0.9990205452298221,0.6868747810900963,249755.1363074561
527,0.928,687.0239999999984,58,42,12.632530932462902,42939,42897,42,0.9990218682316775,0.6865856065269401,249755.46705791994
528,0.928,687.9519999999984,58,42,12.60147311639547,42997,42955,42,0.9990231876642557,0.6862972128798432,249755.7969160645
529,0.928,688.8799999999984,58,42,12.570415300328035,43055,43013,42,0.9990245035419811,0.6860095969897748,249756.1258854959
530,0.928,689.8079999999984,58,42,12.539357484260602,43113,43071,42,0.9990258158792011,0.6857227557147199,249756.45396980087
531,0.928,690.7359999999984,58,42,12.50829966819317,43171,43129,42,0.9990271246901855,0.6854366859295652,249756.78117254697
532,0.928,691.6639999999984,58,42,12.477241852125736,43229,43187,42,0.9990284299891277,0.6851513845259855,249757.1074972825
533,0.928,692.5919999999984,58,42,12.446184036058304,43287,43245,42,0.9990297317901449,0.6848668484123309,249757.43294753678
534,0.928,693.5199999999984,58,42,12.415126219990873,43345,43303,42,0.9990310301072788,0.6845830745135156,249757.7575268203
535,0.928,694.4479999999984,58,42,12.38406840392344,43403,43361,42,0.9990323249544962,0.6843000597709067,249758.08123862464
536,0.928,695.3759999999984,58,42,12.353010587856007,43461,43419,42,0.9990336163456892,0.6840178011422142,249758.4040864229
537,0.928,696.3039999999984,58,42,12.321952771788572,43519,43477,42,0.9990349042946759,0.6837362956013827,249758.72607366956
538,0.928,697.2319999999984,58,42,12.29089495572114,43577,43535,42,0.9990361888152007,0.6834555401384824,249759.04720380076
539,0.928,698.1599999999984,58,42,12.259837139653706,43635,43593,42,0.999037469920935,0.6831755317596024,249759.36748023433
540,0.928,699.0879999999984,58,42,12.228779323586277,43693,43651,42,0.9990387476254777,0.682896267486744,249759.68690637
541,0.928,700.0159999999984,58,42,12.19772150751884,43751,43709,42,0.9990400219423556,0.6826177443577154,249760.00548558947
542,0.928,700.9439999999984,58,42,12.16666369145141,43809,43767,42,0.9990412928850236,0.6823399594260264,249760.3232212565
543,0.928,701.8719999999984,58,42,12.135605875383977,43867,43825,42,0.9990425604668658,0.6820629097607853,249760.64011671703
544,0.928,702.7999999999984,57,43,12.104978129722966,43925,43882,43,0.9990210586226522,0.681785698828047,249755.26465566363
545,0.912,703.7119999999984,57,43,12.07484022187319,43982,43939,43,0.99902232731572,0.6815044732851977,249755.5818289306
546,0.912,704.6239999999984,57,43,12.044702314023414,44039,43996,43,0.9990235927246305,0.6812239764384089,249755.89818115818
547,0.912,705.5359999999985,56,44,12.01469010637769,44096,44052,44,0.9990021770682148,0.6809574612441959,249750.54426705424
548,0.896,706.4319999999984,56,44,11.985466505109642,44152,44108,44,0.9990034426526545,0.68067312274586,249750.86066316417
549,0.896,707.3279999999984,56,44,11.956242903841595,44208,44164,44,0.9990047050307637,0.680389505330574,249751.1762576915
550,0.896,708.2239999999983,56,44,11.927019302573548,44264,44220,44,0.9990059642147118,0.6801066062588091,249751.49105367853
551,0.896,709.1199999999983,56,44,11.8977957013055,44320,44276,44,0.9990072202166065,0.679824422804897,249751.8050541522
552,0.896,710.0159999999983,56,44,11.86857210003745,44376,44332,44,0.9990084730484947,0.6795429522569406,249752.11826212428
553,0.896,710.9119999999982,55,45,11.839643121339313,44432,44387,45,0.9989872164205977,0.6792677399788253,249746.80410515008
554,0.88,711.7919999999982,55,45,11.811324211974645,44487,44442,45,0.9989884685413717,0.6789827683143319,249747.11713534355
555,0.88,712.6719999999982,55,45,11.783005302609979,44542,44497,45,0.998989717569934,0.6786985011216703,249747.42939248413
556,0.88,713.5519999999982,55,45,11.754686393245311,44597,44552,45,0.9989909635177254,0.6784149357918026,249747.74087943198
557,0.88,714.4319999999982,54,46,11.726978745417497,44652,44606,46,0.9989698109827108,0.6781372065198162,249742.4527456783
558,0.864,715.2959999999982,54,46,11.699558599538536,44706,44660,46,0.9989710553393281,0.6778504757870457,249742.76383483264
559,0.864,716.1599999999983,54,46,11.672138453659572,44760,44714,46,0.9989722966934763,0.6775644376096076,249743.07417336968
560,0.864,717.0239999999983,54,46,11.644718307780607,44814,44768,46,0.9989735350560093,0.6772790894813825,249743.3837640029
561,0.864,717.8879999999983,54,46,11.617298161901644,44868,44822,46,0.9989747704377284,0.6769944289083277,249743.6926094327
562,0.864,718.7519999999984,54,46,11.58987801602268,44922,44876,46,0.9989760028493834,0.6767104534084054,249744.0007123464
563,0.864,719.6159999999984,54,46,11.562457870143717,44976,44930,46,0.998977232301672,0.6764271605115099,249744.30807541855
564,0.864,720.4799999999984,54,46,11.535037724264754,45030,44984,46,0.9989784588052409,0.6761445477593961,249744.61470131078
565,0.864,721.3439999999985,54,46,11.507617578385792,45084,45038,46,0.9989796823706858,0.6758626127056089,249744.920592672
566,0.864,722.2079999999985,54,46,11.48019743250683,45138,45092,46,0.9989809030085516,0.6755813529154118,249745.22575213842
567,0.864,723.0719999999985,54,46,11.452777286627864,45192,45146,46,0.9989821207293327,0.6753007659657175,249745.53018233366
568,0.864,723.9359999999986,54,46,11.425357140748902,45246,45200,46,0.9989833355434734,0.6750208494450181,249745.83388586887
569,0.864,724.7999999999986,54,46,11.397936994869939,45300,45254,46,0.9989845474613687,0.6747416009533158,249746.13686534265
570,0.864,725.6639999999986,54,46,11.370516848990976,45354,45308,46,0.9989857564933633,0.6744630181020547,249746.4391233413
571,0.864,726.5279999999987,54,46,11.34309670311201,45408,45362,46,0.9989869626497534,0.674185098514052,249746.7406624388
572,0.864,727.3919999999987,54,46,11.315676557233047,45462,45416,46,0.9989881659407858,0.6739078398234314,249747.04148519688
573,0.864,728.2559999999987,54,46,11.288256411354087,45516,45470,46,0.9989893663766588,0.6736312396755553,249747.34159416513
574,0.864,729.1199999999988,54,46,11.260836265475124,45570,45524,46,0.9989905639675225,0.673355295726958,249747.64099188105
575,0.864,729.9839999999988,54,46,11.23341611959616,45624,45578,46,0.9989917587234789,0.6730800056452799,249747.93968087013
576,0.864,730.8479999999988,54,46,11.205995973717197,45678,45632,46,0.998992950654582,0.672805367109202,249748.2376636459
577,0.864,731.7119999999989,54,46,11.178575827838234,45732,45686,46,0.9989941397708388,0.6725313778083799,249748.5349427101
578,0.864,732.5759999999989,54,46,11.151155681959269,45786,45740,46,0.9989953260822085,0.6722580354433795,249748.8315205525
579,0.864,733.4399999999989,54,46,11.123735536080305,45840,45794,46,0.9989965095986039,0.6719853377256129,249749.12739965133
580,0.864,734.303999999999,53,47,11.096983568042234,45894,45847,47,0.998975900989236,0.6717195360673329,249743.97524730937
581,0.848,735.1519999999989,53,47,11.070426643159548,45947,45900,47,0.9989770822904651,0.6714438907266082,249744.27057261666
582,0.848,735.9999999999989,53,47,11.043869718276861,46000,45953,47,0.9989782608695652,0.6711688812182799,249744.5652173917
583,0.848,736.8479999999988,53,47,11.017312793394174,46053,46006,47,0.9989794367359347,0.6708945053448663,249744.85918398408
584,0.848,737.6959999999988,53,47,10.990755868511489,46106,46059,47,0.9989806098989286,0.6706207609189999,249745.15247473255
585,0.848,738.5439999999987,53,47,10.964198943628803,46159,46112,47,0.9989817803678589,0.67034764576337,249745.44509196517
586,0.848,739.3919999999987,53,47,10.937642018746116,46212,46165,47,0.9989829481519952,0.6700751577106643,249745.73703799924
587,0.848,740.2399999999986,53,47,10.91108509386343,46265,46218,47,0.9989841132605641,0.6698032946035121,249746.0283151415
588,0.848,741.0879999999986,53,47,10.884528168980744,46318,46271,47,0.9989852757027505,0.6695320542944267,249746.3189256881
589,0.848,741.9359999999986,53,47,10.857971244098062,46371,46324,47,0.998986435487697,0.6692614346457499,249746.60887192475
590,0.848,742.7839999999985,53,47,10.831414319215375,46424,46377,47,0.9989875926245045,0.6689914335295949,249746.89815612664
591,0.848,743.6319999999985,53,47,10.80485739433269,46477,46430,47,0.9989887471222325,0.6687220488277907,249747.18678055864
592,0.848,744.4799999999984,53,47,10.778300469450002,46530,46483,47,0.998989898989899,0.6684532784318272,249747.47474747527
593,0.848,745.3279999999984,53,47,10.751743544567317,46583,46536,47,0.9989910482364811,0.6681851202427996,249747.7620591208
594,0.848,746.1759999999983,53,47,10.72518661968463,46636,46589,47,0.9989921948709152,0.6679175721713543,249748.04871772934
595,0.848,747.0239999999983,53,47,10.698629694801944,46689,46642,47,0.9989933389020969,0.667650632137634,249748.3347255248
596,0.848,747.8719999999983,53,47,10.67207276991926,46742,46695,47,0.9989944803388815,0.6673842980712245,249748.62008472095
597,0.848,748.7199999999982,53,47,10.645515845036575,46795,46748,47,0.9989956191900844,0.6671185679111005,249748.9047975217
598,0.848,749.5679999999982,52,48,10.61969084840552,46848,46800,48,0.9989754098360656,0.6668652740732842,249743.852459017
599,0.8320000000000001,750.3999999999982,51,49,10.594302667620932,46900,46851,49,0.998955223880597,0.6666062589955567,249738.80597014987
600,0.8160000000000001,751.2159999999982,51,49,10.569418364895759,46951,46902,49,0.998956358757002,0.6663348440103184,249739.0896892511
601,0.8160000000000001,752.0319999999982,51,49,10.544534062170582,47002,46953,49,0.9989574911705885,0.6660640186429638,249739.37279264771
602,0.8160000000000001,752.8479999999983,51,49,10.519649759445407,47053,47004,49,0.9989586211293647,0.6657937809742619,249739.65528234176
603,0.8160000000000001,753.6639999999983,51,49,10.49476545672024,47104,47055,49,0.9989597486413043,0.6655241290933022,249739.93716032666
604,0.8160000000000001,754.4799999999983,51,49,10.469881153995063,47155,47106,49,0.9989608737143463,0.6652550610974496,249740.21842858713
605,0.8160000000000001,755.2959999999983,51,49,10.44499685126989,47206,47157,49,0.9989619963563954,0.6649865750923,249740.49908909938
606,0.8160000000000001,756.1119999999984,51,49,10.420112548544715,47257,47208,49,0.9989631165753222,0.6647186691916352,249740.77914383108
607,0.8160000000000001,756.9279999999984,51,49,10.395228245819542,47308,47259,49,0.9989642343789634,0.6644513415173796,249741.05859474136
608,0.8160000000000001,757.7439999999984,51,49,10.370343943094369,47359,47310,49,0.998965349775122,0.6641845901995554,249741.337443781
609,0.8160000000000001,758.5599999999985,51,49,10.345459640369194,47410,47361,49,0.9989664627715672,0.6639184133762398,249741.6156928923
610,0.8160000000000001,759.3759999999985,51,49,10.320575337644023,47461,47412,49,0.998967573376035,0.6636528091935211,249741.89334400927
611,0.8160000000000001,760.1919999999985,51,49,10.29569103491885,47512,47463,49,0.9989686815962283,0.6633877758054558,249742.17039905756
612,0.8160000000000001,761.0079999999986,51,49,10.270806732193675,47563,47514,49,0.9989697874398167,0.6631233113740261,249742.44685995465
613,0.8160000000000001,761.8239999999986,51,49,10.2459224294685,47614,47565,49,0.9989708909144369,0.6628594140690971,249742.7227286097
614,0.8160000000000001,762.6399999999986,51,49,10.221038126743327,47665,47616,49,0.9989719920276933,0.6625960820683747,249742.99800692376
615,0.8160000000000001,763.4559999999987,51,49,10.196153824018152,47716,47667,49,0.9989730907871573,0.6623333135573637,249743.2726967898
616,0.8160000000000001,764.2719999999987,51,49,10.171269521292977,47767,47718,49,0.9989741872003685,0.6620711067293261,249743.54680009253
617,0.8160000000000001,765.0879999999987,51,49,10.146385218567806,47818,47769,49,0.9989752812748337,0.6618094597852396,249743.82031870887
618,0.8160000000000001,765.9039999999987,51,49,10.121500915842633,47869,47820,49,0.9989763730180283,0.6615483709337565,249744.0932545075
619,0.8160000000000001,766.7199999999988,51,49,10.09661661311746,47920,47871,49,0.9989774624373957,0.661287838391163,249744.3656093493
620,0.8160000000000001,767.5359999999988,51,49,10.071732310392285,47971,47922,49,0.9989785495403473,0.6610278603813382,249744.6373850872
621,0.8160000000000001,768.3519999999988,51,49,10.046848007667112,48022,47973,49,0.9989796343342635,0.6607684351357141,249744.90858356626
622,0.8160000000000001,769.1679999999989,51,49,10.021963704941939,48073,48024,49,0.998980716826493,0.6605095608932355,249745.17920662364
623,0.8160000000000001,769.9839999999989,51,49,9.997079402216764,48124,48075,49,0.9989817970243537,0.6602512359003198,249745.4492560888
624,0.8160000000000001,770.7999999999989,51,49,9.972195099491591,48175,48126,49,0.9989828749351324,0.6599934584108174,249745.71873378343
625,0.8160000000000001,771.615999999999,51,49,9.947310796766418,48226,48177,49,0.9989839505660847,0.6597362266859731,249745.9876415215
626,0.8160000000000001,772.431999999999,51,49,9.922426494041243,48277,48228,49,0.9989850239244361,0.659479538994386,249746.25598110934
627,0.8160000000000001,773.247999999999,51,49,9.897542191316068,48328,48279,49,0.9989860950173812,0.6592233936119717,249746.52375434563
628,0.8160000000000001,774.063999999999,51,49,9.872657888590895,48379,48330,49,0.9989871638520846,0.6589677888219223,249746.79096302146
629,0.8160000000000001,774.8799999999991,51,49,9.847773585865722,48430,48381,49,0.9989882304356804,0.6587127229146696,249747.05760892038
630,0.8160000000000001,775.6959999999991,51,49,9.82288928314055,48481,48432,49,0.9989892947752728,0.658458194187846,249747.32369381847
631,0.8160000000000001,776.5119999999991,51,49,9.798004980415376,48532,48483,49,0.9989903568779362,0.6582042009462469,249747.58921948433
632,0.8160000000000001,777.3279999999992,51,49,9.773120677690203,48583,48534,49,0.9989914167507152,0.6579507415017928,249747.85418767907
633,0.8160000000000001,778.1439999999992,51,49,9.748236374965028,48634,48585,49,0.9989924744006251,0.6576978141734926,249748.11860015654
634,0.8160000000000001,778.9599999999992,51,49,9.723352072239855,48685,48636,49,0.9989935298346513,0.6574454172874058,249748.38245866308
635,0.8160000000000001,779.7759999999993,51,49,9.69846776951468,48736,48687,49,0.9989945830597505,0.6571935491766056,249748.64576493786
636,0.8160000000000001,780.5919999999993,51,49,9.673583466789507,48787,48738,49,0.99899563408285,0.6569422081811425,249748.90852071272
637,0.8160000000000001,781.4079999999993,50,50,9.64915712793424,48838,48788,50,0.9989762070518858,0.6566904024670054,249744.05176297168
638,0.8,782.2079999999993,50,50,9.625058473503996,48888,48838,50,0.9989772541318933,0.6564368190504933,249744.31353297355
639,0.8,783.0079999999992,50,50,9.60095981907375,48938,48888,50,0.9989782990722955,0.6561837543367643,249744.57476807412
640,0.8,783.8079999999992,50,50,9.576861164643507,48988,48938,50,0.998979341879644,0.6559312067359409,249744.83546991125
641,0.8,784.6079999999992,50,50,9.552762510213263,49038,48988,50,0.9989803825604633,0.6556791746646365,249745.0956401161
642,0.8,785.4079999999991,50,50,9.528663855783016,49088,49038,50,0.9989814211212517,0.6554276565459226,249745.3552803132
643,0.8,786.2079999999991,50,50,9.50456520135277,49138,49088,50,0.9989824575684806,0.6551766508092953,249745.61439212045
644,0.8,787.007999999999,50,50,9.480466546922528,49188,49138,50,0.9989834919085956,0.6549261558906433,249745.8729771492
645,0.8,787.807999999999,50,50,9.456367892492286,49238,49188,50,0.9989845241480158,0.6546761702322146,249746.13103700426
646,0.8,788.6079999999989,50,50,9.43226923806204,49288,49238,50,0.9989855542931342,0.6544266922825848,249746.3885732839
